迭代次数,区域0工作量,区域1工作量,区域2工作量,总工作量,区域0占比,区域1占比,区域2占比
72,2138.907908,11149.042398,4978.389184,18266.339489,0.1171,0.6104,0.2725
73,3901.461250,11796.588642,5267.527437,20965.577329,0.1861,0.5627,0.2512
74,3514.317179,9418.424975,8461.567461,21394.309616,0.1643,0.4402,0.3955
75,2677.623254,4089.281771,9517.534614,16284.439638,0.1644,0.2511,0.5845
76,3469.193945,11846.020017,4746.516596,20061.730558,0.1729,0.5905,0.2366
77,6504.577776,10124.025551,2405.503129,19034.106456,0.3417,0.5319,0.1264
78,3128.230018,13437.279276,4318.949078,20884.458373,0.1498,0.6434,0.2068
79,552.955991,16344.858483,8374.313799,25272.128273,0.0219,0.6468,0.3314
80,3470.947871,11053.570027,4998.122893,19522.640791,0.1778,0.5662,0.2560
81,2261.220380,9259.950664,13535.353776,25056.524820,0.0902,0.3696,0.5402
82,5130.217029,13668.577165,1566.382989,20365.177182,0.2519,0.6712,0.0769
83,1001.781050,19913.913589,2841.991354,23757.685993,0.0422,0.8382,0.1196
84,1975.197850,5876.298526,15122.119747,22973.616123,0.0860,0.2558,0.6582
85,1602.205163,13746.405491,7822.913126,23171.523780,0.0691,0.5932,0.3376
86,1244.434271,18356.174098,3830.133499,23430.741868,0.0531,0.7834,0.1635
87,1390.679047,18954.016286,5130.109112,25474.804445,0.0546,0.7440,0.2014
88,5108.473323,12841.556463,2356.968860,20306.998646,0.2516,0.6324,0.1161
89,6639.709913,3044.774081,8064.799673,17749.283667,0.3741,0.1715,0.4544
90,3455.626283,2911.698314,16525.862008,22893.186605,0.1509,0.1272,0.7219
91,418.223603,12439.963935,10890.571957,23748.759495,0.0176,0.5238,0.4586
92,1852.885378,13255.683247,4704.365551,19812.934176,0.0935,0.6690,0.2374
93,4094.201932,12381.596625,2585.285079,19061.083636,0.2148,0.6496,0.1356
94,1701.595236,6742.899369,11591.031646,20035.526251,0.0849,0.3365,0.5785
95,4987.149103,11180.295289,3385.137960,19552.582351,0.2551,0.5718,0.1731
96,4773.843107,3640.709137,13635.185287,22049.737531,0.2165,0.1651,0.6184
97,5884.446733,11778.137477,6517.007986,24179.592196,0.2434,0.4871,0.2695
98,4519.925399,11784.293125,3226.266138,19530.484662,0.2314,0.6034,0.1652
99,4655.282238,8467.500674,11805.374297,24928.157209,0.1867,0.3397,0.4736
100,1630.830345,11931.555577,10807.050119,24369.436042,0.0669,0.4896,0.4435
101,4159.524479,12424.639415,2373.242568,18957.406462,0.2194,0.6554,0.1252
102,5658.142025,2613.371553,10674.501269,18946.014846,0.2986,0.1379,0.5634
103,5717.011026,4817.761911,9083.701763,19618.474700,0.2914,0.2456,0.4630
104,3036.205538,9080.482844,9937.078025,22053.766407,0.1377,0.4117,0.4506
105,1144.848976,15114.289117,8050.512928,24309.651021,0.0471,0.6217,0.3312
106,5120.973963,2266.472807,16153.526868,23540.973638,0.2175,0.0963,0.6862
107,4034.954210,11623.067149,7607.734422,23265.755781,0.1734,0.4996,0.3270
108,1660.796267,17883.635912,3979.950890,23524.383068,0.0706,0.7602,0.1692
109,5238.899385,9525.946322,9777.939286,24542.784993,0.2135,0.3881,0.3984
110,3098.943436,10585.764284,12754.487654,26439.195374,0.1172,0.4004,0.4824
111,3627.602679,9272.327649,10838.488584,23738.418911,0.1528,0.3906,0.4566
112,6136.740011,5767.404864,6931.709613,18835.854488,0.3258,0.3062,0.3680
113,3814.278245,11796.588642,7408.580806,23019.447693,0.1657,0.5125,0.3218
114,1914.961876,3434.166609,17367.980779,22717.109264,0.0843,0.1512,0.7645
115,5740.917375,11415.038056,2979.728225,20135.683656,0.2851,0.5669,0.1480
116,5990.095487,11687.694981,1344.953831,19022.744298,0.3149,0.6144,0.0707
117,418.223603,5702.094877,16805.215831,22925.534311,0.0182,0.2487,0.7330
118,5109.461575,9292.431042,9936.575073,24338.467690,0.2099,0.3818,0.4083
119,2819.662049,13820.955875,3160.692245,19801.310169,0.1424,0.6980,0.1596
120,5214.480737,868.144173,16677.914239,22760.539150,0.2291,0.0381,0.7328
121,5255.706351,5335.874576,14768.141738,25359.722666,0.2072,0.2104,0.5823
122,704.246133,21859.766414,2244.161868,24808.174415,0.0284,0.8812,0.0905
123,1774.559671,12328.112419,7561.640021,21664.312112,0.0819,0.5691,0.3490
124,2326.689821,3071.212016,18319.681375,23717.583212,0.0981,0.1295,0.7724
125,5587.573216,11653.419975,2566.927948,19807.921139,0.2821,0.5883,0.1296
126,2872.168628,11545.661587,9218.959100,23636.789315,0.1215,0.4885,0.3900
127,1796.158815,15126.659465,7408.580806,24331.399086,0.0738,0.6217,0.3045
128,2453.309491,14049.366069,3427.621221,19930.296781,0.1231,0.7049,0.1720
129,2812.920906,12309.890048,8841.694693,23964.505648,0.1174,0.5137,0.3689
130,4034.954210,18313.131308,1608.746614,23956.832132,0.1684,0.7644,0.0672
131,3425.103536,13704.126577,7710.821665,24840.051778,0.1379,0.5517,0.3104
132,4138.686171,5005.708446,14518.752474,23663.147091,0.1749,0.2115,0.6136
133,7382.824023,1968.146046,10919.857111,20270.827181,0.3642,0.0971,0.5387
134,958.411742,13703.274935,10127.946192,24789.632868,0.0387,0.5528,0.4086
135,2325.345142,5715.849486,9108.949696,17150.144324,0.1356,0.3333,0.5311
136,5578.546243,5628.134468,8901.702781,20108.383492,0.2774,0.2799,0.4427
137,2876.549824,14129.826897,5411.546358,22417.923079,0.1283,0.6303,0.2414
138,5901.313400,12446.464354,7535.193659,25882.971412,0.2280,0.4809,0.2911
139,2573.816609,3636.810867,13709.899539,19920.527016,0.1292,0.1826,0.6882
140,7743.408522,9703.330445,7456.748631,24903.487598,0.3109,0.3896,0.2994
141,4407.077050,16440.335664,5543.485691,26390.898405,0.1670,0.6230,0.2101
142,2649.130125,9781.379568,11547.370730,23977.880423,0.1105,0.4079,0.4816
143,4646.058440,13167.385348,2512.943225,20326.387013,0.2286,0.6478,0.1236
144,2427.415852,1968.146046,16848.368449,21243.930348,0.1143,0.0926,0.7931
145,3446.855084,6943.954217,8687.360130,19078.169431,0.1807,0.3640,0.4554
146,2235.482723,12207.488045,8671.762946,23114.733714,0.0967,0.5281,0.3752
147,1479.792899,18752.648460,4736.413533,24968.854891,0.0593,0.7510,0.1897
148,4541.809438,12604.107235,9672.205989,26818.122662,0.1694,0.4700,0.3607
149,3866.888911,11275.350181,9747.909428,24890.148520,0.1554,0.4530,0.3916
150,6161.442290,8960.584512,9290.844176,24412.870978,0.2524,0.3670,0.3806
151,3401.197186,9641.377844,13215.717922,26258.292952,0.1295,0.3672,0.5033
152,715.758520,21190.882107,3196.089000,25102.729626,0.0285,0.8442,0.1273
153,5091.008041,9750.271505,13063.665691,27904.945237,0.1824,0.3494,0.4681
154,9010.475097,1499.506130,10421.024129,20931.005356,0.4305,0.0716,0.4979
155,1929.026663,16324.447028,3758.521732,22011.995422,0.0876,0.7416,0.1707
156,2587.380480,2801.318088,18168.562814,23557.261382,0.1098,0.1189,0.7713
157,7856.454676,9524.906931,4072.205868,21453.567475,0.3662,0.4440,0.1898
158,2046.839029,8696.614487,7984.029672,18727.483188,0.1093,0.4644,0.4263
159,6643.595239,12712.460012,4350.997060,23707.052310,0.2802,0.5362,0.1835
160,4823.439046,10210.874965,10570.591929,25604.905939,0.1884,0.3988,0.4128
161,1614.525287,5229.556691,17228.954939,24073.036917,0.0671,0.2172,0.7157
162,4630.361682,17903.879217,2697.043438,25231.284337,0.1835,0.7096,0.1069
163,2079.655404,16213.484526,8739.183865,27032.323795,0.0769,0.5998,0.3233
164,3266.464798,5095.572611,16775.251272,25137.288681,0.1299,0.2027,0.6673
165,7203.220383,15982.495201,2585.285079,25771.000663,0.2795,0.6202,0.1003
166,3666.002831,10330.773296,11157.559977,25154.336105,0.1457,0.4107,0.4436
167,2404.288306,18808.645001,3969.834156,25182.767463,0.0955,0.7469,0.1576
168,1929.026663,13883.831439,8781.547489,24594.405591,0.0784,0.5645,0.3571
169,7546.440143,7440.250856,8501.407535,23488.098534,0.3213,0.3168,0.3619
170,4830.052084,10961.095863,4710.061810,20501.209756,0.2356,0.5347,0.2297
171,1496.759357,4176.876933,16361.656654,22035.292944,0.0679,0.1896,0.7425
172,4055.066926,16288.171573,505.833691,20849.072190,0.1945,0.7812,0.0243
173,2576.171355,13378.627003,3542.072416,19496.870774,0.1321,0.6862,0.1817
174,1374.773737,12532.160762,9855.349523,23762.284022,0.0579,0.5274,0.4147
175,4122.854883,16307.943370,548.197316,20978.995568,0.1965,0.7773,0.0261
176,5225.993124,9292.431042,11512.296360,26030.720527,0.2008,0.3570,0.4423
177,5648.661461,1430.332399,11551.424123,18630.417984,0.3032,0.0768,0.6200
178,6162.259672,10058.750091,3684.653523,19905.663286,0.3096,0.5053,0.1851
179,2193.083805,11227.091521,8500.326304,21920.501630,0.1000,0.5122,0.3878
180,4509.037462,3305.144988,15580.910155,23395.092605,0.1927,0.1413,0.6660
181,5079.495654,15947.488868,6232.309367,27259.293888,0.1863,0.5850,0.2286
182,1153.380105,22088.133653,3645.834376,26887.348134,0.0429,0.8215,0.1356
183,3992.415625,6742.899369,13092.038681,23827.353675,0.1676,0.2830,0.5495
184,4808.185442,2912.974746,14799.154929,22520.315118,0.2135,0.1293,0.6571
185,4478.718229,10505.303456,5931.717722,20915.739406,0.2141,0.5023,0.2836
186,4191.879102,13888.278036,4248.625348,22328.782486,0.1877,0.6220,0.1903
187,896.335244,19048.745275,1960.507590,21905.588108,0.0409,0.8696,0.0895
188,896.335244,13723.990302,9794.366267,24414.691813,0.0367,0.5621,0.4012
189,3754.555074,6083.444101,13847.227798,23685.226973,0.1585,0.2568,0.5846
190,1682.535191,5501.664398,15902.067852,23086.267441,0.0729,0.2383,0.6888
191,6930.606022,9973.224373,10287.759748,27191.590143,0.2549,0.3668,0.3783
192,5524.921915,9985.510391,9300.947239,24811.379546,0.2227,0.4025,0.3749
193,9500.750696,8647.647794,2033.167989,20181.566480,0.4708,0.4285,0.1007
194,4944.763265,5628.134468,14444.128289,25017.026022,0.1977,0.2250,0.5774
195,5841.077425,9746.373235,10039.265331,25626.715991,0.2279,0.3803,0.3917
196,3659.249645,3220.269223,14832.572899,21712.091767,0.1685,0.1483,0.6831
197,2801.408519,13217.089405,8095.662605,24114.160529,0.1162,0.5481,0.3357
198,5937.325387,13981.483529,1741.295464,21660.104380,0.2741,0.6455,0.0804
199,6736.128746,15615.642338,2729.303999,25081.075084,0.2686,0.6226,0.1088
200,5304.443875,1627.519332,12323.339621,19255.302827,0.2755,0.0845,0.6400
201,1890.869089,4447.443244,17332.934166,23671.246499,0.0799,0.1879,0.7322
202,2729.643648,5501.409206,15612.958137,23844.010991,0.1145,0.2307,0.6548
203,4500.240493,14878.003747,2707.359081,22085.603320,0.2038,0.6737,0.1226
204,2587.380480,13245.434471,10073.417097,25906.232048,0.0999,0.5113,0.3888
205,2843.689783,12979.438813,8450.333788,24273.462384,0.1172,0.5347,0.3481
206,1407.545714,9635.282242,15244.333477,26287.161433,0.0535,0.3665,0.5799
207,867.357575,8249.022800,16877.193963,25993.574337,0.0334,0.3173,0.6493
208,4305.296146,4512.071076,8995.484295,17812.851518,0.2417,0.2533,0.5050
209,6779.006967,15885.536266,2988.796327,25653.339560,0.2643,0.6192,0.1165
210,3908.211318,4478.628681,10445.403178,18832.243177,0.2075,0.2378,0.5547
211,4154.965459,7270.535055,15099.148215,26524.648729,0.1566,0.2741,0.5692
212,5025.506792,11184.048731,9398.284272,25607.839795,0.1962,0.4367,0.3670
213,4068.956658,13517.286986,8342.053237,25928.296882,0.1569,0.5213,0.3217
214,6573.378692,598.250245,12326.723330,19498.352267,0.3371,0.0307,0.6322
215,2452.648091,9789.709008,11645.086356,23887.443456,0.1027,0.4098,0.4875
216,5782.486321,11073.735376,9675.567574,26531.789271,0.2179,0.4174,0.3647
217,3835.610685,6888.245377,7428.671751,18152.527813,0.2113,0.3795,0.4092
218,5275.359450,11257.876873,8487.001154,25020.237476,0.2108,0.4500,0.3392
219,704.246133,11764.716186,14454.517395,26923.479713,0.0262,0.4370,0.5369
220,1765.815429,11664.424646,9265.903489,22696.143564,0.0778,0.5139,0.4083
221,704.246133,13834.055761,9491.004584,24029.306478,0.0293,0.5757,0.3950
222,3552.487328,11783.312179,9832.600533,25168.400040,0.1411,0.4682,0.3907
223,5498.359573,19071.218526,3188.076050,27757.654148,0.1981,0.6871,0.1149
224,4940.852169,19223.597236,859.811700,25024.261105,0.1974,0.7682,0.0344
225,3266.464798,21553.981527,2065.096334,26885.542660,0.1215,0.8017,0.0768
226,2407.465156,1136.551537,24021.767699,27565.784392,0.0873,0.0412,0.8714
227,1819.120727,17582.633920,5069.287078,24471.041725,0.0743,0.7185,0.2072
228,3550.902167,12695.514290,4961.132634,21207.549091,0.1674,0.5986,0.2339
229,2447.230970,12721.788175,8626.376873,23795.396018,0.1028,0.5346,0.3625
230,1345.469216,18115.600405,5028.166421,24489.236042,0.0549,0.7397,0.2053
231,3917.666516,18109.000485,6358.106593,28384.773595,0.1380,0.6380,0.2240
232,5385.144161,2238.039974,19133.480180,26756.664316,0.2013,0.0836,0.7151
233,4501.223964,9750.271505,15539.101724,29790.597193,0.1511,0.3273,0.5216
234,4450.414550,9046.963075,9890.773921,23388.151546,0.1903,0.3868,0.4229
235,1928.926871,12910.495233,11555.985033,26395.407137,0.0731,0.4891,0.4378
236,3563.999715,16263.188583,6681.232647,26508.420944,0.1344,0.6135,0.2520
237,266.933461,3356.117486,21899.968057,25523.019005,0.0105,0.1315,0.8580
238,5703.443365,18498.777971,2729.303999,26931.525336,0.2118,0.6869,0.1013
239,1925.849813,3267.839086,13761.867490,18955.556388,0.1016,0.1724,0.7260
240,3301.037137,13925.800387,5713.402310,22940.239834,0.1439,0.6070,0.2491
241,1304.670246,18473.376338,8240.138303,28018.184887,0.0466,0.6593,0.2941
242,704.246133,8960.584512,17347.078815,27011.909460,0.0261,0.3317,0.6422
243,2423.343570,8023.737928,12087.846505,22534.928002,0.1075,0.3561,0.5364
244,4143.453072,8656.933774,15714.729730,28515.116576,0.1453,0.3036,0.5511
245,4491.245328,11495.777094,7925.734764,23912.757186,0.1878,0.4807,0.3314
246,3505.532785,4191.610265,16235.717502,23932.860552,0.1465,0.1751,0.6784
247,6445.975950,3769.901909,9591.318345,19807.196205,0.3254,0.1903,0.4842
248,4344.339152,9481.864142,12476.886621,26303.089915,0.1652,0.3605,0.4744
249,2036.286096,8639.635224,14341.756576,25017.677896,0.0814,0.3453,0.5733
250,7972.131801,10514.543853,6504.821499,24991.497153,0.3190,0.4207,0.2603
251,4644.088418,4368.051091,7801.470228,16813.609737,0.2762,0.2598,0.4640
252,2054.690405,8549.576548,13446.016690,24050.283644,0.0854,0.3555,0.5591
253,1593.334172,13387.394783,10421.717204,25402.446160,0.0627,0.5270,0.4103
254,5694.374568,10915.280577,8446.854562,25056.509707,0.2273,0.4356,0.3371
255,5337.470782,11362.872264,4924.652960,21624.996007,0.2468,0.5255,0.2277
256,4773.843107,1276.553262,20197.394821,26247.791190,0.1819,0.0486,0.7695
257,1807.041043,8232.753096,18119.814277,28159.608416,0.0642,0.2924,0.6435
258,4990.634497,9256.777080,11046.298988,25293.710565,0.1973,0.3660,0.4367
259,1316.182634,11185.724895,12009.761450,24511.668979,0.0537,0.4563,0.4900
260,4154.345398,11312.061933,3035.563955,18501.971286,0.2245,0.6114,0.1641
261,3193.232421,11160.773110,10381.423332,24735.428863,0.1291,0.4512,0.4197
262,5071.378024,16217.382796,7179.801585,28468.562405,0.1781,0.5697,0.2522
263,5260.702492,3272.663541,16596.185738,25129.551772,0.2093,0.1302,0.6604
264,6296.736287,9753.034502,11056.556157,27106.326946,0.2323,0.3598,0.4079
265,3266.464798,14237.956166,8911.422529,26415.843493,0.1237,0.5390,0.3374
266,4633.465403,4294.738310,10977.317218,19905.520931,0.2328,0.2158,0.5515
267,2109.930239,17241.264369,7198.372983,26549.567592,0.0795,0.6494,0.2711
268,5974.055887,20041.816516,2799.627730,28815.500133,0.2073,0.6955,0.0972
269,7575.726725,6265.015107,8002.361974,21843.103806,0.3468,0.2868,0.3664
270,7089.928929,1853.881470,9050.724786,17994.535185,0.3940,0.1030,0.5030
271,3806.652937,12457.263807,9899.564674,26163.481417,0.1455,0.4761,0.3784
272,4169.484443,2577.717591,15472.629605,22219.831638,0.1876,0.1160,0.6963
273,4878.288933,11053.570027,9654.990547,25586.849508,0.1907,0.4320,0.3773
274,2222.723330,17544.933258,5795.928040,25563.584628,0.0869,0.6863,0.2267
275,5875.575742,7739.766283,11269.876830,24885.218855,0.2361,0.3110,0.4529
276,1823.907709,14129.826897,11599.702763,27553.437369,0.0662,0.5128,0.4210
277,3006.801225,13623.768943,11098.919782,27729.489949,0.1084,0.4913,0.4003
278,5235.166991,11993.695399,9298.164051,26527.026440,0.1974,0.4521,0.3505
279,6472.445077,12950.110603,7313.764501,26736.320180,0.2421,0.4844,0.2736
280,6190.728872,12561.613452,4381.174198,23133.516523,0.2676,0.5430,0.1894
281,6446.360650,678.711074,16025.522017,23150.593742,0.2785,0.0293,0.6922
282,2635.893107,6030.043137,16942.270434,25608.206678,0.1029,0.2355,0.6616
283,2833.038977,13153.354753,9091.889469,25078.283198,0.1130,0.5245,0.3625
284,2096.522070,17224.797883,7032.327255,26353.647208,0.0796,0.6536,0.2668
285,2398.594165,11338.475497,13397.782204,27134.851866,0.0884,0.4179,0.4937
286,5100.434603,18473.376338,3675.864235,27249.675175,0.1872,0.6779,0.1349
287,2593.475746,14920.851679,5764.702269,23279.029694,0.1114,0.6410,0.2476
288,4092.675467,16514.574284,4967.751418,25575.001169,0.1600,0.6457,0.1942
289,6809.842089,2922.673790,9199.151928,18931.667806,0.3597,0.1544,0.4859
290,867.357575,17275.828444,12961.750756,31104.936775,0.0279,0.5554,0.4167
291,3655.362795,13090.112328,11649.285664,28394.760787,0.1287,0.4610,0.4103
292,6441.501538,18315.733457,2594.671726,27351.906721,0.2355,0.6696,0.0949
293,7336.061772,19715.548655,548.197316,27599.807743,0.2658,0.7143,0.0199
294,5573.347946,11438.304178,4532.386524,21544.038648,0.2587,0.5309,0.2104
295,2750.183008,10359.355405,11953.907307,25063.445720,0.1097,0.4133,0.4769
296,3330.067762,9152.429317,16278.496206,28760.993284,0.1158,0.3182,0.5660
297,1543.696811,11282.440434,7676.263293,20502.400537,0.0753,0.5503,0.3744
298,10368.717316,1631.417601,8488.405423,20488.540340,0.5061,0.0796,0.4143
299,3756.885792,5972.969752,11524.625790,21254.481334,0.1768,0.2810,0.5422
300,5377.030571,12296.069705,10319.132913,27992.233189,0.1921,0.4393,0.3686
301,3887.396463,14111.230904,7748.501519,25747.128887,0.1510,0.5481,0.3009
302,6732.735987,16827.511002,4393.360684,27953.607673,0.2409,0.6020,0.1572
303,4897.935459,20545.462765,2594.671726,28038.069950,0.1747,0.7328,0.0925
304,7229.468220,11576.769651,5195.185583,24001.423454,0.3012,0.4823,0.2165
305,4787.349530,4683.812775,9351.532056,18822.694361,0.2543,0.2488,0.4968
306,807.121600,10239.220031,19413.832714,30460.174345,0.0265,0.3362,0.6374
307,2301.357950,9145.932847,15019.535455,26466.826252,0.0870,0.3456,0.5675
308,2305.631894,3566.078080,17537.604203,23409.314177,0.0985,0.1523,0.7492
309,4310.550199,14230.730184,4813.823770,23355.104153,0.1846,0.6093,0.2061
310,3232.176135,6699.938047,9409.254064,19341.368246,0.1671,0.3464,0.4865
311,8674.726417,12402.311993,1422.364068,22499.402478,0.3856,0.5512,0.0632
312,2789.846907,3287.216437,18572.123724,24649.187068,0.1132,0.1334,0.7535
313,2182.530871,12882.479878,12707.604259,27772.615009,0.0786,0.4639,0.4576
314,3805.618304,12030.828608,9445.867478,25282.314390,0.1505,0.4759,0.3736
315,4888.908486,11401.344114,11189.820538,27480.073139,0.1779,0.4149,0.4072
316,7093.408550,11933.562679,8157.953024,27184.924254,0.2609,0.4390,0.3001
317,2620.405151,4130.388992,20642.243080,27393.037222,0.0957,0.1508,0.7536
318,2150.122697,12242.575847,9837.339554,24230.038098,0.0887,0.5053,0.4060
319,850.490909,11471.139337,16533.635681,28855.265927,0.0295,0.3975,0.5730
320,2649.130125,13799.806454,6698.066645,23147.003224,0.1144,0.5962,0.2894
321,266.933461,20408.036817,7386.395330,28061.365608,0.0095,0.7273,0.2632
322,4727.572127,11421.699323,10700.494726,26849.766175,0.1761,0.4254,0.3985
323,4793.473124,15370.095307,9320.874034,29484.442465,0.1626,0.5213,0.3161
324,3098.943436,17392.553192,4562.169049,25053.665677,0.1237,0.6942,0.1821
325,2519.298793,11553.610794,5326.557061,19399.466649,0.1299,0.5956,0.2746
326,6198.848317,17709.359182,3345.892720,27254.100218,0.2274,0.6498,0.1228
327,3086.431069,14711.980917,6415.093051,24213.505037,0.1275,0.6076,0.2649
328,2676.680720,5333.223203,19148.103014,27158.006937,0.0986,0.1964,0.7051
329,2477.979963,8304.431309,13073.681551,23856.092823,0.1039,0.3481,0.5480
330,4313.611018,10235.526636,9644.147467,24193.285121,0.1783,0.4231,0.3986
331,5600.037266,19727.925641,1711.118326,27039.081233,0.2071,0.7296,0.0633
332,1945.231929,19867.927365,6724.418368,28537.577662,0.0682,0.6962,0.2356
333,4299.156217,4386.434213,18264.330183,26949.920613,0.1595,0.1628,0.6777
334,1255.946659,12702.610968,14163.360400,28121.918027,0.0447,0.4517,0.5036
335,1164.892492,15504.691362,10806.228022,27475.811876,0.0424,0.5643,0.3933
336,5714.083401,16560.471038,3163.828438,25438.382877,0.2246,0.6510,0.1244
337,4958.171434,11630.148983,10756.761781,27345.082197,0.1813,0.4253,0.3934
338,3736.106322,12473.483704,11306.980383,27516.570408,0.1358,0.4533,0.4109
339,6076.571774,2154.441202,14945.583593,23176.596569,0.2622,0.0930,0.6449
