迭代次数,区域0工作量,区域1工作量,区域2工作量,总工作量,区域0占比,区域1占比,区域2占比
1,11.931609,2.018753,0.000000,13.950361,0.8553,0.1447,0.0000
2,5.813215,7.776625,0.000000,13.589840,0.4278,0.5722,0.0000
3,11.795322,2.997094,0.000000,14.792416,0.7974,0.2026,0.0000
4,12.339251,1.273254,3.377497,16.990002,0.7263,0.0749,0.1988
5,7.059048,6.103292,3.435751,16.598091,0.4253,0.3677,0.2070
6,8.712347,7.480013,0.000000,16.192360,0.5381,0.4619,0.0000
7,10.018332,3.257891,6.700438,19.976661,0.5015,0.1631,0.3354
8,9.639905,1.983834,2.765398,14.389136,0.6699,0.1379,0.1922
9,10.018332,11.770642,0.000000,21.788974,0.4598,0.5402,0.0000
10,9.100667,7.783294,0.000000,16.883961,0.5390,0.4610,0.0000
11,7.148281,14.892428,0.000000,22.040709,0.3243,0.6757,0.0000
12,13.711588,1.329897,0.982567,16.024051,0.8557,0.0830,0.0613
13,9.605536,6.683158,0.394106,16.682800,0.5758,0.4006,0.0236
14,7.347515,6.888391,0.982567,15.218473,0.4828,0.4526,0.0646
15,6.616334,2.412940,10.077935,19.107208,0.3463,0.1263,0.5274
16,10.582485,2.327660,4.037730,16.947875,0.6244,0.1373,0.2382
17,14.789955,1.078575,0.394106,16.262636,0.9094,0.0663,0.0242
18,10.513611,3.033133,3.897323,17.444067,0.6027,0.1739,0.2234
19,6.564609,10.220198,4.360064,21.144871,0.3105,0.4833,0.2062
20,8.967345,6.437292,0.394106,15.798742,0.5676,0.4075,0.0249
21,19.347850,0.614200,0.000000,19.962050,0.9692,0.0308,0.0000
22,11.069448,5.967328,1.376672,18.413448,0.6012,0.3241,0.0748
23,5.635806,15.413484,0.982567,22.031856,0.2558,0.6996,0.0446
24,5.815945,6.379678,8.483269,20.678892,0.2813,0.3085,0.4102
25,6.478106,9.809682,6.700438,22.988227,0.2818,0.4267,0.2915
26,9.308896,4.999126,1.212425,15.520447,0.5998,0.3221,0.0781
27,5.172122,13.597610,0.394106,19.163838,0.2699,0.7095,0.0206
28,10.145306,12.343224,0.000000,22.488530,0.4511,0.5489,0.0000
29,11.899856,1.612343,1.883333,15.395532,0.7729,0.1047,0.1223
30,11.798624,9.781267,0.982567,22.562458,0.5229,0.4335,0.0435
31,11.963044,1.170265,7.683005,20.816314,0.5747,0.0562,0.3691
32,7.613958,6.475061,7.683005,21.772024,0.3497,0.2974,0.3529
33,10.924099,10.531503,1.885489,23.341091,0.4680,0.4512,0.0808
34,6.639599,14.334920,1.782831,22.757350,0.2918,0.6299,0.0783
35,5.896527,2.197267,8.596079,16.689874,0.3533,0.1317,0.5150
36,5.621678,17.192702,0.000000,22.814379,0.2464,0.7536,0.0000
37,9.463741,14.753625,0.000000,24.217366,0.3908,0.6092,0.0000
38,9.721124,14.237893,0.394106,24.353123,0.3992,0.5846,0.0162
39,11.055335,5.855290,0.394106,17.304731,0.6389,0.3384,0.0228
40,9.685312,4.358976,0.480925,14.525213,0.6668,0.3001,0.0331
41,5.378689,15.824432,0.000000,21.203121,0.2537,0.7463,0.0000
42,10.145306,2.452946,8.189665,20.787918,0.4880,0.1180,0.3940
43,14.633339,10.523999,0.000000,25.157338,0.5817,0.4183,0.0000
44,10.996972,6.932617,0.982567,18.912156,0.5815,0.3666,0.0520
45,5.894875,7.887172,2.159829,15.941876,0.3698,0.4947,0.1355
46,10.794830,10.574507,0.996124,22.365462,0.4827,0.4728,0.0445
47,10.492644,9.786005,4.418318,24.696967,0.4249,0.3962,0.1789
48,9.936808,2.598939,10.136189,22.671936,0.4383,0.1146,0.4471
49,10.142342,5.720623,6.700438,22.563403,0.4495,0.2535,0.2970
50,10.690382,12.642284,0.000000,23.332666,0.4582,0.5418,0.0000
51,6.639599,6.524125,7.696562,20.860286,0.3183,0.3128,0.3690
