迭代次数,区域0工作量,区域1工作量,区域2工作量,总工作量,区域0占比,区域1占比,区域2占比
1,1636.469835,4727.499851,2729.303999,9093.273685,0.1800,0.5199,0.3001
2,2860.656241,3626.011414,8831.379050,15318.046705,0.1868,0.2367,0.5765
3,5860.120301,3795.779465,1668.754701,11324.654467,0.5175,0.3352,0.1474
4,4328.133886,2835.882162,8831.379050,15995.395098,0.2706,0.1773,0.5521
5,1479.892691,12520.424763,2729.303999,16729.621453,0.0885,0.7484,0.1631
6,2533.767465,10136.165495,2729.303999,15399.236959,0.1645,0.6582,0.1772
7,2260.232128,11907.884852,2729.303999,16897.420979,0.1338,0.7047,0.1615
8,5684.897856,1957.346593,8374.313799,16016.558248,0.3549,0.1222,0.5229
9,2534.428865,1734.393725,9403.271893,13672.094483,0.1854,0.1269,0.6878
10,1479.892691,3906.704795,9859.667787,15246.265273,0.0971,0.2562,0.6467
11,2080.316804,3780.710862,9747.909428,15608.937094,0.1333,0.2422,0.6245
12,2322.970026,12477.381973,2405.503129,17205.855128,0.1350,0.7252,0.1398
13,1182.357774,11907.884852,3860.177027,16950.419653,0.0698,0.7025,0.2277
14,2976.630964,3669.054204,8799.331068,15445.016236,0.1927,0.2376,0.5697
15,2138.907908,12743.377632,1890.183859,16772.469399,0.1275,0.7598,0.1127
16,4030.598969,11074.712811,2729.303999,17834.615779,0.2260,0.6210,0.1530
17,1722.545912,12486.904995,2801.844762,17011.295669,0.1013,0.7340,0.1647
18,2322.970026,6256.894275,7447.028882,16026.893183,0.1449,0.3904,0.4647
19,4592.939530,4238.551325,7447.028882,16278.519737,0.2821,0.2604,0.4575
20,3514.317179,11684.931984,1890.183859,17089.433022,0.2056,0.6838,0.1106
21,1001.781050,4504.546983,14476.388850,19982.716883,0.0501,0.2254,0.7244
22,3016.327578,3863.662005,8831.379050,15711.368634,0.1920,0.2459,0.5621
23,5587.573216,1957.346593,9123.131939,16668.051748,0.3352,0.1174,0.5473
24,5708.897436,9973.224373,2729.303999,18411.425809,0.3101,0.5417,0.1482
25,3619.336341,3211.213741,8831.379050,15661.929132,0.2311,0.2050,0.5639
26,1158.358194,3294.164884,10533.475564,14985.998642,0.0773,0.2198,0.7029
27,3279.520160,12477.381973,1566.382989,17323.285122,0.1893,0.7203,0.0904
28,6902.746513,1966.869614,7710.821665,16580.437792,0.4163,0.1186,0.4651
29,5468.746138,10585.764284,2405.503129,18460.013551,0.2962,0.5734,0.1303
30,2079.655404,3669.054204,14476.388850,20225.098458,0.1028,0.1814,0.7158
31,2739.332021,3968.657397,8813.021919,15521.011337,0.1765,0.2557,0.5678
32,2976.630964,12486.904995,1608.746614,17072.282572,0.1744,0.7314,0.0942
33,1929.026663,3403.058546,12644.494437,17976.579645,0.1073,0.1893,0.7034
34,1193.870161,6977.786963,8831.379050,17003.036174,0.0702,0.4104,0.5194
35,1976.735538,12254.429105,2956.669155,17187.833798,0.1150,0.7130,0.1720
36,1182.357774,3058.835031,14374.473915,18615.666720,0.0635,0.1643,0.7722
37,4987.149103,11074.712811,1890.183859,17952.045773,0.2778,0.6169,0.1053
38,1182.357774,12439.963935,3238.452624,16860.774333,0.0701,0.7378,0.1921
39,1182.357774,14538.767714,1668.754701,17389.880189,0.0680,0.8360,0.0960
40,3587.281614,11539.560700,2405.503129,17532.345442,0.2046,0.6582,0.1372
41,3154.792361,12743.377632,1668.754701,17566.924694,0.1796,0.7254,0.0950
42,3216.782262,3400.646840,8951.152912,15568.582015,0.2066,0.2184,0.5749
43,704.246133,3892.007072,15607.261878,20203.515083,0.0349,0.1926,0.7725
44,2322.970026,2994.649457,10709.103570,16026.723053,0.1449,0.1869,0.6682
45,2739.332021,11418.936326,3375.034896,17533.303243,0.1562,0.6513,0.1925
46,1844.858385,4427.984425,14194.951604,20467.794414,0.0901,0.2163,0.6935
47,4631.023082,9750.271505,4214.155036,18595.449623,0.2490,0.5243,0.2266
48,896.335244,12743.377632,4736.413533,18376.126408,0.0488,0.6935,0.2577
49,7978.866941,1700.873956,7813.193377,17492.934274,0.4561,0.0972,0.4466
50,5692.592378,2334.998909,8831.379050,16858.970337,0.3377,0.1385,0.5238
51,2260.232128,13703.274935,1668.754701,17632.261763,0.1282,0.7772,0.0946
52,1031.067632,12743.377632,5411.546358,19185.991621,0.0537,0.6642,0.2821
53,704.246133,11194.611143,8831.379050,20730.236326,0.0340,0.5400,0.4260
54,1182.357774,7599.730211,7992.258910,16774.346895,0.0705,0.4531,0.4765
55,1031.067632,8328.980703,8831.379050,18191.427385,0.0567,0.4579,0.4855
56,4152.911441,2792.839372,14476.388850,21422.139663,0.1939,0.1304,0.6758
57,1782.781887,14049.819187,2022.732710,17855.333784,0.0998,0.7869,0.1133
58,1722.545912,12285.537169,3322.033506,17330.116587,0.0994,0.7089,0.1917
59,4030.598969,1731.982020,10921.146081,16683.727069,0.2416,0.1038,0.6546
60,6342.019014,1625.500063,8831.379050,16798.898128,0.3775,0.0968,0.5257
61,1182.357774,12477.381973,3865.873286,17525.613033,0.0675,0.7120,0.2206
62,1479.892691,13480.322066,2799.627730,17759.842487,0.0833,0.7590,0.1576
63,2142.393302,3403.058546,15283.461008,20828.912856,0.1029,0.1634,0.7338
64,704.246133,12743.377632,8374.313799,21821.937563,0.0323,0.5840,0.3838
65,2357.468343,12173.968277,2771.667624,17303.104243,0.1362,0.7036,0.1602
66,2860.656241,10821.094138,4111.570745,17793.321124,0.1608,0.6082,0.2311
67,6605.211596,10239.220031,1566.382989,18410.814616,0.3588,0.5562,0.0851
68,1304.670246,12477.381973,8374.313799,22156.366018,0.0589,0.5632,0.3780
69,2102.936798,12641.049137,2278.890276,17022.876211,0.1235,0.7426,0.1339
70,6127.761355,10585.764284,1920.360998,18633.886637,0.3289,0.5681,0.1031
71,4030.598969,12870.102893,1668.754701,18569.456563,0.2171,0.6931,0.0899
72,1182.357774,14091.176027,2405.503129,17679.036929,0.0669,0.7971,0.1361
73,3552.487328,2223.342251,15607.261878,21383.091457,0.1661,0.1040,0.7299
74,1782.120487,11907.884852,8374.313799,22064.319138,0.0808,0.5397,0.3795
75,2261.220380,3626.011414,14768.141738,20655.373533,0.1095,0.1755,0.7150
