迭代次数,区域0工作量,区域1工作量,区域2工作量,总工作量,区域0占比,区域1占比,区域2占比
76,6249.085575,1103.031768,9932.208550,17284.325893,0.3615,0.0638,0.5746
77,1974.209598,3294.164884,11866.777320,17135.151802,0.1152,0.1922,0.6925
78,1794.294274,11418.936326,5867.286561,19080.517161,0.0940,0.5985,0.3075
79,5527.337242,10239.220031,2697.256017,18463.813290,0.2994,0.5546,0.1461
80,2680.079517,11418.936326,8374.313799,22473.329642,0.1193,0.5081,0.3726
81,2873.049698,12520.424763,1793.748145,17187.222606,0.1672,0.7285,0.1044
82,1602.205163,9870.169837,9962.252079,21434.627079,0.0747,0.4605,0.4648
83,2739.332021,14239.252287,871.998186,17850.582494,0.1535,0.7977,0.0488
84,704.246133,4129.657664,15504.677586,20338.581383,0.0346,0.2030,0.7623
85,4176.817790,3403.058546,13313.467840,20893.344176,0.1999,0.1629,0.6372
86,3006.901017,2805.216358,12541.910146,18354.027520,0.1638,0.1528,0.6833
87,704.246133,4269.659388,15392.919227,20366.824748,0.0346,0.2096,0.7558
88,896.335244,15216.617612,2729.303999,18842.256855,0.0476,0.8076,0.1449
89,1244.434271,12743.377632,8050.512928,22038.324831,0.0565,0.5782,0.3653
90,4246.296831,11539.560700,1920.360998,17706.218528,0.2398,0.6517,0.1085
91,2453.309491,12477.381973,3897.293393,18827.984858,0.1303,0.6627,0.2070
92,3817.206375,13437.279276,829.634561,18084.120213,0.2111,0.7430,0.0459
93,1193.870161,3399.160276,12436.146612,17029.177049,0.0701,0.1996,0.7303
94,3400.844380,13214.326408,1698.931840,18314.102627,0.1857,0.7215,0.0928
95,3850.022245,9302.993453,8831.379050,21984.394749,0.1751,0.4232,0.4017
96,5789.640963,11641.889194,829.634561,18261.164718,0.3170,0.6375,0.0454
97,2574.633711,11385.416557,5132.755166,19092.805434,0.1348,0.5963,0.2688
98,1571.255771,4424.086155,11698.969163,17694.311089,0.0888,0.2500,0.6612
99,1844.858385,12477.381973,8050.512928,22372.753287,0.0825,0.5577,0.3598
100,4345.000552,10808.717153,4736.413533,19890.131237,0.2185,0.5434,0.2381
101,3119.722907,12375.053479,1763.571007,17258.347392,0.1808,0.7170,0.1022
102,2976.630964,14315.814845,505.833691,17798.279500,0.1672,0.8043,0.0284
103,4030.598969,2003.152380,10776.198164,16809.949513,0.2398,0.1192,0.6411
104,3192.782682,2223.342251,13078.288524,18494.413457,0.1726,0.1202,0.7071
105,3264.009039,3486.264881,8903.919813,15654.193733,0.2085,0.2227,0.5688
106,704.246133,11907.884852,9505.186827,22117.317812,0.0318,0.5384,0.4298
107,3682.074239,11763.068873,2447.866754,17893.009866,0.2058,0.6574,0.1368
108,6603.457670,10585.764284,2022.732710,19211.954664,0.3437,0.5510,0.1053
109,4928.557999,1668.630619,10368.816412,16966.005031,0.2905,0.0984,0.6112
110,5422.874906,4397.066805,8873.742675,18693.684386,0.2901,0.2352,0.4747
111,1602.205163,3607.189368,15547.041211,20756.435743,0.0772,0.1738,0.7490
112,2447.657615,4325.655930,13679.632335,20452.945879,0.1197,0.2115,0.6688
113,5946.196379,9746.373235,2872.288129,18564.857743,0.3203,0.5250,0.1547
114,4509.037462,2835.882162,13991.246718,21336.166343,0.2113,0.1329,0.6558
115,2619.843543,11684.931984,8050.512928,22355.288455,0.1172,0.5227,0.3601
116,1660.796267,12743.377632,7535.193659,21939.367557,0.0757,0.5808,0.3435
117,5842.615113,10016.267163,2632.868285,18491.750560,0.3160,0.5417,0.1424
118,3754.555074,3892.007072,13415.839552,21062.401698,0.1783,0.1848,0.6370
119,1479.892691,14045.920917,2135.539702,17661.353310,0.0838,0.7953,0.1209
120,2382.544600,3028.169226,15504.677586,20915.391413,0.1139,0.1448,0.7413
121,4630.361682,8690.453542,8831.379050,22152.194274,0.2090,0.3923,0.3987
122,3339.094734,10093.122705,7992.258910,21424.476350,0.1559,0.4711,0.3730
123,4990.634497,1734.393725,15283.461008,22008.489230,0.2268,0.0788,0.6944
124,2946.665042,3211.213741,12106.350916,18264.229699,0.1613,0.1758,0.6628
125,2922.732739,11641.889194,8050.512928,22615.134861,0.1292,0.5148,0.3560
126,3552.487328,11074.712811,8374.313799,23001.513937,0.1544,0.4815,0.3641
127,1450.915022,4238.551325,17158.631208,22848.097555,0.0635,0.1855,0.7510
128,3850.022245,10851.759942,8374.313799,23076.095986,0.1668,0.4703,0.3629
129,890.683367,12641.049137,8374.313799,21906.046303,0.0407,0.5771,0.3823
130,4054.505318,13480.322066,505.833691,18040.661075,0.2247,0.7472,0.0280
131,2261.220380,12477.381973,7535.193659,22273.796013,0.1015,0.5602,0.3383
132,704.246133,19210.488923,2729.303999,22644.039055,0.0311,0.8484,0.1205
