迭代次数,区域0工作量,区域1工作量,区域2工作量,总工作量,区域0占比,区域1占比,区域2占比
1,1636.469835,4727.499851,2729.303999,9093.273685,0.1800,0.5199,0.3001
2,4782.245947,2000.389383,3860.177027,10642.812357,0.4493,0.1880,0.3627
3,3011.879106,3071.212016,3757.592736,9840.683858,0.3061,0.3121,0.3818
4,2714.344189,5687.397154,1668.754701,10070.496044,0.2695,0.5648,0.1657
5,3314.768302,3168.170951,3645.834376,10128.773630,0.3273,0.3128,0.3599
6,1182.357774,4727.499851,8831.379050,14741.236675,0.0802,0.3207,0.5991
7,1479.892691,4504.546983,8831.379050,14815.818724,0.0999,0.3040,0.5961
8,5584.737807,3403.058546,1668.754701,10656.551054,0.5241,0.3193,0.1566
9,1782.781887,4461.504193,8831.379050,15075.665130,0.1183,0.2959,0.5858
10,2080.316804,4238.551325,8831.379050,15150.247179,0.1373,0.2798,0.5829
11,2260.232128,3892.007072,8831.379050,14983.618250,0.1508,0.2598,0.5894
12,2860.656241,3626.011414,8831.379050,15318.046705,0.1868,0.2367,0.5765
13,1722.545912,4727.499851,8507.578180,14957.623944,0.1152,0.3161,0.5688
14,2020.080830,4504.546983,8507.578180,15032.205993,0.1344,0.2997,0.5660
15,1455.893111,4471.027214,8416.677423,14343.597749,0.1015,0.3117,0.5868
16,2557.767045,3635.534435,8873.742675,15067.044155,0.1698,0.2413,0.5890
17,1182.357774,4471.027214,9227.720683,14881.105671,0.0795,0.3004,0.6201
18,2322.970026,4461.504193,8507.578180,15292.052399,0.1519,0.2918,0.5563
19,2620.504943,4238.551325,8507.578180,15366.634448,0.1705,0.2758,0.5536
20,1782.714610,3669.054204,6542.419386,11994.188200,0.1486,0.3059,0.5455
21,6163.009497,1687.452665,3196.089000,11046.551162,0.5579,0.1528,0.2893
22,1182.357774,3892.007072,9962.252079,15036.616924,0.0786,0.2588,0.6625
23,1479.892691,3669.054204,9962.252079,15111.198973,0.0979,0.2428,0.6593
24,3134.191579,3403.058546,8374.313799,14911.563923,0.2102,0.2282,0.5616
25,1782.781887,3626.011414,9962.252079,15371.045380,0.1160,0.2359,0.6481
26,2080.316804,3403.058546,9962.252079,15445.627428,0.1347,0.2203,0.6450
27,2138.907908,4727.499851,7992.258910,14858.666670,0.1440,0.3182,0.5379
28,2436.442825,4504.546983,7992.258910,14933.248719,0.1632,0.3016,0.5352
29,1934.004752,2835.882162,8272.398864,13042.285779,0.1483,0.2174,0.6343
30,1722.545912,4504.546983,8861.556189,15088.649084,0.1142,0.2985,0.5873
31,4799.112613,2792.839372,4736.413533,12328.365518,0.3893,0.2265,0.3842
32,3698.379297,3403.058546,8507.578180,15609.016023,0.2369,0.2180,0.5450
33,4030.598969,3058.835031,8831.379050,15920.813049,0.2532,0.1921,0.5547
34,4328.133886,2835.882162,8831.379050,15995.395098,0.2706,0.1773,0.5521
35,2739.332021,4461.504193,7992.258910,15193.095125,0.1803,0.2937,0.5260
36,3036.866938,4238.551325,7992.258910,15267.677174,0.1989,0.2776,0.5235
37,4548.313993,2805.216358,3083.282008,10436.812359,0.4358,0.2688,0.2954
38,1158.358194,3892.007072,9505.186827,14555.552093,0.0796,0.2674,0.6530
39,4631.023082,2792.839372,8831.379050,16255.241505,0.2849,0.1718,0.5433
40,4928.557999,2569.886504,8831.379050,16329.823554,0.3018,0.1574,0.5408
41,2800.420266,3858.487303,8549.941805,15208.849374,0.1841,0.2537,0.5622
42,1182.357774,3669.054204,10316.230087,15167.642064,0.0780,0.2419,0.6801
43,2298.970446,4427.984425,8092.876553,14819.831424,0.1551,0.2988,0.5461
44,3400.844380,3592.491645,8549.941805,15543.277830,0.2188,0.2311,0.5501
45,1071.260091,4814.604456,8873.742675,14759.607222,0.0726,0.3262,0.6012
46,3216.782262,3892.007072,7992.258910,15101.048244,0.2130,0.2577,0.5293
47,1782.781887,3403.058546,10316.230087,15502.070520,0.1150,0.2195,0.6655
48,2322.970026,4205.031556,8903.919813,15431.921395,0.1505,0.2725,0.5770
49,1722.545912,3892.007072,9638.451208,15253.004193,0.1129,0.2552,0.6319
50,2020.080830,3669.054204,9638.451208,15327.586242,0.1318,0.2394,0.6288
51,1158.358194,11194.611143,2729.303999,15082.273336,0.0768,0.7422,0.1810
52,5108.473323,2223.342251,8831.379050,16163.194624,0.3161,0.1376,0.5464
53,3817.206375,3626.011414,7992.258910,15435.476700,0.2473,0.2349,0.5178
54,1636.469835,7599.730211,1890.183859,11126.383905,0.1471,0.6830,0.1699
55,1071.260091,4625.171357,9185.357059,14881.788506,0.0720,0.3108,0.6172
56,2322.970026,3626.011414,9638.451208,15587.432648,0.1490,0.2326,0.6183
57,2620.504943,3403.058546,9638.451208,15662.014697,0.1673,0.2173,0.6154
58,1182.357774,12743.377632,2729.303999,16655.039404,0.0710,0.7651,0.1639
