迭代次数,区域0工作量,区域1工作量,区域2工作量,总工作量,区域0占比,区域1占比,区域2占比
45,7143.645808,1700.873956,8974.243544,17818.763308,0.4009,0.0955,0.5036
46,2436.442825,13480.322066,1960.507590,17877.272481,0.1363,0.7540,0.1097
47,4630.361682,8690.453542,8831.379050,22152.194274,0.2090,0.3923,0.3987
48,2594.767285,3743.292823,9466.472182,15804.532291,0.1642,0.2368,0.5990
49,3552.487328,11074.712811,8374.313799,23001.513937,0.1544,0.4815,0.3641
50,2261.220380,12477.381973,7535.193659,22273.796013,0.1015,0.5602,0.3383
51,1001.781050,18987.536054,2729.303999,22718.621104,0.0441,0.8358,0.1201
52,2080.316804,13779.925259,2135.539702,17995.781765,0.1156,0.7657,0.1187
53,1031.067632,3260.645116,13715.146799,18006.859546,0.0573,0.1811,0.7617
54,3400.844380,2347.375895,10806.375303,16554.595577,0.2054,0.1418,0.6528
55,6258.977108,10205.700263,1805.934631,18270.612002,0.3426,0.5586,0.0988
56,1244.434271,4096.137895,15223.240341,20563.812507,0.0605,0.1992,0.7403
57,2261.220380,4191.610265,14104.053710,20556.884356,0.1100,0.2039,0.6861
58,4042.111356,10016.267163,5867.286561,19925.665080,0.2029,0.5027,0.2945
59,2260.232128,4746.958671,9328.341189,16335.531987,0.1384,0.2906,0.5710
60,2322.308626,3434.166609,15069.118357,20825.593591,0.1115,0.1649,0.7236
61,1958.331184,4046.706520,14553.799087,20558.836791,0.0953,0.1968,0.7079
62,4368.906901,11418.936326,3573.492522,19361.335750,0.2257,0.5898,0.1846
63,1182.357774,15392.655123,2244.161868,18819.174765,0.0628,0.8179,0.1192
64,5230.785795,9973.224373,8374.313799,23578.323967,0.2218,0.4230,0.3552
65,6026.939905,3071.212016,7636.197479,16734.349400,0.3602,0.1835,0.4563
66,6404.756912,10210.874965,2405.503129,19021.135006,0.3367,0.5368,0.1265
67,1244.434271,19210.488923,2405.503129,22860.426323,0.0544,0.8403,0.1052
68,1182.357774,1953.448323,15972.131944,19107.938041,0.0619,0.1022,0.8359
69,2738.670621,11684.931984,7889.171667,22312.774272,0.1227,0.5237,0.3536
70,2079.655404,9866.271567,9298.164051,21244.091022,0.0979,0.4644,0.4377
71,4990.634497,10585.764284,8050.512928,23626.911710,0.2112,0.4480,0.3407
72,6070.870822,3747.191093,6974.073237,16792.135152,0.3615,0.2232,0.4153
73,1182.357774,13824.454614,2981.626712,17988.439099,0.0657,0.7685,0.1658
74,2271.744515,13480.322066,3675.864235,19427.930816,0.1169,0.6939,0.1892
75,1782.781887,12253.781476,4127.432030,18163.995393,0.0981,0.6746,0.2272
76,2031.295619,12341.533710,8092.876553,22465.705882,0.0904,0.5493,0.3602
77,4806.572379,10851.759942,7535.193659,23193.525981,0.2072,0.4679,0.3249
78,4011.160026,13437.279276,703.021709,18151.461011,0.2210,0.7403,0.0387
79,4997.375640,11932.281619,2022.732710,18952.389968,0.2637,0.6296,0.1067
80,2138.907908,13940.925526,1857.923298,17937.756732,0.1192,0.7772,0.1036
81,1541.969189,10373.816086,9535.866917,21451.652192,0.0719,0.4836,0.4445
82,1660.796267,11684.931984,9020.044696,22365.772947,0.0743,0.5224,0.4033
83,5362.638931,9982.747394,4808.954296,20154.340621,0.2661,0.4953,0.2386
84,1304.670246,14272.772056,7313.764501,22891.206802,0.0570,0.6235,0.3195
85,1193.572563,19065.117638,2729.303999,22987.994201,0.0519,0.8294,0.1187
86,1958.331184,3071.212016,15796.430475,20825.973675,0.0940,0.1475,0.7585
87,3552.487328,10016.267163,9859.164836,23427.919326,0.1516,0.4275,0.4208
88,2619.843543,18118.523506,2447.866754,23186.233803,0.1130,0.7814,0.1056
89,4345.000552,4808.238890,9747.909428,18901.148869,0.2299,0.2544,0.5157
90,6848.486007,11195.337184,829.634561,18873.457753,0.3629,0.5932,0.0440
91,2079.655404,2000.389383,20019.483715,24099.528502,0.0863,0.0830,0.8307
92,2897.656481,14002.878128,1344.953831,18245.488440,0.1588,0.7675,0.0737
93,7094.538026,1223.656142,9093.088410,17411.282578,0.4075,0.0703,0.5223
94,1844.858385,2805.216358,16665.727753,21315.802496,0.0865,0.1316,0.7818
95,418.223603,12743.377632,10381.423332,23543.024566,0.0178,0.5413,0.4410
96,3850.022245,1542.548920,16523.792255,21916.363420,0.1757,0.0704,0.7539
97,552.955991,12743.377632,11056.556157,24352.889780,0.0227,0.5233,0.4540
98,3754.555074,11907.884852,7313.764501,22976.204427,0.1634,0.5183,0.3183
99,4998.363892,2077.970967,14768.141738,21844.476597,0.2288,0.0951,0.6761
100,4693.099580,2161.477416,15223.240341,22077.817337,0.2126,0.0979,0.6895
101,1782.781887,15620.570451,1344.953831,18748.306169,0.0951,0.8332,0.0717
102,2261.220380,18721.540396,2244.161868,23226.922645,0.0974,0.8060,0.0966
103,2387.421640,12641.049137,7211.392789,22239.863565,0.1073,0.5684,0.3243
104,1304.670246,11796.588642,9644.822185,22746.081073,0.0574,0.5186,0.4240
105,2200.984406,19210.488923,1566.382989,22977.856317,0.0958,0.8360,0.0682
106,5586.911816,10205.700263,7577.557283,23370.169362,0.2391,0.4367,0.3242
107,1856.370772,6711.791305,14152.587979,22720.750057,0.0817,0.2954,0.6229
108,1541.969189,14315.814845,6989.963630,22847.747665,0.0675,0.6266,0.3059
109,919.969949,16242.529988,3083.282008,20245.781945,0.0454,0.8023,0.1523
110,2453.309491,14272.772056,2836.744095,19562.825642,0.1254,0.7296,0.1450
111,1782.120487,13669.755166,7356.128125,22808.003778,0.0781,0.5993,0.3225
112,3850.022245,8845.152990,9747.909428,22443.084663,0.1715,0.3941,0.4343
113,5649.649714,10808.717153,7211.392789,23669.759655,0.2387,0.4566,0.3047
114,4345.000552,10210.874965,5764.702269,20320.577786,0.2138,0.5025,0.2837
115,2138.907908,2204.520206,14959.984146,19303.412259,0.1108,0.1142,0.7750
116,3552.487328,4406.633426,14152.587979,22111.708733,0.1607,0.1993,0.6400
117,2020.080830,1509.029151,16140.440075,19669.550056,0.1027,0.0767,0.8206
118,5416.239559,12990.727267,505.833691,18912.800516,0.2864,0.6869,0.0267
119,4693.099580,17275.828444,2405.503129,24374.431153,0.1925,0.7088,0.0987
120,1660.796267,18374.996143,3021.056888,23056.849298,0.0720,0.7969,0.1310
121,1244.434271,18152.043275,3890.354166,23286.831712,0.0534,0.7795,0.1671
122,2278.636437,12249.883207,3196.089000,17724.608643,0.1286,0.6911,0.1803
123,3574.639751,9836.650068,8944.066405,22355.356224,0.1599,0.4400,0.4001
124,2922.732739,9461.760749,9578.230541,21962.724029,0.1331,0.4308,0.4361
125,1193.870161,2613.371553,13914.180726,17721.422440,0.0674,0.1475,0.7852
126,5436.283075,9750.271505,6057.277255,21243.831835,0.2559,0.4590,0.2851
127,1496.759357,13214.326408,5160.715272,19871.801037,0.0753,0.6650,0.2597
128,5109.461575,9973.224373,8666.066687,23748.752636,0.2151,0.4199,0.3649
129,1328.602549,2907.800044,14070.173439,18306.576033,0.0726,0.1588,0.7686
130,4895.080224,11074.712811,3770.680540,19740.473575,0.2480,0.5610,0.1910
131,1244.434271,9901.277900,10554.981586,21700.693757,0.0573,0.4563,0.4864
132,3597.173147,11347.715895,2680.101384,17624.990426,0.2041,0.6438,0.1521
133,4152.911441,8628.588707,9902.031412,22683.531560,0.1831,0.3804,0.4365
134,1660.796267,14538.767714,6474.644361,22674.208342,0.0732,0.6412,0.2856
135,418.223603,13667.851123,8831.379050,22917.453776,0.0182,0.5964,0.3854
136,1193.870161,10851.759942,10279.508398,22325.138501,0.0535,0.4861,0.4604
137,2516.262277,11651.412215,8320.241709,22487.916201,0.1119,0.5181,0.3700
138,5356.987055,10136.891537,8050.512928,23544.391520,0.2275,0.4305,0.3419
139,4450.446358,16217.382796,3860.177027,24528.006182,0.1814,0.6612,0.1574
140,2713.594364,14045.920917,1183.612570,17943.127851,0.1512,0.7828,0.0660
141,1031.067632,11074.712811,10954.641223,23060.421666,0.0447,0.4802,0.4750
142,4806.572379,17318.871234,1890.183859,24015.627472,0.2001,0.7212,0.0787
143,3850.022245,12647.150025,7313.764501,23810.936770,0.1617,0.5311,0.3072
144,704.246133,21005.879005,1668.754701,23378.879839,0.0301,0.8985,0.0714
145,5822.456833,10851.759942,7313.764501,23987.981276,0.2427,0.4524,0.3049
146,2588.041880,3405.821542,12619.320383,18613.183805,0.1390,0.1830,0.6780
147,1436.523382,17012.007694,1344.953831,19793.484907,0.0726,0.8595,0.0679
148,4531.189885,12254.429105,6474.644361,23260.263351,0.1948,0.5268,0.2784
149,1768.259019,3443.222091,15649.625503,20861.106613,0.0848,0.1651,0.7502
150,1602.205163,20516.930478,1668.754701,23787.890343,0.0674,0.8625,0.0702
151,704.246133,13480.322066,8798.615538,22983.183737,0.0306,0.5865,0.3828
152,2366.239542,11796.588642,8728.291807,22891.119991,0.1034,0.5153,0.3813
153,3077.004508,11684.931984,6579.535751,21341.472243,0.1442,0.5475,0.3083
154,2142.393302,3477.297165,15578.266982,21197.957449,0.1011,0.1640,0.7349
155,2096.522070,11418.936326,10735.401341,24250.859737,0.0865,0.4709,0.4427
156,1244.434271,12477.381973,9187.082216,22908.898460,0.0543,0.5447,0.4010
157,4885.188691,12604.107235,3352.063364,20841.359290,0.2344,0.6048,0.1608
158,4152.911441,10315.870356,9195.076808,23663.858605,0.1755,0.4359,0.3886
159,4667.361922,1953.448323,15283.461008,21904.271253,0.2131,0.0892,0.6977
160,3740.665342,14080.927251,505.833691,18327.426284,0.2041,0.7683,0.0276
161,2925.107855,18272.667649,1890.183859,23087.959363,0.1267,0.7914,0.0819
162,7827.576799,9716.751736,4393.360684,21937.689220,0.3568,0.4429,0.2003
163,3266.464798,11074.712811,10381.423332,24722.600941,0.1321,0.4480,0.4199
164,6962.982488,11275.767659,1296.419562,19535.169709,0.3564,0.5772,0.0664
165,4630.361682,12034.610114,7313.764501,23978.736296,0.1931,0.5019,0.3050
166,2272.732768,12254.429105,9542.303192,24069.465065,0.0944,0.5091,0.3964
167,3339.094734,13437.279276,6474.644361,23251.018372,0.1436,0.5779,0.2785
168,704.246133,2801.318088,17456.313624,20961.877844,0.0336,0.1336,0.8328
169,2393.073517,12062.584300,4844.000908,19299.658725,0.1240,0.6250,0.2510
170,704.246133,11074.712811,13917.408664,25696.367607,0.0274,0.4310,0.5416
171,704.246133,18684.122358,3592.430633,22980.799123,0.0306,0.8130,0.1563
172,2260.232128,16575.505294,829.634561,19665.371983,0.1149,0.8429,0.0422
173,4695.474696,2358.664348,14665.557447,21719.696491,0.2162,0.1086,0.6752
174,1001.781050,13843.888634,7992.258910,22837.928595,0.0439,0.6062,0.3500
175,4582.001897,10093.848747,9181.385957,23857.236601,0.1921,0.4231,0.3848
176,704.246133,2802.804652,17594.444617,21101.495402,0.0334,0.1328,0.8338
177,890.683367,3569.488706,16421.207964,20881.380037,0.0427,0.1709,0.7864
178,850.490909,14573.139125,8831.379050,24255.009084,0.0351,0.6008,0.3641
179,3216.782262,13214.326408,2320.181857,18751.290527,0.1715,0.7047,0.1237
180,896.335244,16142.995146,2841.991354,19881.321744,0.0451,0.8120,0.1429
181,1244.434271,21005.879005,1344.953831,23595.267107,0.0527,0.8903,0.0570
182,3555.854317,11310.042664,8050.512928,22916.409910,0.1552,0.4935,0.3513
183,2452.648091,11907.884852,9542.303192,23902.836136,0.1026,0.4982,0.3992
184,1018.647716,11418.936326,11866.274369,24303.858411,0.0419,0.4698,0.4882
185,1958.331184,12319.456669,7668.458040,21946.245894,0.0892,0.5613,0.3494
186,1398.408443,4012.631446,17450.384097,22861.423985,0.0612,0.1755,0.7633
187,2079.655404,19913.913589,1711.118326,23704.687319,0.0877,0.8401,0.0722
188,1807.041043,10136.165495,11805.374297,23748.580835,0.0761,0.4268,0.4971
189,1868.790688,17917.295697,1344.953831,21131.040216,0.0884,0.8479,0.0636
190,4176.817790,11149.042398,7678.177789,23004.037977,0.1816,0.4847,0.3338
191,7379.431080,9036.997795,6931.709613,23348.138488,0.3161,0.3871,0.2969
192,2142.393302,18263.699933,3322.033506,23728.126742,0.0903,0.7697,0.1400
193,4641.874069,10016.267163,10381.423332,25039.564564,0.1854,0.4000,0.4146
194,2588.041880,1734.393725,17702.447171,22024.882776,0.1175,0.0787,0.8037
195,2568.981835,2655.946803,15971.462587,21196.391225,0.1212,0.1253,0.7535
196,3817.292972,11608.369425,8163.200283,23588.862681,0.1618,0.4921,0.3461
197,3850.022245,9418.424975,10533.475564,23801.922784,0.1618,0.3957,0.4425
198,6623.615905,10817.592545,1608.746614,19049.955064,0.3477,0.5679,0.0844
199,4152.911441,12347.634598,7710.106134,24210.652173,0.1715,0.5100,0.3185
200,1450.915022,3099.644849,18798.652862,23349.212732,0.0621,0.1328,0.8051
201,3098.943436,14016.299419,6193.207115,23308.449970,0.1330,0.6013,0.2657
202,5079.495654,9973.224373,11056.556157,26109.276184,0.1945,0.3820,0.4235
203,5145.473563,12343.736328,1741.295464,19230.505355,0.2676,0.6419,0.0905
204,1278.932589,18717.642126,3083.282008,23079.856723,0.0554,0.8110,0.1336
205,2574.633711,1359.504405,17409.872186,21344.010302,0.1206,0.0637,0.8157
206,1031.067632,2378.041699,18327.224660,21736.333991,0.0474,0.1094,0.8432
207,4450.446358,9292.431042,10421.717204,24164.594605,0.1842,0.3845,0.4313
208,4450.446358,11545.661587,8444.637529,24440.745475,0.1821,0.4724,0.3455
209,2987.845753,3065.842456,15360.871245,21414.559455,0.1395,0.1432,0.7173
210,4911.591541,10360.399711,8416.677423,23688.668675,0.2073,0.4374,0.3553
211,4509.037462,12870.102893,6474.644361,23853.784716,0.1890,0.5395,0.2714
212,1741.787695,3946.868340,11536.805806,17225.461841,0.1011,0.2291,0.6698
213,1660.796267,21005.879005,829.634561,23496.309833,0.0707,0.8940,0.0353
214,4727.597897,10315.870356,8728.291807,23771.760060,0.1989,0.4340,0.3672
215,3817.206375,11768.614456,6372.729427,21958.550257,0.1738,0.5359,0.2902
216,6913.961303,9870.895879,7211.392789,23996.249970,0.2881,0.4114,0.3005
217,2063.350346,10243.923883,9298.164051,21605.438279,0.0955,0.4741,0.4304
218,5109.461575,10210.874965,8563.482396,23883.818936,0.2139,0.4275,0.3585
219,1473.643841,12743.377632,2840.535151,17057.556623,0.0864,0.7471,0.1665
220,3605.680259,2801.318088,12199.752144,18606.750491,0.1938,0.1506,0.6557
221,4209.252492,13567.426671,480.765258,18257.444421,0.2305,0.7431,0.0263
222,5587.573216,11310.773992,2877.037967,19775.385176,0.2826,0.5720,0.1455
223,4704.611967,10585.764284,10057.622462,25347.998713,0.1856,0.4176,0.3968
224,1244.434271,5056.035198,15293.564071,21594.033540,0.0576,0.2341,0.7082
225,5182.062208,4440.109594,14194.951604,23817.123406,0.2176,0.1864,0.5960
226,3552.487328,19337.214184,1668.754701,24558.456213,0.1447,0.7874,0.0680
227,5673.582017,12647.150025,3188.076050,21508.808092,0.2638,0.5880,0.1482
228,862.281269,18987.536054,3097.789075,22947.606399,0.0376,0.8274,0.1350
229,3419.248689,13826.218690,1698.931840,18944.399219,0.1805,0.7298,0.0897
230,1844.858385,20516.930478,1698.931840,24060.720703,0.0767,0.8527,0.0706
231,704.246133,14045.920917,8134.527510,22884.694560,0.0308,0.6138,0.3555
232,3563.999715,10016.267163,11512.296360,25092.563239,0.1420,0.3992,0.4588
233,4896.206539,16706.331323,2661.871942,24264.409803,0.2018,0.6885,0.1097
234,1591.272973,14211.800400,2336.218594,18139.291967,0.0877,0.7835,0.1288
235,3187.804593,11418.936326,10571.414026,25178.154945,0.1266,0.4535,0.4199
236,1660.796267,9492.426553,13577.717400,24730.940220,0.0672,0.3838,0.5490
237,3401.197186,10239.220031,12187.429185,25827.846403,0.1317,0.3964,0.4719
238,2096.522070,17886.047617,5090.391541,25072.961228,0.0836,0.7134,0.2030
239,1541.969189,2565.988234,20162.467845,24270.425268,0.0635,0.1057,0.8307
240,2400.948910,11997.308839,8416.677423,22814.935173,0.1052,0.5259,0.3689
241,2498.519323,13480.322066,7281.716519,23260.557908,0.1074,0.5795,0.3130
242,4806.572379,7869.658486,10151.420676,22827.651541,0.2106,0.3447,0.4447
243,1852.885378,11418.936326,6518.713717,19790.535421,0.0936,0.5770,0.3294
244,4520.549849,10851.759942,9542.303192,24914.612984,0.1814,0.4356,0.3830
245,6068.508851,11512.141818,7032.327255,24612.977925,0.2466,0.4677,0.2857
246,1374.773737,19210.488923,3897.293393,24482.556053,0.0562,0.7847,0.1592
247,4357.747321,11074.712811,10217.436017,25649.896149,0.1699,0.4318,0.3983
248,2738.670621,20170.386226,829.634561,23738.691408,0.1154,0.8497,0.0349
249,6068.508851,1006.659334,15535.903357,22611.071542,0.2684,0.0445,0.6871
250,3941.385325,10851.759942,11086.733295,25879.878563,0.1523,0.4193,0.4284
251,1541.969189,19947.433357,2475.826859,23965.229405,0.0643,0.8323,0.1033
252,5484.951404,9973.224373,10057.622462,25515.798239,0.2150,0.3909,0.3942
253,2679.096046,15136.467774,438.401634,18253.965454,0.1468,0.8292,0.0240
254,3636.629652,8201.505016,13535.353776,25373.488443,0.1433,0.3232,0.5334
255,1316.182634,11656.586917,11409.712069,24382.481620,0.0540,0.4781,0.4679
256,1304.670246,1972.044316,21401.750460,24678.465023,0.0529,0.0799,0.8672
257,3266.464798,17541.824102,4736.413533,25544.702432,0.1279,0.6867,0.1854
258,2738.670621,2579.851784,15978.429457,21296.951862,0.1286,0.1211,0.7503
259,4175.531435,10972.384316,8277.878084,23425.793835,0.1782,0.4684,0.3534
260,2041.187152,19108.160428,1763.571007,22912.918587,0.0891,0.8339,0.0770
261,6187.335929,9515.383910,8451.724036,24154.443876,0.2562,0.3939,0.3499
262,4541.809438,8424.457884,12320.693567,25286.960889,0.1796,0.3332,0.4872
263,6187.335929,11768.614456,6474.644361,24430.594746,0.2533,0.4817,0.2650
264,4944.763265,10897.697864,8831.379050,24673.840180,0.2004,0.4417,0.3579
265,2525.390579,12743.377632,9996.006859,25264.775070,0.1000,0.5044,0.3956
266,3698.732104,17318.871234,5411.546358,26429.149695,0.1399,0.6553,0.2048
267,2200.984406,2189.822483,20029.799358,24420.606246,0.0901,0.0897,0.8202
268,1153.380105,15855.909956,8728.291807,25737.581868,0.0448,0.6161,0.3391
269,1195.734701,20782.926137,1542.141848,23520.802686,0.0508,0.8836,0.0656
270,1316.182634,14049.819187,9320.874034,24686.875855,0.0533,0.5691,0.3776
271,1914.961876,12486.904995,9614.843955,24016.710826,0.0797,0.5199,0.4003
272,3850.022245,9750.271505,10641.756114,24242.049864,0.1588,0.4022,0.4390
273,593.148450,20903.550510,2022.732710,23519.431670,0.0252,0.8888,0.0860
274,8159.770517,9973.224373,6474.644361,24607.639251,0.3316,0.4053,0.2631
275,6701.630429,7836.138717,8549.941805,23087.710951,0.2903,0.3394,0.3703
276,1436.523382,14012.401149,4215.189998,19664.114529,0.0731,0.7126,0.2144
277,1438.387923,11637.990924,9521.558104,22597.936951,0.0637,0.5150,0.4213
278,982.046447,4390.283762,17751.360715,23123.690924,0.0425,0.1899,0.7677
279,5311.529322,18109.000485,829.634561,24250.164369,0.2190,0.7468,0.0342
280,2662.406185,18721.540396,2336.218594,23720.165175,0.1122,0.7893,0.0985
281,2498.519323,20782.926137,505.833691,23787.279151,0.1050,0.8737,0.0213
282,3673.629892,3370.815209,14341.756576,21386.201678,0.1718,0.1576,0.6706
283,3792.300989,10821.094138,8666.066687,23279.461814,0.1629,0.4648,0.3723
284,2993.497630,16523.059168,859.811700,20376.368497,0.1469,0.8109,0.0422
285,7054.345568,9515.383910,5165.155725,21734.885203,0.3246,0.4378,0.2376
286,2200.984406,3164.272681,15827.656246,21192.913332,0.1039,0.1493,0.7468
287,1496.759357,17822.852314,1890.183859,21209.795530,0.0706,0.8403,0.0891
288,6727.524068,10219.847966,6607.908742,23555.280777,0.2856,0.4339,0.2805
289,2212.496793,11684.931984,10349.375350,24246.804127,0.0912,0.4819,0.4268
290,4042.943706,3175.559779,11656.605539,18875.109024,0.2142,0.1682,0.6176
291,4570.787107,9292.431042,5943.453830,19806.671980,0.2308,0.4692,0.3001
292,850.490909,3636.810867,18653.704945,23141.006721,0.0368,0.1572,0.8061
293,2801.408519,20739.883347,505.833691,24047.125557,0.1165,0.8625,0.0210
294,2261.220380,5211.460400,14341.756576,21814.437357,0.1037,0.2389,0.6574
295,5300.889286,10239.220031,9542.303192,25082.412510,0.2113,0.4082,0.3804
296,3376.094975,9789.709008,8841.694693,22007.498676,0.1534,0.4448,0.4018
297,2527.774664,11684.931984,9931.009609,24143.716257,0.1047,0.4840,0.4113
298,704.246133,1625.500063,22178.645480,24508.391676,0.0287,0.0663,0.9049
299,4612.709949,10585.764284,8534.246897,23732.721131,0.1944,0.4460,0.3596
300,4763.203071,9492.426553,9717.931198,23973.560822,0.1987,0.3960,0.4054
301,7546.440143,7743.664553,7992.258910,23282.363606,0.3241,0.3326,0.3433
302,745.045102,13703.274935,7488.979621,21937.299658,0.0340,0.6247,0.3414
303,1519.732662,3486.264881,18021.757842,23027.755385,0.0660,0.1514,0.7826
304,2703.360911,14394.478097,1128.527830,18226.366839,0.1483,0.7898,0.0619
305,1245.036069,15337.241985,2535.259089,19117.537143,0.0651,0.8023,0.1326
306,958.411742,18374.996143,5543.485691,24876.893576,0.0385,0.7386,0.2228
307,1854.749918,12217.011067,8271.707440,22343.468424,0.0830,0.5468,0.3702
308,4806.572379,11811.657245,7605.517389,24223.747014,0.1984,0.4876,0.3140
309,1304.670246,12253.781476,9772.441829,23330.893552,0.0559,0.5252,0.4189
310,1856.370772,11984.535177,10524.407462,24365.313411,0.0762,0.4919,0.4319
311,4707.832058,11727.414911,1932.547484,18367.794453,0.2563,0.6385,0.1052
312,3166.304748,5275.602374,13356.288242,21798.195364,0.1453,0.2420,0.6127
313,2738.670621,9303.435712,9937.078025,21979.184358,0.1246,0.4233,0.4521
314,2619.843543,14557.162344,7211.392789,24388.398675,0.1074,0.5969,0.2957
315,5170.549821,944.706732,16451.385102,22566.641655,0.2291,0.0419,0.7290
316,1164.892492,12254.429105,13063.665691,26482.987288,0.0440,0.4627,0.4933
317,2608.056665,3115.273831,12133.461776,17856.792273,0.1461,0.1745,0.6795
318,2142.393302,9750.271505,14724.480822,26617.145629,0.0805,0.3663,0.5532
319,1376.311425,4621.768350,10275.503316,16273.583090,0.0846,0.2840,0.6314
320,4946.300909,10628.159445,8374.313799,23948.774153,0.2065,0.4438,0.3497
321,2171.679884,1359.504405,18892.077169,22423.261458,0.0968,0.0606,0.8425
322,2271.446917,19802.062073,2022.732710,24096.241700,0.0943,0.8218,0.0839
323,704.246133,22082.719283,1890.183859,24677.149275,0.0285,0.8949,0.0766
324,2930.846329,12743.377632,8997.073164,24671.297125,0.1188,0.5165,0.3647
325,5363.627184,10808.717153,9218.502322,25390.846659,0.2112,0.4257,0.3631
326,1844.858385,15126.659465,7565.370797,24536.888647,0.0752,0.6165,0.3083
327,1844.858385,11290.670599,9606.190647,22741.719631,0.0811,0.4965,0.4224
328,5468.084738,18278.768536,1344.953831,25091.807105,0.2179,0.7285,0.0536
329,552.955991,22811.969774,2729.303999,26094.229764,0.0212,0.8742,0.1046
330,3981.577784,12767.774398,7343.941639,24093.293821,0.1653,0.5299,0.3048
331,1374.773737,6569.377875,14707.921071,22652.072683,0.0607,0.2900,0.6493
332,4509.037462,10585.764284,9025.740955,24120.542701,0.1869,0.4389,0.3742
333,2947.653295,18721.540396,4248.625348,25917.819039,0.1137,0.7223,0.1639
334,5649.649714,12381.154366,6504.821499,24535.625580,0.2303,0.5046,0.2651
335,3552.487328,12412.262430,8230.294878,24195.044636,0.1468,0.5130,0.3402
336,7142.984408,16706.331323,1344.953831,25194.269562,0.2835,0.6631,0.0534
337,4152.911441,13680.947513,7535.193659,25369.052613,0.1637,0.5393,0.2970
338,6616.426385,16560.960038,1566.382989,24743.769412,0.2674,0.6693,0.0633
339,4407.077050,9939.704605,11230.859115,25577.640769,0.1723,0.3886,0.4391
340,4001.621300,14410.198004,8374.313799,26786.133102,0.1494,0.5380,0.3126
