迭代次数,区域0工作量,区域1工作量,区域2工作量,总工作量,区域0占比,区域1占比,区域2占比
1,11.931609,2.018753,0.000000,13.950361,0.8553,0.1447,0.0000
2,7.917071,6.103292,0.000000,14.020363,0.5647,0.4353,0.0000
3,6.584735,3.257891,3.377497,13.220124,0.4981,0.2464,0.2555
4,6.584735,6.596932,0.982567,14.164234,0.4649,0.4657,0.0694
5,11.160089,1.707448,0.982567,13.850103,0.8058,0.1233,0.0709
6,9.639905,3.968471,0.000000,13.608375,0.7084,0.2916,0.0000
7,12.543986,1.915763,0.000000,14.459749,0.8675,0.1325,0.0000
8,11.505041,3.820626,0.000000,15.325667,0.7507,0.2493,0.0000
9,16.353789,1.273254,0.000000,17.627043,0.9278,0.0722,0.0000
10,9.827753,2.452946,1.782831,14.063531,0.6988,0.1744,0.1268
11,11.073586,5.725143,0.000000,16.798729,0.6592,0.3408,0.0000
12,11.427906,2.475624,0.000000,13.903530,0.8219,0.1781,0.0000
13,11.931609,1.481570,0.996124,14.409303,0.8280,0.1028,0.0691
14,6.150895,8.719958,0.000000,14.870853,0.4136,0.5864,0.0000
15,10.816203,5.806681,0.000000,16.622884,0.6507,0.3493,0.0000
16,11.073586,2.018753,3.435751,16.528090,0.6700,0.1221,0.2079
17,12.917368,1.888729,0.000000,14.806097,0.8724,0.1276,0.0000
18,12.255159,2.507129,0.000000,14.762287,0.8302,0.1698,0.0000
19,11.160089,1.737629,0.875031,13.772749,0.8103,0.1262,0.0635
20,11.350667,2.018753,6.700438,20.069858,0.5656,0.1006,0.3339
21,14.925670,1.359698,0.000000,16.285368,0.9165,0.0835,0.0000
22,10.816203,2.018753,4.037730,16.872685,0.6410,0.1196,0.2393
23,8.604438,6.524125,0.000000,15.128563,0.5688,0.4312,0.0000
24,5.386647,9.578498,0.000000,14.965145,0.3599,0.6401,0.0000
25,7.336129,6.103292,6.700438,20.139860,0.3643,0.3030,0.3327
