迭代次数,区域0工作量,区域1工作量,区域2工作量,总工作量,区域0占比,区域1占比,区域2占比
1,1636.469835,4727.499851,2729.303999,9093.273685,0.1800,0.5199,0.3001
2,5108.473323,1625.500063,9859.667787,16593.641173,0.3079,0.0980,0.5942
3,3577.055077,11418.936326,2697.256017,17693.247420,0.2022,0.6454,0.1524
4,1782.120487,10359.118363,8831.379050,20972.617900,0.0850,0.4939,0.4211
5,6003.033556,11074.712811,1668.754701,18746.501068,0.3202,0.5908,0.0890
6,4367.737270,2347.375895,9290.844176,16005.957340,0.2729,0.1467,0.5805
7,5990.127295,3907.436123,7770.829752,17668.393171,0.3390,0.2212,0.4398
8,2260.232128,9982.747394,8668.740498,20911.720020,0.1081,0.4774,0.4145
9,5436.283075,6137.847587,8388.600544,19962.731205,0.2723,0.3075,0.4202
10,704.246133,14315.814845,7667.742509,22687.803487,0.0310,0.6310,0.3380
11,2680.079517,6241.769137,13679.632335,22601.480989,0.1186,0.2762,0.6053
12,1385.661674,5539.082436,11232.760464,18157.504575,0.0763,0.3051,0.6186
13,1701.595236,15216.617612,4572.426218,21490.639066,0.0792,0.7081,0.2128
14,1602.205163,1972.044316,21047.772452,24622.021931,0.0651,0.0801,0.8548
15,3698.732104,10016.267163,12187.429185,25902.428452,0.1428,0.3867,0.4705
16,2261.220380,20706.363578,871.998186,23839.582145,0.0949,0.8686,0.0366
17,5851.717461,2805.216358,13635.185287,22292.119106,0.2625,0.1258,0.6117
18,3470.947871,11146.630693,4999.171525,19616.750088,0.1769,0.5682,0.2548
19,3981.577784,17204.608012,3322.033506,24508.219302,0.1625,0.7020,0.1355
20,1042.580019,1542.548920,21111.229213,23696.358152,0.0440,0.0651,0.8909
21,2976.531172,12252.017400,9260.865947,24489.414518,0.1215,0.5003,0.3782
22,958.411742,17554.201087,6925.752436,25438.365265,0.0377,0.6901,0.2723
23,1541.969189,21589.872486,2033.167989,25165.009664,0.0613,0.8579,0.0808
24,2660.642512,19555.042898,1344.953831,23560.639241,0.1129,0.8300,0.0571
25,6474.860403,10210.874965,4710.061810,21395.797177,0.3026,0.4772,0.2201
26,1593.334172,4447.443244,17686.912174,23727.689590,0.0672,0.1874,0.7454
27,2243.647915,22589.016906,1793.748145,26626.412966,0.0843,0.8484,0.0674
28,1521.018513,3415.344563,20313.803341,25250.166417,0.0602,0.1353,0.8045
29,4345.000552,15286.239134,2984.975484,22616.215170,0.1921,0.6759,0.1320
30,3137.327080,18451.646468,6824.891593,28413.865141,0.1104,0.6494,0.2402
31,5512.814374,1350.236576,16497.440532,23360.491482,0.2360,0.0578,0.7062
32,5816.984638,17295.287263,4412.612662,27524.884564,0.2113,0.6284,0.1603
33,6921.477719,9479.729948,8949.692967,25350.900635,0.2730,0.3739,0.3530
34,1571.255771,2311.721933,16704.442631,20587.420334,0.0763,0.1123,0.8114
35,1877.150243,18918.071713,1731.310445,22526.532401,0.0833,0.8398,0.0769
36,2049.694264,1653.932896,24315.396004,28019.023165,0.0732,0.0590,0.8678
37,2797.120462,20479.911971,3041.260214,26318.292647,0.1063,0.7782,0.1156
38,2239.368049,13617.748014,16348.819936,32205.936000,0.0695,0.4228,0.5076
39,4520.549849,11410.554157,10474.186755,26405.290762,0.1712,0.4321,0.3967
40,3742.853159,8054.998458,16524.567579,28322.419196,0.1322,0.2844,0.5834
41,4556.697113,12426.994679,10454.922594,27438.614387,0.1661,0.4529,0.3810
42,1967.851922,4556.857893,20136.589779,26661.299595,0.0738,0.1709,0.7553
43,3698.775344,14540.040571,1409.137784,19647.953699,0.1883,0.7400,0.0717
44,3215.777861,21286.941563,5512.047226,30014.766650,0.1071,0.7092,0.1836
45,4689.539007,2801.401787,21186.438318,28677.379112,0.1635,0.0977,0.7388
46,6311.756035,10937.172613,7878.257479,25127.186127,0.2512,0.4353,0.3135
47,5163.436667,18358.406005,2563.583750,26085.426421,0.1979,0.7038,0.0983
48,3115.174656,18616.079713,9865.069272,31596.323641,0.0986,0.5892,0.3122
49,5167.911417,11011.645795,11272.394294,27451.951506,0.1883,0.4011,0.4106
50,4797.675618,18959.381431,9759.459652,33516.516700,0.1431,0.5657,0.2912
