迭代次数,区域0工作量,区域1工作量,区域2工作量,总工作量,区域0占比,区域1占比,区域2占比
1,1636.469835,4727.499851,2729.303999,9093.273685,0.1800,0.5199,0.3001
2,5406.008240,1402.547195,9859.667787,16668.223222,0.3243,0.0841,0.5915
3,3158.191158,13214.326408,1668.754701,18041.272268,0.1751,0.7324,0.0925
4,1782.120487,10359.118363,8831.379050,20972.617900,0.0850,0.4939,0.4211
5,5587.573216,9973.224373,3021.056888,18581.854477,0.3007,0.5367,0.1626
6,1304.670246,12254.429105,8728.291807,22287.391158,0.0585,0.5498,0.3916
7,4506.863453,1243.033493,9301.616597,15051.513543,0.2994,0.0826,0.6180
8,3854.050634,2347.375895,10554.981586,16756.408114,0.2300,0.1401,0.6299
9,3065.492120,11450.044389,5488.956595,20004.493105,0.1532,0.5724,0.2744
10,2825.340822,7000.641127,9266.116069,19092.098018,0.1480,0.3667,0.4853
11,5822.456833,17318.871234,1668.754701,24810.082767,0.2347,0.6981,0.0673
12,2987.845753,2892.320963,15514.993229,21395.159946,0.1397,0.1352,0.7252
13,5632.356403,5250.272059,8022.436049,18905.064511,0.2979,0.2777,0.4244
14,4071.371984,4207.633705,13565.530914,21844.536603,0.1864,0.1926,0.6210
15,3552.487328,4092.970953,14841.518554,22486.976835,0.1580,0.1820,0.6600
16,2512.484318,2641.804386,18798.652862,23952.941565,0.1049,0.1103,0.7848
17,2650.118378,22545.974116,1566.382989,26762.475483,0.0990,0.8424,0.0585
18,1541.969189,1746.679743,21682.865583,24971.514515,0.0617,0.0699,0.8683
19,5332.284775,11174.194401,3937.573595,20444.052771,0.2608,0.5466,0.1926
20,418.223603,22643.626206,2799.627730,25861.477538,0.0162,0.8756,0.1083
21,4699.653780,12050.288783,4285.999809,21035.942372,0.2234,0.5728,0.2037
22,1945.231929,9973.224373,18606.760556,30525.216858,0.0637,0.3267,0.6096
23,1255.946659,21024.273635,4704.365551,26984.585845,0.0465,0.7791,0.1743
24,5754.095541,12049.307837,8481.753894,26285.157272,0.2189,0.4584,0.3227
25,1093.144130,17511.158297,8383.476540,26987.778967,0.0405,0.6489,0.3106
26,4439.511752,12909.734710,4295.403368,21644.649829,0.2051,0.5964,0.1985
27,745.045102,23485.718905,829.634561,25060.398569,0.0297,0.9372,0.0331
28,2797.409786,4519.439855,16132.776602,23449.626243,0.1193,0.1927,0.6880
29,155.835778,4917.287101,21140.736994,26213.859873,0.0059,0.1876,0.8065
30,5200.807839,14251.377457,9510.864728,28963.050024,0.1796,0.4921,0.3284
31,2734.042625,17245.417831,6102.456526,26081.916981,0.1048,0.6612,0.2340
32,4001.621300,11278.930388,12020.686611,27301.238298,0.1466,0.4131,0.4403
33,1660.796267,1463.852168,23312.718922,26437.367357,0.0628,0.0554,0.8818
34,4918.790305,20906.995662,3554.240545,29380.026511,0.1674,0.7116,0.1210
35,4061.623310,7186.031254,14265.275334,25512.929898,0.1592,0.2817,0.5591
36,4229.720417,18934.233634,2816.817300,25980.771351,0.1628,0.7288,0.1084
37,3698.732104,16732.591425,9154.821654,29586.145183,0.1250,0.5656,0.3094
38,3213.854131,19056.051301,3866.186904,26136.092336,0.1230,0.7291,0.1479
39,10055.230652,13013.888638,6474.644361,29543.763651,0.3404,0.4405,0.2192
40,3169.275676,10703.975597,12813.323716,26686.574989,0.1188,0.4011,0.4801
41,3563.999715,16485.935401,9740.393848,29790.328964,0.1196,0.5534,0.3270
42,6755.446188,17642.037020,6204.572830,30602.056038,0.2208,0.5765,0.2028
43,6856.834837,3027.192402,12871.361885,22755.389124,0.3013,0.1330,0.5656
44,5929.944246,20533.145108,2692.049080,29155.138434,0.2034,0.7043,0.0923
45,4409.452166,8029.727785,14609.130339,27048.310290,0.1630,0.2969,0.5401
46,3235.126242,11760.934680,14695.304908,29691.365830,0.1090,0.3961,0.4949
47,5791.221211,9947.010605,16808.935393,32547.167208,0.1779,0.3056,0.5164
48,2919.831395,2974.336780,20696.845837,26591.014011,0.1098,0.1119,0.7783
49,3639.922802,26233.809104,1854.102456,31727.834363,0.1147,0.8268,0.0584
50,9178.184454,2008.833365,17428.247980,28615.265800,0.3207,0.0702,0.6091
51,4033.523534,4559.850303,15049.834315,23643.208153,0.1706,0.1929,0.6365
52,4698.363117,1421.751913,20135.080008,26255.195038,0.1789,0.0542,0.7669
53,4590.178387,3258.246331,16132.311549,23980.736267,0.1914,0.1359,0.6727
54,4164.396600,15591.716500,11418.609319,31174.722419,0.1336,0.5001,0.3663
55,7054.605423,18999.929188,2688.360994,28742.895606,0.2454,0.6610,0.0935
56,824.611168,24570.820611,3131.097544,28526.529323,0.0289,0.8613,0.1098
57,4659.493603,17776.866425,11826.950544,34263.310572,0.1360,0.5188,0.3452
58,6669.625979,15278.519157,6835.267841,28783.412977,0.2317,0.5308,0.2375
59,2781.074426,5575.269392,21271.848693,29628.192511,0.0939,0.1882,0.7180
60,6976.122154,14958.066161,10536.749886,32470.938201,0.2148,0.4607,0.3245
61,4104.103751,15873.602940,15585.754821,35563.461511,0.1154,0.4463,0.4383
62,1922.020212,19403.054101,7618.103438,28943.177750,0.0664,0.6704,0.2632
63,1980.770828,18626.334496,2772.495162,23379.600486,0.0847,0.7967,0.1186
64,4445.391550,15982.047071,1902.814920,22330.253541,0.1991,0.7157,0.0852
65,2344.748225,9313.897556,18862.278201,30520.923983,0.0768,0.3052,0.6180
66,2404.856319,20333.850738,8418.673050,31157.380107,0.0772,0.6526,0.2702
67,4040.348354,8581.372246,17679.030195,30300.750794,0.1333,0.2832,0.5835
68,7148.397015,4341.541006,18856.283648,30346.221668,0.2356,0.1431,0.6214
69,5821.823737,13655.733641,8616.331529,28093.888907,0.2072,0.4861,0.3067
70,4527.786485,19936.413067,3503.889981,27968.089533,0.1619,0.7128,0.1253
71,5909.756286,17716.564540,6190.496277,29816.817103,0.1982,0.5942,0.2076
72,3058.988247,4570.491872,15741.191371,23370.671490,0.1309,0.1956,0.6735
73,3794.313491,18155.678042,8577.461580,30527.453113,0.1243,0.5947,0.2810
74,7494.527062,25082.894139,3674.727622,36252.148823,0.2067,0.6919,0.1014
75,2864.192763,5505.747944,25078.880833,33448.821540,0.0856,0.1646,0.7498
76,6835.186692,20628.820231,3165.514861,30629.521784,0.2232,0.6735,0.1033
77,4063.479576,21504.114778,11045.541613,36613.135967,0.1110,0.5873,0.3017
78,4427.983959,14239.210281,11254.675664,29921.869904,0.1480,0.4759,0.3761
79,4472.121403,2060.589950,17798.757351,24331.468704,0.1838,0.0847,0.7315
80,1298.814264,28138.047638,2312.737405,31749.599306,0.0409,0.8862,0.0728
81,4748.839651,23045.015142,6347.002113,34140.856906,0.1391,0.6750,0.1859
82,4514.638118,10938.913087,12512.770865,27966.322070,0.1614,0.3911,0.4474
83,3296.227105,20739.398349,6069.935855,30105.561309,0.1095,0.6889,0.2016
84,2910.948912,6336.919812,19399.371726,28647.240450,0.1016,0.2212,0.6772
85,6551.121662,11464.523120,17021.508226,35037.153008,0.1870,0.3272,0.4858
86,5013.504663,15379.021102,6139.917582,26532.443348,0.1890,0.5796,0.2314
87,5565.450171,618.990231,27810.926002,33995.366404,0.1637,0.0182,0.8181
88,6194.294292,19927.834168,3764.593371,29886.721831,0.2073,0.6668,0.1260
89,2529.182343,18003.298678,11174.903911,31707.384931,0.0798,0.5678,0.3524
90,3957.901400,20048.561392,4660.729097,28667.191889,0.1381,0.6994,0.1626
91,4056.743577,18469.147159,10010.374672,32536.265407,0.1247,0.5676,0.3077
92,4081.686539,19608.725041,8182.847007,31873.258588,0.1281,0.6152,0.2567
93,4426.026557,21084.980747,3990.240050,29501.247354,0.1500,0.7147,0.1353
94,5017.133896,8999.003208,19862.747290,33878.884394,0.1481,0.2656,0.5863
95,8857.755138,23265.813775,3997.019884,36120.588797,0.2452,0.6441,0.1107
96,7148.650040,17394.682697,10756.916053,35300.248789,0.2025,0.4928,0.3047
97,6451.016342,16845.739789,8706.898389,32003.654519,0.2016,0.5264,0.2721
98,8463.665434,22933.685293,5704.942394,37102.293121,0.2281,0.6181,0.1538
99,8122.225013,2495.283746,22388.149437,33005.658195,0.2461,0.0756,0.6783
100,1879.117096,27831.984273,6125.719948,35836.821317,0.0524,0.7766,0.1709
