迭代次数,区域0工作量,区域1工作量,区域2工作量,总工作量,区域0占比,区域1占比,区域2占比
1,1636.469835,4727.499851,2729.303999,9093.273685,0.1800,0.5199,0.3001
2,2079.655404,10136.165495,8831.379050,21047.199949,0.0988,0.4816,0.4196
3,1304.670246,12477.381973,8374.313799,22156.366018,0.0589,0.5632,0.3780
4,3514.317179,13480.322066,829.634561,17824.273807,0.1972,0.7563,0.0465
5,1479.892691,10851.759942,8272.398864,20604.051498,0.0718,0.5267,0.4015
6,4295.404613,11641.889194,2475.826859,18413.120667,0.2333,0.6323,0.1345
7,5708.897436,11545.661587,2022.732710,19277.291733,0.2961,0.5989,0.1049
8,2150.420295,11684.931984,5028.166421,18863.518700,0.1140,0.6194,0.2666
9,3879.308827,10239.220031,6542.419386,20660.948245,0.1878,0.4956,0.3167
10,4927.896599,10016.267163,8374.313799,23318.477561,0.2113,0.4295,0.3591
11,3278.858760,11907.884852,7211.392789,22398.136401,0.1464,0.5316,0.3220
12,5109.461575,10808.717153,7535.193659,23453.372387,0.2179,0.4609,0.3213
13,3006.901017,6373.177440,9902.031412,19282.109869,0.1559,0.3305,0.5135
14,4092.675467,10239.220031,9181.385957,23513.281455,0.1741,0.4355,0.3905
15,850.490909,12520.424763,11056.556157,24427.471829,0.0348,0.5126,0.4526
16,4152.911441,8662.108476,9859.667787,22674.687704,0.1832,0.3820,0.4348
17,5524.921915,11074.712811,7313.764501,23913.399227,0.2310,0.4631,0.3058
18,4042.111356,3842.267407,11032.904440,18917.283202,0.2137,0.2031,0.5832
19,5406.996493,17052.875575,1890.183859,24350.055927,0.2221,0.7003,0.0776
20,4885.188691,10350.876690,5329.143040,20565.208420,0.2375,0.5033,0.2591
21,1496.097957,11651.412215,10777.764965,23925.275137,0.0625,0.4870,0.4505
22,3266.464798,11074.712811,10381.423332,24722.600941,0.1321,0.4480,0.4199
23,7025.058985,1276.553262,14229.998217,22531.610464,0.3118,0.0567,0.6316
24,4990.634497,9987.922096,9078.801665,24057.358259,0.2074,0.4152,0.3774
25,1660.796267,13703.274935,7605.517389,22969.588591,0.0723,0.5966,0.3311
26,6639.553931,4274.777555,7992.258910,18906.590397,0.3512,0.2261,0.4227
27,2812.920906,12254.429105,9218.502322,24285.852334,0.1158,0.5046,0.3796
28,1975.197850,13401.855465,7992.258910,23369.312226,0.0845,0.5735,0.3420
29,2679.096046,14016.299419,2038.744612,18734.140077,0.1430,0.7482,0.1088
30,2366.239542,12266.165104,7770.829752,22403.234398,0.1056,0.5475,0.3469
31,1541.969189,13857.974382,7906.494008,23306.437579,0.0662,0.5946,0.3392
32,5901.313400,9973.224373,9542.303192,25416.840965,0.2322,0.3924,0.3754
33,2636.710209,7894.641476,13092.038681,23623.390367,0.1116,0.3342,0.5542
34,4346.865092,12381.154366,7541.129656,24269.149115,0.1791,0.5102,0.3107
35,4520.549849,10016.267163,10673.176221,25209.993233,0.1793,0.3973,0.4234
36,3441.389645,10706.388658,9864.861094,24012.639397,0.1433,0.4459,0.4108
37,6127.099955,11811.657245,6504.821499,24443.578699,0.2507,0.4832,0.2661
38,4722.617596,11684.931984,8481.753894,24889.303474,0.1897,0.4695,0.3408
39,4614.056624,10313.458651,8883.462424,23810.977698,0.1938,0.4331,0.3731
40,3879.282873,9750.271505,13108.465662,26738.020041,0.1451,0.3647,0.4903
41,2995.362170,18674.599337,1906.555137,23576.516643,0.1270,0.7921,0.0809
42,3715.598770,10808.717153,13063.665691,27587.981613,0.1347,0.3918,0.4735
43,1153.380105,10808.717153,16599.651022,28561.748280,0.0404,0.3784,0.5812
44,2842.207489,14049.819187,5549.163592,22441.190268,0.1267,0.6261,0.2473
45,1255.946659,13446.802297,10170.309817,24873.058773,0.0505,0.5406,0.4089
46,3633.230855,9525.946322,12474.804478,25633.981654,0.1417,0.3716,0.4867
47,4479.071540,11811.657245,10349.984868,26640.713653,0.1681,0.4434,0.3885
48,2322.308626,21024.273635,1920.360998,25266.943258,0.0919,0.8321,0.0760
49,4884.527291,12034.610114,8997.073164,25916.210568,0.1885,0.4644,0.3472
50,2333.821013,19947.433357,3352.063364,25633.317735,0.0910,0.7782,0.1308
