迭代次数,区域0工作量,区域1工作量,区域2工作量,总工作量,区域0占比,区域1占比,区域2占比
1,1636.469835,4727.499851,2729.303999,9093.273685,0.1800,0.5199,0.3001
2,6962.982488,9750.271505,1890.183859,18603.437852,0.3743,0.5241,0.1016
3,5130.625746,11418.936326,1668.754701,18218.316773,0.2816,0.6268,0.0916
4,1782.120487,10359.118363,8831.379050,20972.617900,0.0850,0.4939,0.4211
5,3279.520160,11418.936326,3051.234026,17749.690512,0.1848,0.6433,0.1719
6,1479.892691,13480.322066,2799.627730,17759.842487,0.0833,0.7590,0.1576
7,704.246133,12743.377632,8374.313799,21821.937563,0.0323,0.5840,0.3838
8,1602.205163,12254.429105,8374.313799,22230.948067,0.0721,0.5512,0.3767
9,2436.442825,14315.814845,829.634561,17581.892232,0.1386,0.8142,0.0472
10,4328.133886,12647.150025,1668.754701,18644.038612,0.2321,0.6783,0.0895
11,3006.901017,11385.416557,5453.909982,19846.227556,0.1515,0.5737,0.2748
12,5528.320713,1700.873956,14518.752474,21747.947143,0.2542,0.0782,0.6676
13,1782.120487,11907.884852,8374.313799,22064.319138,0.0808,0.5397,0.3795
14,1541.969189,12520.424763,8050.512928,22112.906880,0.0697,0.5662,0.3641
15,1182.357774,11074.712811,8272.398864,20529.469449,0.0576,0.5395,0.4030
16,4152.911441,9259.950664,8831.379050,22244.241155,0.1867,0.4163,0.3970
17,704.246133,11907.884852,9505.186827,22117.317812,0.0318,0.5384,0.4298
18,2930.759732,11907.884852,3897.293393,18735.937977,0.1564,0.6356,0.2080
19,1734.058300,11684.931984,5543.485691,18962.475974,0.0914,0.6162,0.2923
20,1660.796267,12743.377632,7535.193659,21939.367557,0.0757,0.5808,0.3435
21,4030.598969,9641.377844,4888.465764,18560.442576,0.2172,0.5195,0.2634
22,2680.079517,2805.216358,15504.677586,20989.973462,0.1277,0.1336,0.7387
23,3552.487328,11074.712811,8374.313799,23001.513937,0.1544,0.4815,0.3641
24,3850.022245,10851.759942,8374.313799,23076.095986,0.1668,0.4703,0.3629
25,2558.755298,12254.429105,7535.193659,22348.378062,0.1145,0.5483,0.3372
26,1844.858385,12254.429105,8404.490937,22503.778427,0.0820,0.5445,0.3735
27,4345.000552,10585.764284,5090.391541,20021.156378,0.2170,0.5287,0.2543
28,4152.911441,10808.717153,8374.313799,23335.942392,0.1780,0.4632,0.3589
29,3220.267656,11385.416557,8092.876553,22698.560766,0.1419,0.5016,0.3565
30,3036.205538,11684.931984,7535.193659,22256.331181,0.1364,0.5250,0.3386
31,1782.781887,13814.931593,2585.285079,18182.998558,0.0980,0.7598,0.1422
32,4630.361682,10239.220031,8374.313799,23243.895512,0.1992,0.4405,0.3603
33,3552.487328,10851.759942,8728.291807,23132.539077,0.1536,0.4691,0.3773
34,3756.970401,13480.322066,859.811700,18097.104166,0.2076,0.7449,0.0475
35,4176.843744,5601.870234,9962.252079,19740.966057,0.2116,0.2838,0.5046
36,2498.519323,12520.424763,7211.392789,22230.336875,0.1124,0.5632,0.3244
37,5528.320713,9750.271505,8374.313799,23652.906016,0.2337,0.4122,0.3541
38,4092.675467,11074.712811,8050.512928,23217.901206,0.1763,0.4770,0.3467
39,4390.210384,10851.759942,8050.512928,23292.483255,0.1885,0.4659,0.3456
40,5648.661461,3420.890146,8475.317619,17544.869226,0.3220,0.1950,0.4831
41,1304.670246,10330.773296,9859.667787,21495.111330,0.0607,0.4806,0.4587
42,4693.099580,10808.717153,8050.512928,23552.329661,0.1993,0.4589,0.3418
43,4990.634497,10585.764284,8050.512928,23626.911710,0.2112,0.4480,0.3407
44,2142.393302,18721.540396,2405.503129,23269.436827,0.0921,0.8046,0.1034
45,4152.911441,10552.244516,8770.655432,23475.811389,0.1769,0.4495,0.3736
46,3552.487328,10239.220031,9505.186827,23296.894186,0.1525,0.4395,0.4080
47,2261.220380,11641.889194,8666.066687,22569.176262,0.1002,0.5158,0.3840
48,1001.781050,12733.528588,7813.193377,21548.503015,0.0465,0.5909,0.3626
49,2382.544600,17886.047617,3083.282008,23351.874225,0.1020,0.7659,0.1320
50,1304.670246,18109.000485,3860.177027,23273.847759,0.0561,0.7781,0.1659
