Region_Center_ID,Extra_Point_ID,MIP_Cost_With_Point,MIP_Cost_Base,Real_Increase,LP_Dual_Val,Gap_Percent
89,4,11732.0711,11732.0711,0.0000,2172.2947,0.00%
89,5,80183.2496,11732.0711,68451.1785,70637.6527,3.19%
89,6,66743.9235,11732.0711,55011.8524,57198.9253,3.98%
89,7,64992.9807,11732.0711,53260.9097,55441.2098,4.09%
89,8,60741.0065,11732.0711,49008.9355,51192.9518,4.46%
89,9,57191.1047,11732.0711,45459.0337,47641.2549,4.80%
89,10,31950.1029,11732.0711,20218.0318,22724.3554,12.40%
89,11,30500.1980,11732.0711,18768.1270,20986.1770,11.82%
89,12,37811.6455,11732.0711,26079.5745,28236.4520,8.27%
89,13,28360.2709,11732.0711,16628.1999,19043.4596,14.53%
89,14,22726.6748,11732.0711,10994.6037,13348.0382,21.41%
89,15,21517.0009,11732.0711,9784.9298,12033.4539,22.98%
89,16,20998.6138,11732.0711,9266.5427,11499.1434,24.09%
89,17,17965.7402,11732.0711,6233.6692,8476.6672,35.98%
89,18,16143.8584,11732.0711,4411.7874,6827.3636,54.75%
89,19,15454.8078,11732.0711,3722.7368,6167.9652,65.68%
89,20,12550.3375,11732.0711,818.2665,3342.1016,308.44%
89,21,12473.0206,11732.0711,740.9495,3268.9250,341.18%
89,22,12480.1827,11732.0711,748.1116,3190.7714,326.51%
89,23,11732.0711,11732.0711,0.0000,783.1030,0.00%
89,24,11732.0711,11732.0711,0.0000,889.9091,0.00%
89,25,27439.9775,11732.0711,15707.9064,16947.0692,7.89%
89,26,11732.0711,11732.0711,0.0000,3320.9861,0.00%
89,27,31316.2245,11732.0711,19584.1534,21393.3729,9.24%
89,28,36157.0897,11732.0711,24425.0186,26006.2157,6.47%
89,29,31309.2580,11732.0711,19577.1869,21507.7061,9.86%
89,30,31390.2950,11732.0711,19658.2240,21590.8460,9.83%
89,31,31707.3356,11732.0711,19975.2645,22104.1284,10.66%
89,32,22125.1512,11732.0711,10393.0801,13518.7488,30.07%
89,33,25230.7393,11732.0711,13498.6682,16762.9203,24.18%
89,34,25811.2026,11732.0711,14079.1315,17257.8395,22.58%
89,35,71605.0317,11732.0711,59872.9606,62061.0956,3.65%
89,36,66348.5480,11732.0711,54616.4770,56777.9374,3.96%
89,37,66109.6686,11732.0711,54377.5976,56557.2807,4.01%
89,38,58901.4220,11732.0711,47169.3510,49356.4764,4.64%
89,39,55636.7714,11732.0711,43904.7004,46083.3116,4.96%
89,40,54877.7309,11732.0711,43145.6598,45379.0181,5.18%
89,41,47566.7669,11732.0711,35834.6958,38089.5404,6.29%
89,42,41833.0053,11732.0711,30100.9342,32413.5208,7.68%
89,43,37724.0690,11732.0711,25991.9979,28211.4907,8.54%
89,44,39626.5720,11732.0711,27894.5010,30227.4426,8.36%
89,45,39421.9629,11732.0711,27689.8918,30032.4313,8.46%
89,46,39360.3393,11732.0711,27628.2682,29976.0985,8.50%
89,47,39150.9488,11732.0711,27418.8777,29765.7073,8.56%
89,48,38831.8343,11732.0711,27099.7632,29456.8573,8.70%
89,49,36102.6307,11732.0711,24370.5596,26589.1137,9.10%
89,50,32116.5007,11732.0711,20384.4296,22555.1616,10.65%
89,51,31602.8222,11732.0711,19870.7511,22048.3650,10.96%
89,52,31308.6523,11732.0711,19576.5812,21747.9227,11.09%
89,53,34978.5550,11732.0711,23246.4840,25297.4953,8.82%
89,54,18090.6146,11732.0711,6358.5436,8589.0543,35.08%
89,55,16338.8842,11732.0711,4606.8131,6874.3752,49.22%
89,56,12418.8770,11732.0711,686.8059,3084.4839,349.11%
89,57,11732.0711,11732.0711,0.0000,1904.6315,0.00%
89,58,13456.6408,11732.0711,1724.5698,2099.6337,21.75%
89,59,11732.0711,11732.0711,0.0000,1640.3423,0.00%
89,60,17611.0241,11732.0711,5878.9530,8355.0985,42.12%
89,61,19097.0121,11732.0711,7364.9411,9760.6321,32.53%
89,62,31025.8472,11732.0711,19293.7762,20999.3624,8.84%
89,63,29419.9658,11732.0711,17687.8948,19585.4808,10.73%
89,64,31067.2786,11732.0711,19335.2076,21424.1749,10.80%
89,65,31043.9239,11732.0711,19311.8528,21476.2455,11.21%
89,66,23839.3748,11732.0711,12107.3037,15150.8012,25.14%
89,67,24776.4792,11732.0711,13044.4082,16180.8954,24.04%
89,68,28170.6636,11732.0711,16438.5925,19218.9699,16.91%
89,69,74976.5795,11732.0711,63244.5084,65396.3809,3.40%
89,70,72034.8368,11732.0711,60302.7657,62490.8762,3.63%
89,71,69843.9691,11732.0711,58111.8980,60268.4534,3.71%
89,72,67419.9201,11732.0711,55687.8491,57875.3859,3.93%
89,73,67264.5897,11732.0711,55532.5186,57690.1526,3.89%
89,74,60779.4515,11732.0711,49047.3805,51200.3436,4.39%
89,75,50030.4018,11732.0711,38298.3307,40531.7596,5.83%
89,76,45477.0328,11732.0711,33744.9617,35888.3715,6.35%
89,77,36385.9204,11732.0711,24653.8494,26846.7819,8.89%
89,78,38655.5824,11732.0711,26923.5113,29280.4678,8.75%
89,79,28257.6607,11732.0711,16525.5896,18857.2461,14.11%
89,80,23094.7623,11732.0711,11362.6912,13724.2442,20.78%
89,81,19943.6765,11732.0711,8211.6055,10409.6160,26.77%
89,82,17477.0500,11732.0711,5744.9789,7977.6639,38.86%
89,83,11732.0711,11732.0711,0.0000,2729.7622,0.00%
89,84,12063.7200,11732.0711,331.6489,2302.7392,594.33%
89,85,28211.8789,11732.0711,16479.8078,17325.9226,5.13%
89,86,11732.0711,11732.0711,0.0000,2331.2931,0.00%
89,87,12245.9821,11732.0711,513.9110,2062.9412,301.42%
89,88,11732.0711,11732.0711,0.0000,1640.3423,0.00%
89,89,11732.0711,11732.0711,0.0000,4003.4791,0.00%
89,90,15174.2248,11732.0711,3442.1537,5680.2694,65.02%
89,91,26213.8187,11732.0711,14481.7476,15780.2004,8.97%
89,92,13713.4137,11732.0711,1981.3426,4172.7904,110.60%
89,93,32319.0795,11732.0711,20587.0084,22348.6162,8.56%
89,94,29637.3406,11732.0711,17905.2695,20072.2735,12.10%
89,95,33088.1998,11732.0711,21356.1287,23757.4017,11.24%
89,96,90040.0668,11732.0711,78307.9957,80489.2845,2.79%
89,97,75109.8534,11732.0711,63377.7824,65530.1138,3.40%
89,98,74328.2080,11732.0711,62596.1370,64774.2320,3.48%
89,99,74599.6734,11732.0711,62867.6023,65020.2509,3.42%
89,100,69307.5998,11732.0711,57575.5287,59763.6121,3.80%
