迭代次数,区域0工作量,区域1工作量,区域2工作量,总工作量,区域0占比,区域1占比,区域2占比
1,1636.469835,4727.499851,2729.303999,9093.273685,0.1800,0.5199,0.3001
2,3011.879106,5464.444286,1668.754701,10145.078093,0.2969,0.5386,0.1645
3,5085.135143,1700.873956,4256.518661,11042.527760,0.4605,0.1540,0.3855
4,2080.316804,4238.551325,8831.379050,15150.247179,0.1373,0.2798,0.5829
5,3314.768302,2805.216358,4111.570745,10231.555404,0.3240,0.2742,0.4019
6,2260.232128,3892.007072,8831.379050,14983.618250,0.1508,0.2598,0.5894
7,1479.892691,3669.054204,9962.252079,15111.198973,0.0979,0.2428,0.6593
8,5860.120301,1542.548920,3645.834376,11048.503597,0.5304,0.1396,0.3300
9,3698.379297,3403.058546,8507.578180,15609.016023,0.2369,0.2180,0.5450
10,4030.598969,3058.835031,8831.379050,15920.813049,0.2532,0.1921,0.5547
11,1782.781887,3592.491645,10004.615703,15379.889235,0.1159,0.2336,0.6505
12,3817.206375,3626.011414,7992.258910,15435.476700,0.2473,0.2349,0.5178
13,1182.357774,12743.377632,2729.303999,16655.039404,0.0710,0.7651,0.1639
14,1479.892691,12520.424763,2729.303999,16729.621453,0.0885,0.7484,0.1631
15,1758.782307,10928.615484,2729.303999,15416.701791,0.1141,0.7089,0.1770
16,5708.897436,1957.346593,8831.379050,16497.623079,0.3460,0.1186,0.5353
17,2138.907908,4471.027214,8388.600544,14998.535666,0.1426,0.2981,0.5593
18,1782.781887,12477.381973,2729.303999,16989.467860,0.1049,0.7344,0.1606
19,5468.746138,2569.886504,8507.578180,16546.210822,0.3305,0.1553,0.5142
20,2236.232548,10359.118363,2729.303999,15324.654910,0.1459,0.6760,0.1781
21,2260.232128,11907.884852,2729.303999,16897.420979,0.1338,0.7047,0.1615
22,3036.866938,3403.058546,9123.131939,15563.057423,0.1951,0.2187,0.5862
23,4054.505318,3669.054204,7668.458040,15392.017562,0.2634,0.2384,0.4982
24,3279.520160,4427.984425,7710.821665,15418.326249,0.2127,0.2872,0.5001
25,1182.357774,12520.424763,3083.282008,16786.064545,0.0704,0.7459,0.1837
26,1698.546333,3858.487303,9223.749581,14780.783217,0.1149,0.2610,0.6240
27,2907.421552,6934.744173,1890.183859,11732.349585,0.2478,0.5911,0.1611
28,3158.191158,11418.936326,2729.303999,17306.431483,0.1825,0.6598,0.1577
29,1182.357774,4129.657664,9859.667787,15171.683224,0.0779,0.2722,0.6499
30,2176.657973,7599.730211,1566.382989,11342.771174,0.1919,0.6700,0.1381
31,1479.892691,4201.133286,9340.527675,15021.553652,0.0985,0.2797,0.6218
32,1479.892691,4046.706520,9747.909428,15274.508638,0.0969,0.2649,0.6382
33,1722.545912,12743.377632,2405.503129,16871.426673,0.1021,0.7553,0.1426
34,2020.080830,12520.424763,2405.503129,16946.008722,0.1192,0.7388,0.1420
35,3154.792361,4727.499851,7770.829752,15653.121965,0.2015,0.3020,0.4964
36,4328.133886,1966.869614,10004.615703,16299.619203,0.2655,0.1207,0.6138
37,2322.970026,12477.381973,2405.503129,17205.855128,0.1350,0.7252,0.1398
38,1182.357774,11907.884852,3860.177027,16950.419653,0.0698,0.7025,0.2277
39,2679.096046,3892.007072,8799.331068,15370.434187,0.1743,0.2532,0.5725
40,5260.684440,2835.882162,7535.193659,15631.760261,0.3365,0.1814,0.4820
41,2557.767045,3071.212016,9859.667787,15488.646848,0.1651,0.1983,0.6366
42,6065.023457,2223.342251,7992.258910,16280.624619,0.3725,0.1366,0.4909
43,1782.781887,3830.142237,9902.031412,15514.955535,0.1149,0.2469,0.6382
44,5587.573216,2759.319604,8034.622535,16381.515355,0.3411,0.1684,0.4905
45,2080.316804,11418.936326,3860.177027,17359.430158,0.1198,0.6578,0.2224
46,1782.781887,3970.143962,9790.273052,15543.198901,0.1147,0.2554,0.6299
47,1782.781887,6223.374507,7813.193377,15819.349771,0.1127,0.3934,0.4939
48,3097.955184,11684.931984,2405.503129,17188.390296,0.1802,0.6798,0.1399
49,2138.907908,12743.377632,1890.183859,16772.469399,0.1275,0.7598,0.1127
50,4006.599389,9525.946322,2729.303999,16261.849710,0.2464,0.5858,0.1678
51,2436.442825,12520.424763,1890.183859,16847.051448,0.1446,0.7432,0.1122
52,1722.545912,12520.424763,2759.481137,17002.451813,0.1013,0.7364,0.1623
53,7633.854131,1369.027426,2447.866754,11450.748311,0.6667,0.1196,0.2138
54,1757.044229,4457.605923,8831.379050,15046.029203,0.1168,0.2963,0.5870
55,2509.407260,3523.682919,9638.451208,15671.541388,0.1601,0.2248,0.6150
56,3400.844380,11641.889194,2405.503129,17448.236703,0.1949,0.6672,0.1379
57,4030.598969,11074.712811,2729.303999,17834.615779,0.2260,0.6210,0.1530
