迭代次数,区域0工作量,区域1工作量,区域2工作量,总工作量,区域0占比,区域1占比,区域2占比
1,1636.469835,4727.499851,2729.303999,9093.273685,0.1800,0.5199,0.3001
2,2534.428865,4238.551325,2729.303999,9502.284189,0.2667,0.4461,0.2872
3,2714.344189,3892.007072,2729.303999,9335.655260,0.2908,0.4169,0.2924
4,3612.303219,3403.058546,2729.303999,9744.665764,0.3707,0.3492,0.2801
5,2777.082087,4461.504193,2405.503129,9644.089409,0.2880,0.4626,0.2494
6,1636.469835,3892.007072,3860.177027,9388.653934,0.1743,0.4145,0.4112
7,2474.192891,4471.027214,2447.866754,9393.086859,0.2634,0.4760,0.2606
8,2890.554886,4504.546983,1890.183859,9285.285729,0.3113,0.4851,0.2036
9,3854.956441,3626.011414,2405.503129,9886.470984,0.3899,0.3668,0.2433
10,4484.711030,3058.835031,2729.303999,10272.850059,0.4366,0.2978,0.2657
11,3193.444082,4461.504193,1890.183859,9545.132135,0.3346,0.4674,0.1980
12,5085.135143,2792.839372,2729.303999,10607.278515,0.4794,0.2633,0.2573
13,2534.428865,3369.538777,3902.540652,9806.508294,0.2584,0.3436,0.3980
14,3552.067245,3635.534435,2447.866754,9635.468433,0.3686,0.3773,0.2540
15,3968.429240,3669.054204,1890.183859,9527.667303,0.4165,0.3851,0.1984
16,5562.585384,2223.342251,2729.303999,10515.231634,0.5290,0.2114,0.2596
17,5382.670060,2536.366735,2771.667624,10690.704420,0.5035,0.2372,0.2593
18,4271.318436,3626.011414,1890.183859,9787.513710,0.4364,0.3705,0.1931
19,6163.009497,1957.346593,2729.303999,10849.660089,0.5680,0.1804,0.2516
20,5322.434086,2835.882162,2405.503129,10563.819377,0.5038,0.2685,0.2277
21,4031.167138,4238.551325,1566.382989,9836.101452,0.4098,0.4309,0.1592
22,5922.858199,2569.886504,2405.503129,10898.247832,0.5435,0.2358,0.2207
23,2890.554886,3669.054204,3021.056888,9580.665978,0.3017,0.3830,0.3153
24,3133.208108,4693.980083,1608.746614,9435.934804,0.3321,0.4975,0.1705
25,6460.544414,1700.873956,2771.667624,10933.085994,0.5909,0.1556,0.2535
26,1934.004752,4234.653055,3196.089000,9364.746806,0.2065,0.4522,0.3413
27,4484.711030,2223.342251,3860.177027,10568.230308,0.4244,0.2104,0.3653
28,2777.082087,3403.058546,3890.354166,10070.494798,0.2758,0.3379,0.3863
29,6163.009497,1734.393725,3083.282008,10980.685230,0.5613,0.1579,0.2808
30,5382.670060,1734.393725,3860.177027,10977.240813,0.4903,0.1580,0.3517
31,6400.308440,2000.389383,2405.503129,10806.200952,0.5923,0.1851,0.2226
32,5625.323282,2759.319604,2447.866754,10832.509639,0.5193,0.2547,0.2260
33,1636.469835,4129.657664,3757.592736,9523.720234,0.1718,0.4336,0.3946
34,5109.041492,3403.058546,1566.382989,10078.483027,0.5069,0.3377,0.1554
35,5441.261164,3058.835031,1890.183859,10390.280054,0.5237,0.2944,0.1819
36,1636.469835,4269.659388,3645.834376,9551.963599,0.1713,0.4470,0.3817
37,1636.469835,6522.889934,1668.754701,9828.114469,0.1665,0.6637,0.1698
38,5562.585384,1966.869614,3125.645632,10655.100630,0.5221,0.1846,0.2933
39,6703.197636,1957.346593,2405.503129,11066.047358,0.6057,0.1769,0.2174
40,7000.732553,1734.393725,2405.503129,11140.629407,0.6284,0.1557,0.2159
41,3608.904422,4727.499851,1668.754701,10005.158975,0.3607,0.4725,0.1668
42,3193.444082,3592.491645,3063.420512,9849.356240,0.3242,0.3647,0.3110
43,6041.685277,2792.839372,1890.183859,10724.708509,0.5633,0.2604,0.1762
44,4211.082462,3858.487303,1608.746614,9678.316379,0.4351,0.3987,0.1662
45,5625.323282,2569.886504,2759.481137,10954.690923,0.5135,0.2346,0.2519
46,2714.344189,3622.113144,3196.089000,9532.546332,0.2847,0.3800,0.3353
47,3203.670619,3490.163151,3125.645632,9819.479402,0.3263,0.3554,0.3183
48,6102.773522,2189.822483,2447.866754,10740.462759,0.5682,0.2039,0.2279
49,5024.899168,2802.362394,2801.844762,10629.106324,0.4727,0.2636,0.2636
50,4041.393675,3490.163151,2447.866754,9979.423579,0.4050,0.3497,0.2453
