迭代次数,区域0工作量,区域1工作量,区域2工作量,总工作量,区域0占比,区域1占比,区域2占比
1,1636.469835,4727.499851,2729.303999,9093.273685,0.1800,0.5199,0.3001
2,3314.768302,3626.011414,2729.303999,9670.083715,0.3428,0.3750,0.2822
3,4484.711030,3058.835031,2729.303999,10272.850059,0.4366,0.2978,0.2657
4,2534.428865,3369.538777,3902.540652,9806.508294,0.2584,0.3436,0.3980
5,3490.979000,4205.031556,1932.547484,9628.558040,0.3626,0.4367,0.2007
6,6163.009497,1957.346593,2729.303999,10849.660089,0.5680,0.1804,0.2516
7,4508.617379,3669.054204,1566.382989,9744.054572,0.4627,0.3765,0.1608
8,5382.670060,1734.393725,3860.177027,10977.240813,0.4903,0.1580,0.3517
9,1934.004752,3906.704795,3757.592736,9598.302283,0.2015,0.4070,0.3915
10,1636.469835,6522.889934,1668.754701,9828.114469,0.1665,0.6637,0.1698
11,3608.904422,4727.499851,1668.754701,10005.158975,0.3607,0.4725,0.1668
12,6339.220195,2569.886504,1890.183859,10799.290558,0.5870,0.2380,0.1750
13,2534.428865,3780.710862,3645.834376,9960.974104,0.2544,0.3796,0.3660
14,3133.208108,3892.007072,2697.256017,9722.471197,0.3223,0.4003,0.2774
15,1485.179693,4727.499851,5411.546358,11624.225902,0.1278,0.4067,0.4655
16,3074.617004,3968.657397,2872.288129,9915.562530,0.3101,0.4002,0.2897
17,1950.871418,4461.504193,4736.413533,11148.789144,0.1750,0.4002,0.4248
18,1182.357774,4727.499851,8831.379050,14741.236675,0.0802,0.3207,0.5991
