InstanceName,NumUnits,NumRegions,RSD,r,gamma,Scenarios,UseScenarioGeneration,Runtime(s),Objective,OutOfSamplePerformance,Status
GG50-5-3.dat,50,5,0.250,0.3,0.3,1000,true,0.095,7839.8318,0.9092,2
GG50-5-3.dat,50,5,0.250,0.3,0.2,1000,true,0.090,7839.8318,0.9092,2
GG50-5-3.dat,50,5,0.250,0.3,0.1,1000,true,0.090,7839.8318,0.9092,2
GG50-5-3.dat,50,5,0.250,0.2,0.3,1000,true,0.100,7868.3705,0.8234,2
GG50-5-3.dat,50,5,0.250,0.2,0.2,1000,true,0.100,7948.1903,0.9052,2
GG50-5-3.dat,50,5,0.250,0.2,0.1,1000,true,0.216,8144.5880,0.9066,2
GG50-5-3.dat,50,5,0.250,0.1,0.3,1000,true,13.315,-1.0000,0.6260,2
GG50-5-3.dat,50,5,0.250,0.1,0.2,1000,true,13.390,-1.0000,0.6260,2
GG50-5-3.dat,50,5,0.250,0.1,0.1,1000,true,13.167,-1.0000,0.6260,2
GG50-6-3.dat,50,6,0.125,0.3,0.3,1000,true,0.210,6661.6755,0.9860,2
GG50-6-3.dat,50,6,0.125,0.3,0.2,1000,true,0.195,6661.6755,0.9860,2
GG50-6-3.dat,50,6,0.125,0.3,0.1,1000,true,0.196,6661.6755,0.9860,2
GG50-6-3.dat,50,6,0.125,0.2,0.3,1000,true,0.226,7033.8000,0.9970,2
GG50-6-3.dat,50,6,0.125,0.2,0.2,1000,true,0.234,7033.8000,0.9970,2
GG50-6-3.dat,50,6,0.125,0.2,0.1,1000,true,0.556,7086.3781,0.9980,2
GG50-6-3.dat,50,6,0.125,0.1,0.3,1000,true,12.166,-1.0000,0.4358,2
GG50-6-3.dat,50,6,0.125,0.1,0.2,1000,true,12.164,-1.0000,0.4358,2
GG50-6-3.dat,50,6,0.125,0.1,0.1,1000,true,12.183,-1.0000,0.4358,2
GG50-6-3.dat,50,6,0.250,0.3,0.3,1000,true,0.186,6661.6755,0.7722,2
GG50-6-3.dat,50,6,0.250,0.3,0.2,1000,true,0.215,6693.5697,0.8774,2
GG50-6-3.dat,50,6,0.250,0.3,0.1,1000,true,0.313,6955.8921,0.9896,2
GG50-6-3.dat,50,6,0.250,0.2,0.3,1000,true,0.683,7086.3781,0.8650,2
GG50-6-3.dat,50,6,0.250,0.2,0.2,1000,true,0.695,7086.3781,0.8650,2
GG50-6-3.dat,50,6,0.250,0.2,0.1,1000,true,1.718,-1.0000,0.8622,2
GG50-6-3.dat,50,6,0.250,0.1,0.3,1000,true,27.480,-1.0000,0.2572,2
GG50-6-3.dat,50,6,0.250,0.1,0.2,1000,true,27.266,-1.0000,0.2572,2
GG50-6-3.dat,50,6,0.250,0.1,0.1,1000,true,27.167,-1.0000,0.2572,2
GG80-4-1.dat,80,4,0.125,0.3,0.3,1000,true,0.120,14986.9269,0.9742,2
GG80-4-1.dat,80,4,0.125,0.3,0.2,1000,true,0.117,14986.9269,0.9742,2
GG80-4-1.dat,80,4,0.125,0.3,0.1,1000,true,0.113,14986.9269,0.9742,2
GG80-4-1.dat,80,4,0.125,0.2,0.3,1000,true,0.110,15046.4278,0.9772,2
GG80-4-1.dat,80,4,0.125,0.2,0.2,1000,true,0.100,15046.4278,0.9772,2
GG80-4-1.dat,80,4,0.125,0.2,0.1,1000,true,0.100,15046.4278,0.9772,2
GG80-4-1.dat,80,4,0.125,0.1,0.3,1000,true,0.131,15058.0035,0.9574,2
GG80-4-1.dat,80,4,0.125,0.1,0.2,1000,true,0.130,15058.0035,0.9574,2
GG80-4-1.dat,80,4,0.125,0.1,0.1,1000,true,0.120,15058.0035,0.9574,2
GG80-4-1.dat,80,4,0.250,0.3,0.3,1000,true,0.098,14986.9269,0.8326,2
GG80-4-1.dat,80,4,0.250,0.3,0.2,1000,true,0.095,14986.9269,0.8326,2
GG80-4-1.dat,80,4,0.250,0.3,0.1,1000,true,0.090,14986.9269,0.8326,2
GG80-4-1.dat,80,4,0.250,0.2,0.3,1000,true,0.115,15064.1534,0.8348,2
GG80-4-1.dat,80,4,0.250,0.2,0.2,1000,true,0.122,15064.1534,0.8348,2
GG80-4-1.dat,80,4,0.250,0.2,0.1,1000,true,0.125,15121.2243,0.9786,2
GG80-4-1.dat,80,4,0.250,0.1,0.3,1000,true,0.246,15181.7747,0.9226,2
GG80-4-1.dat,80,4,0.250,0.1,0.2,1000,true,0.218,15181.7747,0.9226,2
GG80-4-1.dat,80,4,0.250,0.1,0.1,1000,true,2.687,-1.0000,0.9232,2
GG80-5-1.dat,80,5,0.125,0.3,0.3,1000,true,0.133,12952.1871,0.9516,2
GG80-5-1.dat,80,5,0.125,0.3,0.2,1000,true,0.133,12952.1871,0.9516,2
GG80-5-1.dat,80,5,0.125,0.3,0.1,1000,true,0.130,12952.1871,0.9516,2
GG80-5-1.dat,80,5,0.125,0.2,0.3,1000,true,0.127,13635.5837,0.6616,2
GG80-5-1.dat,80,5,0.125,0.2,0.2,1000,true,0.134,13699.6654,0.9948,2
GG80-5-1.dat,80,5,0.125,0.2,0.1,1000,true,0.140,13699.6654,0.9948,2
GG80-5-1.dat,80,5,0.125,0.1,0.3,1000,true,0.131,13872.4636,0.9012,2
GG80-5-1.dat,80,5,0.125,0.1,0.2,1000,true,0.147,13884.5117,0.9020,2
GG80-5-1.dat,80,5,0.125,0.1,0.1,1000,true,1.666,13935.1736,0.9996,2
GG80-5-1.dat,80,5,0.250,0.3,0.3,1000,true,0.210,13081.2121,0.7646,2
GG80-5-1.dat,80,5,0.250,0.3,0.2,1000,true,0.212,13081.2121,0.7646,2
GG80-5-1.dat,80,5,0.250,0.3,0.1,1000,true,0.206,13635.5837,0.9680,2
GG80-5-1.dat,80,5,0.250,0.2,0.3,1000,true,0.238,13804.0925,0.9828,2
GG80-5-1.dat,80,5,0.250,0.2,0.2,1000,true,0.231,13804.0925,0.9828,2
GG80-5-1.dat,80,5,0.250,0.2,0.1,1000,true,0.213,13787.7707,0.8996,2
GG80-5-1.dat,80,5,0.250,0.1,0.3,1000,true,0.310,14213.1083,0.8218,2
GG80-5-1.dat,80,5,0.250,0.1,0.2,1000,true,6.178,-1.0000,0.8196,2
GG80-5-1.dat,80,5,0.250,0.1,0.1,1000,true,6.092,-1.0000,0.8196,2
GG80-6-1.dat,80,6,0.125,0.3,0.3,1000,true,0.590,12445.1291,0.7670,2
GG80-6-1.dat,80,6,0.125,0.3,0.2,1000,true,0.541,12463.6567,0.7634,2
GG80-6-1.dat,80,6,0.125,0.3,0.1,1000,true,0.871,12748.5707,0.7694,2
GG80-6-1.dat,80,6,0.125,0.2,0.3,1000,true,0.493,12831.1696,0.9814,2
GG80-6-1.dat,80,6,0.125,0.2,0.2,1000,true,0.546,13022.8004,0.9814,2
GG80-6-1.dat,80,6,0.125,0.2,0.1,1000,true,0.586,13022.8004,0.9814,2
GG80-6-1.dat,80,6,0.125,0.1,0.3,1000,true,0.667,13555.1760,0.1990,2
GG80-6-1.dat,80,6,0.125,0.1,0.2,1000,true,0.716,13555.1760,0.1990,2
GG80-6-1.dat,80,6,0.125,0.1,0.1,1000,true,0.830,13775.8764,0.8824,2
GG80-6-1.dat,80,6,0.250,0.3,0.3,1000,true,0.955,12844.4272,0.6388,2
GG80-6-1.dat,80,6,0.250,0.3,0.2,1000,true,0.859,12756.8297,0.9296,2
GG80-6-1.dat,80,6,0.250,0.3,0.1,1000,true,1.047,12557.6056,0.9322,2
GG80-6-1.dat,80,6,0.250,0.2,0.3,1000,true,0.953,13223.7792,0.8564,2
GG80-6-1.dat,80,6,0.250,0.2,0.2,1000,true,0.947,13223.7792,0.8564,2
GG80-6-1.dat,80,6,0.250,0.2,0.1,1000,true,1.098,13232.8247,0.9724,2
GG80-6-1.dat,80,6,0.250,0.1,0.3,1000,true,9.368,-1.0000,0.5326,2
GG80-6-1.dat,80,6,0.250,0.1,0.2,1000,true,9.224,-1.0000,0.5326,2
GG80-6-1.dat,80,6,0.250,0.1,0.1,1000,true,9.320,-1.0000,0.5326,2
GG80-6-2.dat,80,6,0.125,0.3,0.3,1000,true,0.292,12246.7686,0.9986,2
GG80-6-2.dat,80,6,0.125,0.3,0.2,1000,true,0.287,12246.7686,0.9986,2
GG80-6-2.dat,80,6,0.125,0.3,0.1,1000,true,0.277,12246.7686,0.9986,2
GG80-6-2.dat,80,6,0.125,0.2,0.3,1000,true,0.293,12262.6403,0.9926,2
GG80-6-2.dat,80,6,0.125,0.2,0.2,1000,true,0.289,12262.6403,0.9926,2
GG80-6-2.dat,80,6,0.125,0.2,0.1,1000,true,0.282,12262.6403,0.9926,2
GG80-6-2.dat,80,6,0.125,0.1,0.3,1000,true,0.287,12319.1293,0.8850,2
GG80-6-2.dat,80,6,0.125,0.1,0.2,1000,true,0.291,12319.1293,0.8850,2
GG80-6-2.dat,80,6,0.125,0.1,0.1,1000,true,0.302,12333.5352,0.8812,2
GG80-6-2.dat,80,6,0.250,0.3,0.3,1000,true,0.254,12246.7686,0.9298,2
GG80-6-2.dat,80,6,0.250,0.3,0.2,1000,true,0.264,12246.7686,0.9298,2
GG80-6-2.dat,80,6,0.250,0.3,0.1,1000,true,0.271,12246.7686,0.9298,2
GG80-6-2.dat,80,6,0.250,0.2,0.3,1000,true,0.271,12293.2208,0.9744,2
GG80-6-2.dat,80,6,0.250,0.2,0.2,1000,true,0.285,12293.2208,0.9744,2
GG80-6-2.dat,80,6,0.250,0.2,0.1,1000,true,0.300,12302.1250,0.9750,2
GG80-6-2.dat,80,6,0.250,0.1,0.3,1000,true,27.308,-1.0000,0.5242,2
GG80-6-2.dat,80,6,0.250,0.1,0.2,1000,true,47.041,-1.0000,0.5242,2
GG80-6-2.dat,80,6,0.250,0.1,0.1,1000,true,78.939,-1.0000,0.5242,2
GG80-7-2.dat,80,7,0.125,0.3,0.3,1000,true,0.861,10400.4601,0.9588,2
GG80-7-2.dat,80,7,0.125,0.3,0.2,1000,true,0.465,10400.4601,0.9588,2
GG80-7-2.dat,80,7,0.125,0.3,0.1,1000,true,0.436,10400.4601,0.9588,2
GG80-7-2.dat,80,7,0.125,0.2,0.3,1000,true,0.599,10760.3317,0.9216,2
GG80-7-2.dat,80,7,0.125,0.2,0.2,1000,true,0.626,10760.3317,0.9216,2
GG80-7-2.dat,80,7,0.125,0.2,0.1,1000,true,0.836,10779.7194,0.9198,2
GG80-7-2.dat,80,7,0.125,0.1,0.3,1000,true,0.716,10914.2279,0.7768,2
GG80-7-2.dat,80,7,0.125,0.1,0.2,1000,true,6.298,-1.0000,0.7838,2
GG80-7-2.dat,80,7,0.125,0.1,0.1,1000,true,6.211,-1.0000,0.7838,2
GG80-7-2.dat,80,7,0.250,0.3,0.3,1000,true,0.375,10513.4575,0.6972,2
GG80-7-2.dat,80,7,0.250,0.3,0.2,1000,true,0.476,10623.9148,0.8280,2
GG80-7-2.dat,80,7,0.250,0.3,0.1,1000,true,0.568,10606.7857,0.9762,2
GG80-7-2.dat,80,7,0.250,0.2,0.3,1000,true,0.523,10825.8296,0.7924,2
GG80-7-2.dat,80,7,0.250,0.2,0.2,1000,true,1.662,11126.1677,0.9528,2
GG80-7-2.dat,80,7,0.250,0.2,0.1,1000,true,1.645,11126.1677,0.9528,2
GG80-7-2.dat,80,7,0.250,0.1,0.3,1000,true,481.770,-1.0000,0.3604,2
GG80-7-2.dat,80,7,0.250,0.1,0.2,1000,true,630.894,-1.0000,0.3604,2
GG80-7-2.dat,80,7,0.250,0.1,0.1,1000,true,592.585,-1.0000,0.3604,2
GG80-8-3.dat,80,8,0.125,0.3,0.3,1000,true,0.776,10290.7919,0.9940,2
GG80-8-3.dat,80,8,0.125,0.3,0.2,1000,true,0.737,10290.7919,0.9940,2
GG80-8-3.dat,80,8,0.125,0.3,0.1,1000,true,0.741,10290.7919,0.9940,2
GG80-8-3.dat,80,8,0.125,0.2,0.3,1000,true,1.566,10353.5638,0.9842,2
GG80-8-3.dat,80,8,0.125,0.2,0.2,1000,true,1.565,10353.5638,0.9842,2
GG80-8-3.dat,80,8,0.125,0.2,0.1,1000,true,1.520,10353.5638,0.9842,2
GG80-8-3.dat,80,8,0.125,0.1,0.3,1000,true,2.601,9932.8532,0.9772,2
GG80-8-3.dat,80,8,0.125,0.1,0.2,1000,true,2.619,9932.8532,0.9772,2
GG80-8-3.dat,80,8,0.125,0.1,0.1,1000,true,2.613,9932.8532,0.9772,2
GG80-8-3.dat,80,8,0.250,0.3,0.3,1000,true,0.927,10431.0495,0.8872,2
GG80-8-3.dat,80,8,0.250,0.3,0.2,1000,true,3.698,9984.1337,0.7962,2
GG80-8-3.dat,80,8,0.250,0.3,0.1,1000,true,5.160,10141.3168,0.9824,2
GG80-8-3.dat,80,8,0.250,0.2,0.3,1000,true,5.044,10003.5213,0.7170,2
GG80-8-3.dat,80,8,0.250,0.2,0.2,1000,true,6.066,10368.8495,0.8832,2
GG80-8-3.dat,80,8,0.250,0.2,0.1,1000,true,26.247,-1.0000,0.8832,2
GG80-8-3.dat,80,8,0.250,0.1,0.3,1000,true,358.169,-1.0000,0.4164,2
GG80-8-3.dat,80,8,0.250,0.1,0.2,1000,true,226.114,-1.0000,0.4164,2
GG80-8-3.dat,80,8,0.250,0.1,0.1,1000,true,222.529,-1.0000,0.4164,2
