InstanceName,NumUnits,NumRegions,RSD,r,gamma,Scenarios,UseScenarioGeneration,Runtime(s),Objective,OutOfSamplePerformance,Status
GG20-3-1.dat,20,3,0.125,0.3,0.3,1000,true,0.176,3884.9767,0.9936,2
GG20-3-1.dat,20,3,0.125,0.3,0.2,1000,true,0.132,3884.9767,0.9936,2
GG20-3-1.dat,20,3,0.125,0.3,0.1,1000,true,0.140,3884.9767,0.9936,2
GG20-3-1.dat,20,3,0.125,0.2,0.3,1000,true,0.105,4184.0750,0.9998,2
GG20-3-1.dat,20,3,0.125,0.2,0.2,1000,true,0.097,4184.0750,0.9998,2
GG20-3-1.dat,20,3,0.125,0.2,0.1,1000,true,0.097,4184.0750,0.9998,2
GG20-3-1.dat,20,3,0.125,0.1,0.3,1000,true,16.365,-1.0000,0.7790,2
GG20-3-1.dat,20,3,0.125,0.1,0.2,1000,true,16.299,-1.0000,0.7790,2
GG20-3-1.dat,20,3,0.125,0.1,0.1,1000,true,16.431,-1.0000,0.7790,2
GG20-3-1.dat,20,3,0.250,0.3,0.3,1000,true,0.166,3884.9767,0.8898,2
GG20-3-1.dat,20,3,0.250,0.3,0.2,1000,true,0.169,3884.9767,0.8898,2
GG20-3-1.dat,20,3,0.250,0.3,0.1,1000,true,0.200,4233.0451,0.9990,2
GG20-3-1.dat,20,3,0.250,0.2,0.3,1000,true,0.185,4184.0750,0.9394,2
GG20-3-1.dat,20,3,0.250,0.2,0.2,1000,true,0.175,4184.0750,0.9394,2
GG20-3-1.dat,20,3,0.250,0.2,0.1,1000,true,0.966,-1.0000,0.9362,2
GG20-3-1.dat,20,3,0.250,0.1,0.3,1000,true,2.929,-1.0000,0.4900,2
GG20-3-1.dat,20,3,0.250,0.1,0.2,1000,true,3.042,-1.0000,0.4900,2
GG20-3-1.dat,20,3,0.250,0.1,0.1,1000,true,3.060,-1.0000,0.4900,2
GG50-3-1.dat,50,3,0.125,0.3,0.3,1000,true,0.075,10569.7588,1.0000,2
GG50-3-1.dat,50,3,0.125,0.3,0.2,1000,true,0.080,10569.7588,1.0000,2
GG50-3-1.dat,50,3,0.125,0.3,0.1,1000,true,0.081,10569.7588,1.0000,2
GG50-3-1.dat,50,3,0.125,0.2,0.3,1000,true,0.090,10662.6219,0.9910,2
GG50-3-1.dat,50,3,0.125,0.2,0.2,1000,true,0.080,10662.6219,0.9910,2
GG50-3-1.dat,50,3,0.125,0.2,0.1,1000,true,0.080,10662.6219,0.9910,2
GG50-3-1.dat,50,3,0.125,0.1,0.3,1000,true,0.090,10854.2269,0.7882,2
GG50-3-1.dat,50,3,0.125,0.1,0.2,1000,true,0.095,10854.2269,0.7882,2
GG50-3-1.dat,50,3,0.125,0.1,0.1,1000,true,0.181,10253.4204,0.9994,2
GG50-3-1.dat,50,3,0.250,0.3,0.3,1000,true,0.055,10569.7588,0.9726,2
GG50-3-1.dat,50,3,0.250,0.3,0.2,1000,true,0.055,10569.7588,0.9726,2
GG50-3-1.dat,50,3,0.250,0.3,0.1,1000,true,0.055,10569.7588,0.9726,2
GG50-3-1.dat,50,3,0.250,0.2,0.3,1000,true,0.055,10662.6219,0.8790,2
GG50-3-1.dat,50,3,0.250,0.2,0.2,1000,true,0.065,10717.0049,0.8778,2
GG50-3-1.dat,50,3,0.250,0.2,0.1,1000,true,0.065,10717.0049,0.8778,2
GG50-3-1.dat,50,3,0.250,0.1,0.3,1000,true,0.100,10169.4106,0.8900,2
GG50-3-1.dat,50,3,0.250,0.1,0.2,1000,true,0.451,11309.0992,0.6430,2
GG50-3-1.dat,50,3,0.250,0.1,0.1,1000,true,2.287,-1.0000,0.8842,2
GG50-4-2.dat,50,4,0.125,0.3,0.3,1000,true,0.064,9488.5661,1.0000,2
GG50-4-2.dat,50,4,0.125,0.3,0.2,1000,true,0.061,9488.5661,1.0000,2
GG50-4-2.dat,50,4,0.125,0.3,0.1,1000,true,0.070,9488.5661,1.0000,2
GG50-4-2.dat,50,4,0.125,0.2,0.3,1000,true,0.066,9488.5661,0.9950,2
GG50-4-2.dat,50,4,0.125,0.2,0.2,1000,true,0.065,9488.5661,0.9950,2
GG50-4-2.dat,50,4,0.125,0.2,0.1,1000,true,0.070,9488.5661,0.9950,2
GG50-4-2.dat,50,4,0.125,0.1,0.3,1000,true,0.090,9502.6210,0.9490,2
GG50-4-2.dat,50,4,0.125,0.1,0.2,1000,true,0.075,9502.6210,0.9490,2
GG50-4-2.dat,50,4,0.125,0.1,0.1,1000,true,0.091,9506.8455,0.9494,2
GG50-4-2.dat,50,4,0.250,0.3,0.3,1000,true,0.080,9720.7239,0.9980,2
GG50-4-2.dat,50,4,0.250,0.3,0.2,1000,true,0.085,9720.7239,0.9980,2
GG50-4-2.dat,50,4,0.250,0.3,0.1,1000,true,0.075,9720.7239,0.9980,2
GG50-4-2.dat,50,4,0.250,0.2,0.3,1000,true,0.081,9397.3504,0.8860,2
GG50-4-2.dat,50,4,0.250,0.2,0.2,1000,true,0.090,9397.3504,0.8860,2
GG50-4-2.dat,50,4,0.250,0.2,0.1,1000,true,0.110,9506.8455,0.9912,2
GG50-4-2.dat,50,4,0.250,0.1,0.3,1000,true,12.561,-1.0000,0.6552,2
GG50-4-2.dat,50,4,0.250,0.1,0.2,1000,true,12.125,-1.0000,0.6552,2
GG50-4-2.dat,50,4,0.250,0.1,0.1,1000,true,12.043,-1.0000,0.6552,2
GG50-5-3.dat,50,5,0.125,0.3,0.3,1000,true,0.145,7593.5565,0.9918,2
GG50-5-3.dat,50,5,0.125,0.3,0.2,1000,true,0.140,7593.5565,0.9918,2
GG50-5-3.dat,50,5,0.125,0.3,0.1,1000,true,0.146,7593.5565,0.9918,2
GG50-5-3.dat,50,5,0.125,0.2,0.3,1000,true,0.145,7868.3705,0.9946,2
GG50-5-3.dat,50,5,0.125,0.2,0.2,1000,true,0.145,7868.3705,0.9946,2
GG50-5-3.dat,50,5,0.125,0.2,0.1,1000,true,0.145,7868.3705,0.9946,2
GG50-5-3.dat,50,5,0.125,0.1,0.3,1000,true,0.165,8093.6424,0.9904,2
GG50-5-3.dat,50,5,0.125,0.1,0.2,1000,true,0.158,8093.6424,0.9904,2
GG50-5-3.dat,50,5,0.125,0.1,0.1,1000,true,0.160,8093.6424,0.9904,2
