InstanceName,NumUnits,NumRegions,RSD,r,gamma,Scenarios,UseScenarioGeneration,Runtime(s),Objective,OutOfSamplePerformance
2DU120-05-1.dat,120,7,0.25,0.3,0.2,500,True,0.739,7478.5327,0.882
2DU120-05-1.dat,120,7,0.25,0.3,0.2,1000,True,0.833,7475.5955,0.89
2DU120-05-1.dat,120,7,0.25,0.3,0.2,5000,True,0.867,7478.5327,0.882
2DU120-05-1.dat,120,7,0.25,0.3,0.1,500,True,0.73,7478.5327,0.882
2DU120-05-1.dat,120,7,0.25,0.3,0.1,1000,True,0.831,7475.5955,0.89
2DU120-05-1.dat,120,7,0.25,0.3,0.1,5000,True,0.79,7478.5327,0.882
2DU120-05-1.dat,120,7,0.5,0.1,0.3,500,True,601.184,-1.0,0.11
2DU120-05-1.dat,120,7,0.5,0.1,0.3,1000,True,601.23,-1.0,0.077
2DU120-05-1.dat,120,7,0.5,0.1,0.3,5000,True,601.421,-1.0,0.036
2DU120-05-1.dat,120,7,0.5,0.1,0.2,500,True,601.274,-1.0,0.11
2DU120-05-1.dat,120,7,0.5,0.1,0.2,1000,True,601.087,-1.0,0.077
2DU120-05-1.dat,120,7,0.5,0.1,0.2,5000,True,601.306,-1.0,0.036
2DU120-05-1.dat,120,7,0.5,0.1,0.1,500,True,601.278,-1.0,0.11
2DU120-05-1.dat,120,7,0.5,0.1,0.1,1000,True,601.141,-1.0,0.077
2DU120-05-1.dat,120,7,0.5,0.1,0.1,5000,True,601.52,-1.0,0.036
2DU120-05-1.dat,120,7,0.5,0.2,0.3,500,True,0.98,7637.6755,0.613
2DU120-05-1.dat,120,7,0.5,0.2,0.3,1000,True,3.796,7611.1531,0.667
2DU120-05-1.dat,120,7,0.5,0.2,0.3,5000,True,0.901,7650.9891,0.7
2DU120-05-1.dat,120,7,0.5,0.2,0.2,500,True,10737.682,8381.4445,0.714
2DU120-05-1.dat,120,7,0.5,0.2,0.2,1000,True,712.758,8022.2905,0.678
2DU120-05-1.dat,120,7,0.5,0.2,0.2,5000,True,600.757,-1.0,0.644
2DU120-05-1.dat,120,7,0.5,0.2,0.1,500,True,601.029,-1.0,0.672
2DU120-05-1.dat,120,7,0.5,0.2,0.1,1000,True,601.368,-1.0,0.707
2DU120-05-1.dat,120,7,0.5,0.2,0.1,5000,True,601.464,-1.0,0.644
2DU120-05-1.dat,120,7,0.5,0.3,0.3,500,True,0.885,7475.5955,0.652
2DU120-05-1.dat,120,7,0.5,0.3,0.3,1000,True,0.818,7490.0194,0.606
2DU120-05-1.dat,120,7,0.5,0.3,0.3,5000,True,0.813,7475.5955,0.652
2DU120-05-1.dat,120,7,0.5,0.3,0.2,500,True,0.928,7506.6672,0.802
2DU120-05-1.dat,120,7,0.5,0.3,0.2,1000,True,0.876,7527.8437,0.887
2DU120-05-1.dat,120,7,0.5,0.3,0.2,5000,True,0.734,7519.9808,0.892
2DU120-05-1.dat,120,7,0.5,0.3,0.1,500,True,1.009,7558.3482,0.878
2DU120-05-1.dat,120,7,0.5,0.3,0.1,1000,True,0.896,7564.2018,0.856
2DU120-05-1.dat,120,7,0.5,0.3,0.1,5000,True,0.751,7519.9808,0.892
2DU120-05-10.dat,120,7,0.125,0.1,0.3,500,True,2.893,8727.246,0.781
2DU120-05-10.dat,120,7,0.125,0.1,0.3,1000,True,3.271,8541.0992,0.825
2DU120-05-10.dat,120,7,0.125,0.1,0.3,5000,True,4.607,8571.8116,0.804
2DU120-05-10.dat,120,7,0.125,0.1,0.2,500,True,2.881,8727.246,0.781
2DU120-05-10.dat,120,7,0.125,0.1,0.2,1000,True,2.307,8541.0992,0.825
2DU120-05-10.dat,120,7,0.125,0.1,0.2,5000,True,4.454,8571.8116,0.804
2DU120-05-10.dat,120,7,0.125,0.1,0.1,500,True,2.816,8689.0462,0.802
2DU120-05-10.dat,120,7,0.125,0.1,0.1,1000,True,2.334,8541.0992,0.825
2DU120-05-10.dat,120,7,0.125,0.1,0.1,5000,True,4.411,8432.5405,0.878
2DU120-05-10.dat,120,7,0.125,0.2,0.3,500,True,2.49,8647.4889,0.996
2DU120-05-10.dat,120,7,0.125,0.2,0.3,1000,True,2.35,8331.5424,0.754
2DU120-05-10.dat,120,7,0.125,0.2,0.3,5000,True,2.115,8765.5342,0.617
2DU120-05-10.dat,120,7,0.125,0.2,0.2,500,True,2.383,8647.4889,0.996
2DU120-05-10.dat,120,7,0.125,0.2,0.2,1000,True,2.317,8331.5424,0.754
2DU120-05-10.dat,120,7,0.125,0.2,0.2,5000,True,2.139,8765.5342,0.617
2DU120-05-10.dat,120,7,0.125,0.2,0.1,500,True,2.398,8647.4889,0.996
2DU120-05-10.dat,120,7,0.125,0.2,0.1,1000,True,2.322,8340.9524,0.871
2DU120-05-10.dat,120,7,0.125,0.2,0.1,5000,True,2.574,8775.0333,0.86
2DU120-05-10.dat,120,7,0.125,0.3,0.3,500,True,2.454,8647.4889,1.0
2DU120-05-10.dat,120,7,0.125,0.3,0.3,1000,True,2.234,8305.1583,0.994
2DU120-05-10.dat,120,7,0.125,0.3,0.3,5000,True,1.978,8748.3154,0.988
2DU120-05-10.dat,120,7,0.125,0.3,0.2,500,True,2.487,8647.4889,1.0
2DU120-05-10.dat,120,7,0.125,0.3,0.2,1000,True,2.211,8305.1583,0.994
2DU120-05-10.dat,120,7,0.125,0.3,0.2,5000,True,2.031,8748.3154,0.988
2DU120-05-10.dat,120,7,0.125,0.3,0.1,500,True,2.434,8647.4889,1.0
2DU120-05-10.dat,120,7,0.125,0.3,0.1,1000,True,2.239,8305.1583,0.994
2DU120-05-10.dat,120,7,0.125,0.3,0.1,5000,True,2.075,8745.7989,0.988
2DU120-05-10.dat,120,7,0.25,0.1,0.3,500,True,112.748,8945.4749,0.551
2DU120-05-10.dat,120,7,0.25,0.1,0.3,1000,True,306.073,8786.5706,0.686
2DU120-05-10.dat,120,7,0.25,0.1,0.3,5000,True,6.004,8565.0305,0.697
2DU60-05-5.dat,60,4,0.125,0.1,0.3,500,True,0.167,5722.6193,0.769
2DU60-05-5.dat,60,4,0.125,0.1,0.3,1000,True,0.137,5722.6193,0.769
2DU60-05-5.dat,60,4,0.125,0.1,0.3,5000,True,0.31,5722.6193,0.769
2DU60-05-5.dat,60,4,0.125,0.1,0.2,500,True,0.299,5722.6193,0.769
2DU60-05-5.dat,60,4,0.125,0.1,0.2,1000,True,0.203,5722.6193,0.769
2DU60-05-5.dat,60,4,0.125,0.1,0.2,5000,True,0.353,5722.6193,0.769
2DU60-05-5.dat,60,4,0.125,0.1,0.1,500,True,0.528,5779.2863,0.888
2DU60-05-5.dat,60,4,0.125,0.1,0.1,1000,True,0.492,5749.8911,0.883
2DU60-05-5.dat,60,4,0.125,0.1,0.1,5000,True,0.299,5779.2863,0.888
2DU60-05-5.dat,60,4,0.125,0.2,0.3,500,True,0.282,5580.3064,0.978
2DU60-05-5.dat,60,4,0.125,0.2,0.3,1000,True,0.343,5580.3064,0.978
2DU60-05-5.dat,60,4,0.125,0.2,0.3,5000,True,0.369,5580.3064,0.978
2DU60-05-5.dat,60,4,0.125,0.2,0.2,500,True,0.565,5580.3064,0.978
2DU60-05-5.dat,60,4,0.125,0.2,0.2,1000,True,0.355,5580.3064,0.978
2DU60-05-5.dat,60,4,0.125,0.2,0.2,5000,True,0.381,5580.3064,0.978
2DU60-05-5.dat,60,4,0.125,0.2,0.1,500,True,0.539,5580.3064,0.978
2DU60-05-5.dat,60,4,0.125,0.2,0.1,1000,True,0.625,5580.3064,0.978
2DU60-05-5.dat,60,4,0.125,0.2,0.1,5000,True,0.526,5580.3064,0.978
2DU60-05-5.dat,60,4,0.125,0.3,0.3,500,True,0.498,5324.2814,0.862
2DU60-05-5.dat,60,4,0.125,0.3,0.3,1000,True,0.533,5324.2814,0.862
2DU60-05-5.dat,60,4,0.125,0.3,0.3,5000,True,0.445,5324.2814,0.862
2DU60-05-5.dat,60,4,0.125,0.3,0.2,500,True,0.141,5324.2814,0.862
2DU60-05-5.dat,60,4,0.125,0.3,0.2,1000,True,0.159,5324.2814,0.862
2DU60-05-5.dat,60,4,0.125,0.3,0.2,5000,True,0.184,5324.2814,0.862
2DU60-05-5.dat,60,4,0.125,0.3,0.1,500,True,0.218,5324.2814,0.862
2DU60-05-5.dat,60,4,0.125,0.3,0.1,1000,True,0.45,5324.2814,0.862
2DU60-05-5.dat,60,4,0.125,0.3,0.1,5000,True,0.218,5324.2814,0.862
2DU60-05-5.dat,60,4,0.25,0.1,0.3,500,True,0.223,6171.9652,0.662
2DU60-05-5.dat,60,4,0.25,0.1,0.3,1000,True,0.401,6151.4654,0.658
2DU60-05-5.dat,60,4,0.25,0.1,0.3,5000,True,0.114,6109.1185,0.637
2DU60-05-5.dat,60,4,0.25,0.1,0.2,500,True,0.451,5847.8344,0.868
2DU60-05-5.dat,60,4,0.25,0.1,0.2,1000,True,1.495,5303.1971,0.842
2DU60-05-5.dat,60,4,0.25,0.1,0.2,5000,True,0.664,5359.5628,0.636
2DU60-05-5.dat,60,4,0.25,0.1,0.1,500,True,0.37,5847.8344,0.868
2DU60-05-5.dat,60,4,0.25,0.1,0.1,1000,True,1.02,5303.1971,0.842
2DU60-05-5.dat,60,4,0.25,0.1,0.1,5000,True,0.716,5303.1971,0.842
