InstanceName,NumUnits,NumRegions,RSD,r,gamma,Scenarios,UseScenarioGeneration,Runtime(s),Objective,OutOfSamplePerformance
2DU120-05-12.dat,120,7,0.5,0.1,0.2,5000,True,611.899,-1.0,0.098
2DU120-05-12.dat,120,7,0.5,0.1,0.1,500,True,610.002,-1.0,0.123
2DU120-05-12.dat,120,7,0.5,0.1,0.1,1000,True,608.424,-1.0,0.105
2DU120-05-12.dat,120,7,0.5,0.1,0.1,5000,True,614.795,-1.0,0.098
2DU120-05-12.dat,120,7,0.5,0.2,0.3,500,True,102.296,8460.0802,0.599
2DU120-05-12.dat,120,7,0.5,0.2,0.3,1000,True,129.082,9131.9806,0.65
2DU120-05-12.dat,120,7,0.5,0.2,0.3,5000,True,614.453,-1.0,0.239
2DU120-05-12.dat,120,7,0.5,0.2,0.2,500,True,3898.707,9369.0852,0.714
2DU120-05-12.dat,120,7,0.5,0.2,0.2,1000,True,608.77,-1.0,0.667
2DU120-05-12.dat,120,7,0.5,0.2,0.2,5000,True,615.408,-1.0,0.209
2DU120-05-12.dat,120,7,0.5,0.2,0.1,500,True,603.181,-1.0,0.726
2DU120-05-12.dat,120,7,0.5,0.2,0.1,1000,True,603.202,-1.0,0.671
2DU120-05-12.dat,120,7,0.5,0.2,0.1,5000,True,605.683,-1.0,0.209
2DU120-05-12.dat,120,7,0.5,0.3,0.3,500,True,4.721,8566.4366,0.685
2DU120-05-12.dat,120,7,0.5,0.3,0.3,1000,True,4.26,8816.8203,0.662
2DU120-05-12.dat,120,7,0.5,0.3,0.3,5000,True,92.629,8581.8606,0.649
2DU120-05-12.dat,120,7,0.5,0.3,0.2,500,True,9.321,8741.3529,0.761
2DU120-05-12.dat,120,7,0.5,0.3,0.2,1000,True,4.727,8766.1227,0.835
2DU120-05-12.dat,120,7,0.5,0.3,0.2,5000,True,605.738,-1.0,0.612
2DU120-05-12.dat,120,7,0.5,0.3,0.1,500,True,52.64,8791.2329,0.795
2DU120-05-12.dat,120,7,0.5,0.3,0.1,1000,True,49.195,8894.9782,0.884
2DU120-05-12.dat,120,7,0.5,0.3,0.1,5000,True,605.698,-1.0,0.612
2DU120-05-13.dat,120,7,0.125,0.1,0.3,500,True,3.7,8474.7775,0.825
2DU120-05-13.dat,120,7,0.125,0.1,0.3,1000,True,15.668,8579.4901,0.827
2DU120-05-13.dat,120,7,0.125,0.1,0.3,5000,True,10.188,8569.0457,0.788
2DU120-05-13.dat,120,7,0.125,0.1,0.2,500,True,3.275,8474.7775,0.825
2DU120-05-13.dat,120,7,0.125,0.1,0.2,1000,True,15.424,8579.4901,0.827
2DU120-05-13.dat,120,7,0.125,0.1,0.2,5000,True,10.068,8569.0457,0.788
2DU120-05-13.dat,120,7,0.125,0.1,0.1,500,True,3.458,8474.7775,0.825
2DU120-05-13.dat,120,7,0.125,0.1,0.1,1000,True,15.755,8579.4901,0.827
2DU120-05-13.dat,120,7,0.125,0.1,0.1,5000,True,12.333,8579.4901,0.827
2DU120-05-13.dat,120,7,0.125,0.2,0.3,500,True,2.492,8202.8432,0.649
2DU120-05-13.dat,120,7,0.125,0.2,0.3,1000,True,2.958,8133.9086,0.655
2DU120-05-13.dat,120,7,0.125,0.2,0.3,5000,True,3.313,8210.6999,0.757
2DU120-05-13.dat,120,7,0.125,0.2,0.2,500,True,3.375,8202.8432,0.649
2DU120-05-13.dat,120,7,0.125,0.2,0.2,1000,True,4.194,8228.1568,0.759
2DU120-05-13.dat,120,7,0.125,0.2,0.2,5000,True,2.846,8210.6999,0.757
2DU120-05-13.dat,120,7,0.125,0.2,0.1,500,True,3.445,8249.8216,0.865
2DU120-05-13.dat,120,7,0.125,0.2,0.1,1000,True,3.386,8233.2369,0.879
2DU120-05-13.dat,120,7,0.125,0.2,0.1,5000,True,3.247,8243.645,0.871
2DU120-05-13.dat,120,7,0.125,0.3,0.3,500,True,2.555,8040.4598,0.714
2DU120-05-13.dat,120,7,0.125,0.3,0.3,1000,True,2.397,8040.4598,0.714
2DU120-05-13.dat,120,7,0.125,0.3,0.3,5000,True,2.48,8040.4598,0.714
2DU120-05-13.dat,120,7,0.125,0.3,0.2,500,True,2.543,8040.4598,0.714
2DU120-05-13.dat,120,7,0.125,0.3,0.2,1000,True,2.638,8040.4598,0.714
2DU120-05-13.dat,120,7,0.125,0.3,0.2,5000,True,2.414,8040.4598,0.714
2DU120-05-13.dat,120,7,0.125,0.3,0.1,500,True,2.562,8081.7246,0.992
2DU120-05-13.dat,120,7,0.125,0.3,0.1,1000,True,2.754,8052.4844,0.992
2DU120-05-13.dat,120,7,0.125,0.3,0.1,5000,True,3.782,8052.4844,0.992
2DU120-05-13.dat,120,7,0.25,0.1,0.3,500,True,603.823,-1.0,0.58
2DU120-05-13.dat,120,7,0.25,0.1,0.3,1000,True,84.472,8498.1146,0.686
2DU120-05-13.dat,120,7,0.25,0.1,0.3,5000,True,6.941,7397.5663,0.753
2DU120-05-13.dat,120,7,0.25,0.1,0.2,500,True,603.313,-1.0,0.58
2DU120-05-13.dat,120,7,0.25,0.1,0.2,1000,True,603.029,-1.0,0.661
2DU120-05-13.dat,120,7,0.25,0.1,0.2,5000,True,7.045,7397.5663,0.753
2DU120-05-13.dat,120,7,0.25,0.1,0.1,500,True,603.055,-1.0,0.58
2DU120-05-13.dat,120,7,0.25,0.1,0.1,1000,True,603.774,-1.0,0.661
2DU120-05-13.dat,120,7,0.25,0.1,0.1,5000,True,607.238,-1.0,0.699
2DU120-05-13.dat,120,7,0.25,0.2,0.3,500,True,4.274,8242.3614,0.625
2DU120-05-13.dat,120,7,0.25,0.2,0.3,1000,True,5.49,8281.6638,0.602
2DU120-05-13.dat,120,7,0.25,0.2,0.3,5000,True,6.592,8261.2062,0.792
2DU120-05-13.dat,120,7,0.25,0.2,0.2,500,True,5.443,8257.9489,0.78
2DU120-05-13.dat,120,7,0.25,0.2,0.2,1000,True,5.867,8375.6996,0.891
2DU120-05-13.dat,120,7,0.25,0.2,0.2,5000,True,6.708,8261.2062,0.792
2DU120-05-13.dat,120,7,0.25,0.2,0.1,500,True,9.363,8356.8293,0.878
2DU120-05-13.dat,120,7,0.25,0.2,0.1,1000,True,7.582,8379.7167,0.881
2DU120-05-13.dat,120,7,0.25,0.2,0.1,5000,True,42.606,8473.8972,0.886
2DU120-05-13.dat,120,7,0.25,0.3,0.3,500,True,3.03,8052.4844,0.799
2DU120-05-13.dat,120,7,0.25,0.3,0.3,1000,True,3.436,8052.4844,0.799
2DU120-05-13.dat,120,7,0.25,0.3,0.3,5000,True,5.567,8052.4844,0.799
2DU120-05-13.dat,120,7,0.25,0.3,0.2,500,True,3.052,8052.4844,0.799
2DU120-05-13.dat,120,7,0.25,0.3,0.2,1000,True,3.531,8052.4844,0.799
2DU120-05-13.dat,120,7,0.25,0.3,0.2,5000,True,5.789,8052.4844,0.799
2DU120-05-13.dat,120,7,0.25,0.3,0.1,500,True,3.011,8196.6667,0.886
2DU120-05-13.dat,120,7,0.25,0.3,0.1,1000,True,3.496,8186.2397,0.869
2DU120-05-13.dat,120,7,0.25,0.3,0.1,5000,True,6.552,8111.2596,0.882
2DU120-05-13.dat,120,7,0.5,0.1,0.3,500,True,605.695,-1.0,0.102
2DU120-05-13.dat,120,7,0.5,0.1,0.3,1000,True,606.558,-1.0,0.078
2DU120-05-13.dat,120,7,0.5,0.1,0.3,5000,True,606.815,-1.0,0.09
2DU120-05-13.dat,120,7,0.5,0.1,0.2,500,True,606.951,-1.0,0.102
2DU120-05-13.dat,120,7,0.5,0.1,0.2,1000,True,607.216,-1.0,0.078
2DU120-05-13.dat,120,7,0.5,0.1,0.2,5000,True,606.445,-1.0,0.09
2DU120-05-13.dat,120,7,0.5,0.1,0.1,500,True,607.204,-1.0,0.102
2DU120-05-13.dat,120,7,0.5,0.1,0.1,1000,True,606.922,-1.0,0.078
2DU120-05-13.dat,120,7,0.5,0.1,0.1,5000,True,607.09,-1.0,0.09
2DU120-05-13.dat,120,7,0.5,0.2,0.3,500,True,235.44,8495.8466,0.73
2DU120-05-13.dat,120,7,0.5,0.2,0.3,1000,True,53.906,8489.9959,0.607
2DU120-05-13.dat,120,7,0.5,0.2,0.3,5000,True,85.031,8460.1021,0.655
2DU120-05-13.dat,120,7,0.5,0.2,0.2,500,True,605.14,-1.0,0.67
2DU120-05-13.dat,120,7,0.5,0.2,0.2,1000,True,606.201,-1.0,0.7
2DU120-05-13.dat,120,7,0.5,0.2,0.2,5000,True,606.024,-1.0,0.691
2DU120-05-13.dat,120,7,0.5,0.2,0.1,500,True,605.295,-1.0,0.67
2DU120-05-13.dat,120,7,0.5,0.2,0.1,1000,True,608.653,-1.0,0.7
2DU120-05-13.dat,120,7,0.5,0.2,0.1,5000,True,604.43,-1.0,0.691
2DU120-05-13.dat,120,7,0.5,0.3,0.3,500,True,9.49,8246.0302,0.729
2DU120-05-13.dat,120,7,0.5,0.3,0.3,1000,True,5.587,8239.4135,0.714
2DU120-05-13.dat,120,7,0.5,0.3,0.3,5000,True,7.231,8242.0268,0.691
2DU120-05-13.dat,120,7,0.5,0.3,0.2,500,True,8.059,8312.2702,0.764
2DU120-05-13.dat,120,7,0.5,0.3,0.2,1000,True,6.238,8284.8098,0.78
2DU120-05-13.dat,120,7,0.5,0.3,0.2,5000,True,13.792,8285.4566,0.799
2DU120-05-13.dat,120,7,0.5,0.3,0.1,500,True,85.227,8631.5804,0.86
2DU120-05-13.dat,120,7,0.5,0.3,0.1,1000,True,27.596,8563.6115,0.861
2DU120-05-13.dat,120,7,0.5,0.3,0.1,5000,True,100.171,8637.1346,0.843
2DU120-05-14.dat,120,7,0.125,0.1,0.3,500,True,5.352,8931.4487,0.756
2DU120-05-14.dat,120,7,0.125,0.1,0.3,1000,True,16.75,8413.1819,0.285
2DU120-05-14.dat,120,7,0.125,0.1,0.3,5000,True,5.432,8904.1939,0.837
2DU120-05-14.dat,120,7,0.125,0.1,0.2,500,True,5.348,8931.4487,0.756
2DU120-05-14.dat,120,7,0.125,0.1,0.2,1000,True,16.758,8413.1819,0.285
2DU120-05-14.dat,120,7,0.125,0.1,0.2,5000,True,5.053,8904.1939,0.837
2DU120-05-14.dat,120,7,0.125,0.1,0.1,500,True,5.408,8931.4487,0.756
2DU120-05-14.dat,120,7,0.125,0.1,0.1,1000,True,22.091,8464.8911,0.839
2DU120-05-14.dat,120,7,0.125,0.1,0.1,5000,True,5.192,8904.1939,0.837
2DU120-05-14.dat,120,7,0.125,0.2,0.3,500,True,5.34,8774.6641,0.646
2DU120-05-14.dat,120,7,0.125,0.2,0.3,1000,True,6.731,8569.7904,0.544
2DU120-05-14.dat,120,7,0.125,0.2,0.3,5000,True,5.311,8640.3688,0.171
2DU120-05-14.dat,120,7,0.125,0.2,0.2,500,True,5.005,8774.6641,0.646
2DU120-05-14.dat,120,7,0.125,0.2,0.2,1000,True,6.205,8608.6861,0.644
2DU120-05-14.dat,120,7,0.125,0.2,0.2,5000,True,4.59,8640.3688,0.171
2DU120-05-14.dat,120,7,0.125,0.2,0.1,500,True,5.337,8815.0845,0.87
2DU120-05-14.dat,120,7,0.125,0.2,0.1,1000,True,40.854,8388.2213,0.757
2DU120-05-14.dat,120,7,0.125,0.2,0.1,5000,True,5.865,8261.8546,0.854
2DU120-05-14.dat,120,7,0.125,0.3,0.3,500,True,5.041,7722.7453,0.985
2DU120-05-14.dat,120,7,0.125,0.3,0.3,1000,True,7.868,8433.5756,0.072
2DU120-05-14.dat,120,7,0.125,0.3,0.3,5000,True,4.819,8328.9349,0.711
2DU120-05-14.dat,120,7,0.125,0.3,0.2,500,True,5.254,7722.7453,0.985
2DU120-05-14.dat,120,7,0.125,0.3,0.2,1000,True,9.475,8444.7689,0.696
2DU120-05-14.dat,120,7,0.125,0.3,0.2,5000,True,4.484,8328.9349,0.711
2DU120-05-14.dat,120,7,0.125,0.3,0.1,500,True,5.149,8750.0135,0.988
2DU120-05-14.dat,120,7,0.125,0.3,0.1,1000,True,11.245,8446.4689,0.985
2DU120-05-14.dat,120,7,0.125,0.3,0.1,5000,True,4.855,8579.2571,0.994
2DU120-05-14.dat,120,7,0.25,0.1,0.3,500,True,156.201,8740.5616,0.663
2DU120-05-14.dat,120,7,0.25,0.1,0.3,1000,True,130.592,8942.3374,0.66
2DU120-05-14.dat,120,7,0.25,0.1,0.3,5000,True,260.869,8470.531,0.69
2DU120-05-14.dat,120,7,0.25,0.1,0.2,500,True,967.167,8778.526,0.672
2DU120-05-14.dat,120,7,0.25,0.1,0.2,1000,True,605.022,-1.0,0.682
2DU120-05-14.dat,120,7,0.25,0.1,0.2,5000,True,605.578,-1.0,0.673
2DU120-05-14.dat,120,7,0.25,0.1,0.1,500,True,603.687,-1.0,0.677
2DU120-05-14.dat,120,7,0.25,0.1,0.1,1000,True,604.061,-1.0,0.682
2DU120-05-14.dat,120,7,0.25,0.1,0.1,5000,True,607.59,-1.0,0.673
2DU120-05-14.dat,120,7,0.25,0.2,0.3,500,True,5.643,7908.395,0.717
2DU120-05-14.dat,120,7,0.25,0.2,0.3,1000,True,4.418,7910.5693,0.77
2DU120-05-14.dat,120,7,0.25,0.2,0.3,5000,True,12.231,7888.1972,0.598
2DU120-05-14.dat,120,7,0.25,0.2,0.2,500,True,5.636,7910.5693,0.77
2DU120-05-14.dat,120,7,0.25,0.2,0.2,1000,True,5.099,7945.4363,0.761
2DU120-05-14.dat,120,7,0.25,0.2,0.2,5000,True,11.963,8060.2303,0.782
2DU120-05-14.dat,120,7,0.25,0.2,0.1,500,True,30.537,8106.9995,0.824
2DU120-05-14.dat,120,7,0.25,0.2,0.1,1000,True,34.225,8059.7247,0.885
2DU120-05-14.dat,120,7,0.25,0.2,0.1,5000,True,111.489,8108.2756,0.889
2DU120-05-14.dat,120,7,0.25,0.3,0.3,500,True,2.451,7709.3904,0.764
2DU120-05-14.dat,120,7,0.25,0.3,0.3,1000,True,2.472,7709.3904,0.764
2DU120-05-14.dat,120,7,0.25,0.3,0.3,5000,True,5.138,7722.7453,0.764
2DU120-05-14.dat,120,7,0.25,0.3,0.2,500,True,2.456,7709.3904,0.764
2DU120-05-14.dat,120,7,0.25,0.3,0.2,1000,True,2.646,7709.3904,0.764
2DU120-05-14.dat,120,7,0.25,0.3,0.2,5000,True,5.603,7722.7453,0.764
2DU120-05-14.dat,120,7,0.25,0.3,0.1,500,True,3.071,7729.2329,0.876
2DU120-05-14.dat,120,7,0.25,0.3,0.1,1000,True,3.072,7738.4027,0.864
2DU120-05-14.dat,120,7,0.25,0.3,0.1,5000,True,17.37,7784.5477,0.793
2DU120-05-14.dat,120,7,0.5,0.1,0.3,500,True,605.207,-1.0,0.106
2DU120-05-14.dat,120,7,0.5,0.1,0.3,1000,True,604.756,-1.0,0.087
2DU120-05-14.dat,120,7,0.5,0.1,0.3,5000,True,607.17,-1.0,0.11
2DU120-05-14.dat,120,7,0.5,0.1,0.2,500,True,604.656,-1.0,0.106
2DU120-05-14.dat,120,7,0.5,0.1,0.2,1000,True,604.82,-1.0,0.087
2DU120-05-14.dat,120,7,0.5,0.1,0.2,5000,True,607.778,-1.0,0.11
2DU120-05-14.dat,120,7,0.5,0.1,0.1,500,True,605.5,-1.0,0.106
2DU120-05-14.dat,120,7,0.5,0.1,0.1,1000,True,606.17,-1.0,0.087
2DU120-05-14.dat,120,7,0.5,0.1,0.1,5000,True,608.597,-1.0,0.11
2DU120-05-14.dat,120,7,0.5,0.2,0.3,500,True,340.81,8737.0859,0.591
2DU120-05-14.dat,120,7,0.5,0.2,0.3,1000,True,98.756,8518.849,0.646
2DU120-05-14.dat,120,7,0.5,0.2,0.3,5000,True,356.919,8596.1775,0.639
2DU120-05-14.dat,120,7,0.5,0.2,0.2,500,True,604.026,-1.0,0.69
2DU120-05-14.dat,120,7,0.5,0.2,0.2,1000,True,604.267,-1.0,0.647
2DU120-05-14.dat,120,7,0.5,0.2,0.2,5000,True,606.94,-1.0,0.681
2DU120-05-14.dat,120,7,0.5,0.2,0.1,500,True,604.977,-1.0,0.69
2DU120-05-14.dat,120,7,0.5,0.2,0.1,1000,True,603.993,-1.0,0.647
2DU120-05-14.dat,120,7,0.5,0.2,0.1,5000,True,606.675,-1.0,0.681
2DU120-05-14.dat,120,7,0.5,0.3,0.3,500,True,9.721,7896.1234,0.713
2DU120-05-14.dat,120,7,0.5,0.3,0.3,1000,True,4.63,8682.5905,0.787
2DU120-05-14.dat,120,7,0.5,0.3,0.3,5000,True,9.811,8005.0563,0.733
2DU120-05-14.dat,120,7,0.5,0.3,0.2,500,True,6.64,7972.0715,0.682
2DU120-05-14.dat,120,7,0.5,0.3,0.2,1000,True,12.477,8070.5307,0.823
2DU120-05-14.dat,120,7,0.5,0.3,0.2,5000,True,12.513,8030.3787,0.838
2DU120-05-14.dat,120,7,0.5,0.3,0.1,500,True,29.451,8229.2546,0.906
2DU120-05-14.dat,120,7,0.5,0.3,0.1,1000,True,63.904,8388.8068,0.923
2DU120-05-14.dat,120,7,0.5,0.3,0.1,5000,True,55.93,8305.8365,0.927
2DU120-05-15.dat,120,7,0.125,0.1,0.3,500,True,0.631,8226.9799,0.751
2DU120-05-15.dat,120,7,0.125,0.1,0.3,1000,True,0.767,8204.8578,0.75
2DU120-05-15.dat,120,7,0.125,0.1,0.3,5000,True,0.621,8238.7192,0.76
2DU120-05-15.dat,120,7,0.125,0.1,0.2,500,True,0.6,8226.9799,0.751
2DU120-05-15.dat,120,7,0.125,0.1,0.2,1000,True,0.821,8204.8578,0.75
2DU120-05-15.dat,120,7,0.125,0.1,0.2,5000,True,0.625,8238.7192,0.76
2DU120-05-15.dat,120,7,0.125,0.1,0.1,500,True,0.66,8284.0826,0.759
2DU120-05-15.dat,120,7,0.125,0.1,0.1,1000,True,0.835,8204.8578,0.75
2DU120-05-15.dat,120,7,0.125,0.1,0.1,5000,True,0.621,8238.7192,0.76
2DU120-05-15.dat,120,7,0.125,0.2,0.3,500,True,0.465,8076.6218,0.718
2DU120-05-15.dat,120,7,0.125,0.2,0.3,1000,True,0.585,8076.6218,0.718
2DU120-05-15.dat,120,7,0.125,0.2,0.3,5000,True,0.462,8076.6218,0.718
2DU120-05-15.dat,120,7,0.125,0.2,0.2,500,True,0.476,8076.6218,0.718
2DU120-05-15.dat,120,7,0.125,0.2,0.2,1000,True,0.585,8076.6218,0.718
2DU120-05-15.dat,120,7,0.125,0.2,0.2,5000,True,0.477,8076.6218,0.718
2DU120-05-15.dat,120,7,0.125,0.2,0.1,500,True,0.487,8088.1752,0.852
2DU120-05-15.dat,120,7,0.125,0.2,0.1,1000,True,0.599,8093.9412,0.866
2DU120-05-15.dat,120,7,0.125,0.2,0.1,5000,True,0.503,8090.4037,0.851
2DU120-05-15.dat,120,7,0.125,0.3,0.3,500,True,0.481,8063.2328,0.987
2DU120-05-15.dat,120,7,0.125,0.3,0.3,1000,True,0.523,8063.2328,0.987
2DU120-05-15.dat,120,7,0.125,0.3,0.3,5000,True,0.479,8063.2328,0.987
2DU120-05-15.dat,120,7,0.125,0.3,0.2,500,True,0.486,8063.2328,0.987
2DU120-05-15.dat,120,7,0.125,0.3,0.2,1000,True,0.508,8063.2328,0.987
2DU120-05-15.dat,120,7,0.125,0.3,0.2,5000,True,0.464,8063.2328,0.987
2DU120-05-15.dat,120,7,0.125,0.3,0.1,500,True,0.482,8063.2328,0.987
2DU120-05-15.dat,120,7,0.125,0.3,0.1,1000,True,0.516,8063.2328,0.987
2DU120-05-15.dat,120,7,0.125,0.3,0.1,5000,True,0.488,8063.2328,0.987
2DU120-05-15.dat,120,7,0.25,0.1,0.3,500,True,145.768,8587.8445,0.679
2DU120-05-15.dat,120,7,0.25,0.1,0.3,1000,True,17.674,8630.4625,0.679
2DU120-05-15.dat,120,7,0.25,0.1,0.3,5000,True,486.095,8619.5179,0.659
2DU120-05-15.dat,120,7,0.25,0.1,0.2,500,True,600.864,-1.0,0.664
2DU120-05-15.dat,120,7,0.25,0.1,0.2,1000,True,601.193,-1.0,0.658
2DU120-05-15.dat,120,7,0.25,0.1,0.2,5000,True,600.88,-1.0,0.556
2DU120-05-15.dat,120,7,0.25,0.1,0.1,500,True,600.99,-1.0,0.664
2DU120-05-15.dat,120,7,0.25,0.1,0.1,1000,True,601.201,-1.0,0.658
2DU120-05-15.dat,120,7,0.25,0.1,0.1,5000,True,601.009,-1.0,0.556
2DU120-05-15.dat,120,7,0.25,0.2,0.3,500,True,0.965,8115.8355,0.607
2DU120-05-15.dat,120,7,0.25,0.2,0.3,1000,True,1.046,8116.2284,0.811
2DU120-05-15.dat,120,7,0.25,0.2,0.3,5000,True,0.974,8101.9571,0.767
2DU120-05-15.dat,120,7,0.25,0.2,0.2,500,True,0.831,8116.3421,0.815
2DU120-05-15.dat,120,7,0.25,0.2,0.2,1000,True,1.091,8116.2284,0.811
2DU120-05-15.dat,120,7,0.25,0.2,0.2,5000,True,0.83,8101.9571,0.767
2DU120-05-15.dat,120,7,0.25,0.2,0.1,500,True,1.062,8137.3907,0.868
2DU120-05-15.dat,120,7,0.25,0.2,0.1,1000,True,1.341,8126.1102,0.872
2DU120-05-15.dat,120,7,0.25,0.2,0.1,5000,True,1.089,8137.3907,0.868
2DU120-05-15.dat,120,7,0.25,0.3,0.3,500,True,1.01,8069.1126,0.874
2DU120-05-15.dat,120,7,0.25,0.3,0.3,1000,True,1.002,8069.1126,0.874
2DU120-05-15.dat,120,7,0.25,0.3,0.3,5000,True,1.002,8069.1126,0.874
2DU120-05-15.dat,120,7,0.25,0.3,0.2,500,True,0.991,8069.1126,0.874
2DU120-05-15.dat,120,7,0.25,0.3,0.2,1000,True,1.172,8069.1126,0.874
2DU120-05-15.dat,120,7,0.25,0.3,0.2,5000,True,0.908,8069.1126,0.874
2DU120-05-15.dat,120,7,0.25,0.3,0.1,500,True,1.102,8069.1126,0.874
2DU120-05-15.dat,120,7,0.25,0.3,0.1,1000,True,1.066,8069.1126,0.874
2DU120-05-15.dat,120,7,0.25,0.3,0.1,5000,True,0.763,8069.1126,0.874
2DU120-05-15.dat,120,7,0.5,0.1,0.3,500,True,600.931,-1.0,0.114
2DU120-05-15.dat,120,7,0.5,0.1,0.3,1000,True,601.119,-1.0,0.095
2DU120-05-15.dat,120,7,0.5,0.1,0.3,5000,True,601.021,-1.0,0.048
2DU120-05-15.dat,120,7,0.5,0.1,0.2,500,True,601.283,-1.0,0.114
2DU120-05-15.dat,120,7,0.5,0.1,0.2,1000,True,601.183,-1.0,0.095
2DU120-05-15.dat,120,7,0.5,0.1,0.2,5000,True,601.018,-1.0,0.048
2DU120-05-15.dat,120,7,0.5,0.1,0.1,500,True,601.255,-1.0,0.114
2DU120-05-15.dat,120,7,0.5,0.1,0.1,1000,True,601.316,-1.0,0.095
2DU120-05-15.dat,120,7,0.5,0.1,0.1,5000,True,601.052,-1.0,0.048
2DU120-05-15.dat,120,7,0.5,0.2,0.3,500,True,26.631,8593.4334,0.643
2DU120-05-15.dat,120,7,0.5,0.2,0.3,1000,True,102.733,8464.8326,0.674
2DU120-05-15.dat,120,7,0.5,0.2,0.3,5000,True,600.716,-1.0,0.331
2DU120-05-15.dat,120,7,0.5,0.2,0.2,500,True,600.749,-1.0,0.691
2DU60-05-8.dat,60,4,0.125,0.1,0.3,500,True,0.157,5214.448,0.736
2DU60-05-8.dat,60,4,0.125,0.1,0.3,1000,True,0.154,5245.4204,0.73
2DU60-05-8.dat,60,4,0.125,0.1,0.3,5000,True,0.159,5245.4204,0.73
2DU60-05-8.dat,60,4,0.125,0.1,0.2,500,True,0.182,5214.448,0.736
2DU60-05-8.dat,60,4,0.125,0.1,0.2,1000,True,0.154,5245.4204,0.73
2DU60-05-8.dat,60,4,0.125,0.1,0.2,5000,True,0.202,5245.4204,0.73
2DU60-05-8.dat,60,4,0.125,0.1,0.1,500,True,0.194,5250.2492,0.871
2DU60-05-8.dat,60,4,0.125,0.1,0.1,1000,True,0.16,5277.7306,0.864
2DU60-05-8.dat,60,4,0.125,0.1,0.1,5000,True,0.182,5290.2929,0.876
2DU60-05-8.dat,60,4,0.125,0.2,0.3,500,True,0.157,5168.9546,0.972
2DU60-05-8.dat,60,4,0.125,0.2,0.3,1000,True,0.209,5209.6192,0.989
2DU60-05-8.dat,60,4,0.125,0.2,0.3,5000,True,0.19,5209.6192,0.989
2DU60-05-8.dat,60,4,0.125,0.2,0.2,500,True,0.157,5168.9546,0.972
2DU60-05-8.dat,60,4,0.125,0.2,0.2,1000,True,0.166,5209.6192,0.989
2DU60-05-8.dat,60,4,0.125,0.2,0.2,5000,True,0.179,5209.6192,0.989
2DU60-05-8.dat,60,4,0.125,0.2,0.1,500,True,0.153,5168.9546,0.972
2DU60-05-8.dat,60,4,0.125,0.2,0.1,1000,True,0.18,5209.6192,0.989
2DU60-05-8.dat,60,4,0.125,0.2,0.1,5000,True,0.169,5209.6192,0.989
2DU60-05-8.dat,60,4,0.125,0.3,0.3,500,True,0.161,5129.0012,0.859
2DU60-05-8.dat,60,4,0.125,0.3,0.3,1000,True,0.145,5185.4161,0.853
2DU60-05-8.dat,60,4,0.125,0.3,0.3,5000,True,0.176,5185.4161,0.853
2DU60-05-8.dat,60,4,0.125,0.3,0.2,500,True,0.155,5129.0012,0.859
2DU60-05-8.dat,60,4,0.125,0.3,0.2,1000,True,0.153,5185.4161,0.853
2DU60-05-8.dat,60,4,0.125,0.3,0.2,5000,True,0.175,5185.4161,0.853
2DU60-05-8.dat,60,4,0.125,0.3,0.1,500,True,0.174,5129.0012,0.859
2DU60-05-8.dat,60,4,0.125,0.3,0.1,1000,True,0.158,5185.4161,0.853
2DU60-05-8.dat,60,4,0.125,0.3,0.1,5000,True,0.166,5185.4161,0.853
2DU60-05-8.dat,60,4,0.25,0.1,0.3,500,True,0.237,5309.9617,0.835
2DU60-05-8.dat,60,4,0.25,0.1,0.3,1000,True,0.253,5309.9617,0.835
2DU60-05-8.dat,60,4,0.25,0.1,0.3,5000,True,0.149,5290.2929,0.62
2DU60-05-8.dat,60,4,0.25,0.1,0.2,500,True,0.699,5309.9617,0.835
2DU60-05-8.dat,60,4,0.25,0.1,0.2,1000,True,0.233,5309.9617,0.835
2DU60-05-8.dat,60,4,0.25,0.1,0.2,5000,True,0.166,4773.5094,0.956
2DU60-05-8.dat,60,4,0.25,0.1,0.1,500,True,108.037,5666.9899,0.876
2DU60-05-8.dat,60,4,0.25,0.1,0.1,1000,True,870.084,-1.0,0.847
2DU60-05-8.dat,60,4,0.25,0.1,0.1,5000,True,0.19,4773.5094,0.956
2DU60-05-8.dat,60,4,0.25,0.2,0.3,500,True,0.183,5168.9546,0.724
2DU60-05-8.dat,60,4,0.25,0.2,0.3,1000,True,0.182,5168.9546,0.724
2DU60-05-8.dat,60,4,0.25,0.2,0.3,5000,True,0.141,5209.6192,0.841
2DU60-05-8.dat,60,4,0.25,0.2,0.2,500,True,0.184,5168.9546,0.724
2DU60-05-8.dat,60,4,0.25,0.2,0.2,1000,True,0.198,5168.9546,0.724
2DU60-05-8.dat,60,4,0.25,0.2,0.2,5000,True,0.148,5209.6192,0.841
2DU60-05-8.dat,60,4,0.25,0.2,0.1,500,True,0.188,5200.0944,0.976
2DU60-05-8.dat,60,4,0.25,0.2,0.1,1000,True,0.197,5160.6348,0.856
2DU60-05-8.dat,60,4,0.25,0.2,0.1,5000,True,0.165,5209.6192,0.841
2DU60-05-8.dat,60,4,0.25,0.3,0.3,500,True,0.2,5129.0012,0.676
2DU60-05-8.dat,60,4,0.25,0.3,0.3,1000,True,0.188,5129.0012,0.676
2DU60-05-8.dat,60,4,0.25,0.3,0.3,5000,True,0.171,5185.4161,0.691
2DU60-05-8.dat,60,4,0.25,0.3,0.2,500,True,0.203,5136.9333,0.948
