
============================================================
处理日期: 2023-10-24
============================================================
N=3988, K=200
使用 xi 向量过滤，可访问的点数: 1166/3988
日志文件: output/travel_dist_dual_values_by_date/log_p200_20231024.txt
结果已保存到: output/travel_dist_dual_values_by_date/travel_dist_dual_values_p200_20231024.csv

进度: 1.5152% (300/19800) [Region:65, Point:3370] 已用: 0.0s, 剩余: 1.8s
进度: 1.0101% (200/19800) [Region:71, Point:2710] 已用: 0.0s, 剩余: 2.7s
进度: 2.0202% (400/19800) [Region:73, Point:3824] 已用: 0.0s, 剩余: 1.6s
进度: 2.5253% (500/19800) [Region:68, Point:2688] 已用: 0.0s, 剩余: 1.7s
进度: 3.0303% (600/19800) [Region:182, Point:1730] 已用: 0.1s, 剩余: 1.8s
进度: 3.5354% (700/19800) [Region:8, Point:682] 已用: 0.1s, 剩余: 1.8s
进度: 4.0404% (800/19800) [Region:8, Point:611] 已用: 0.1s, 剩余: 1.9s
进度: 4.5455% (900/19800) [Region:78, Point:1905] 已用: 0.1s, 剩余: 1.8s
进度: 5.0505% (1000/19800) [Region:66, Point:1834] 已用: 0.1s, 剩余: 2.0s
进度: 5.5556% (1100/19800) [Region:6, Point:1774] 已用: 0.1s, 剩余: 1.9s
进度: 6.0606% (1200/19800) [Region:68, Point:2862] 已用: 0.1s, 剩余: 1.9s
进度: 6.5657% (1300/19800) [Region:91, Point:1990] 已用: 0.1s, 剩余: 1.9s
进度: 7.0707% (1400/19800) [Region:78, Point:2342] 已用: 0.2s, 剩余: 2.2s
进度: 7.5758% (1500/19800) [Region:183, Point:3192] 已用: 0.2s, 剩余: 2.4s
进度: 8.0808% (1600/19800) [Region:21, Point:1720] 已用: 0.2s, 剩余: 2.5s
进度: 8.5859% (1700/19800) [Region:79, Point:3536] 已用: 0.2s, 剩余: 2.7s
进度: 9.0909% (1800/19800) [Region:67, Point:3895] 已用: 0.3s, 剩余: 3.1s
进度: 9.5960% (1900/19800) [Region:79, Point:528] 已用: 0.3s, 剩余: 3.1s
进度: 10.1010% (2000/19800) [Region:92, Point:3258] 已用: 0.4s, 剩余: 3.2s
进度: 10.6061% (2100/19800) [Region:10, Point:2894] 已用: 0.4s, 剩余: 3.5s
进度: 11.1111% (2200/19800) [Region:63, Point:3147] 已用: 0.5s, 剩余: 3.7s
进度: 11.6162% (2300/19800) [Region:16, Point:3617] 已用: 0.5s, 剩余: 3.9s
进度: 12.1212% (2400/19800) [Region:11, Point:2953] 已用: 0.6s, 剩余: 4.0s
进度: 12.6263% (2500/19800) [Region:76, Point:3407] 已用: 0.6s, 剩余: 4.0s
进度: 13.1313% (2600/19800) [Region:181, Point:2987] 已用: 0.6s, 剩余: 3.9s
进度: 13.6364% (2700/19800) [Region:76, Point:3587] 已用: 0.6s, 剩余: 3.8s
进度: 14.1414% (2800/19800) [Region:45, Point:3132] 已用: 0.6s, 剩余: 3.9s
进度: 14.6465% (2900/19800) [Region:77, Point:568] 已用: 0.7s, 剩余: 3.9s
进度: 15.1515% (3000/19800) [Region:185, Point:1449] 已用: 0.7s, 剩余: 4.0s
进度: 15.6566% (3100/19800) [Region:43, Point:3336] 已用: 0.7s, 剩余: 4.0s
进度: 16.1616% (3200/19800) [Region:185, Point:2030] 已用: 0.8s, 剩余: 4.2s
进度: 16.6667% (3300/19800) [Region:22, Point:3565] 已用: 0.8s, 剩余: 4.2s
进度: 17.1717% (3400/19800) [Region:96, Point:1122] 已用: 0.9s, 剩余: 4.5s
进度: 17.6768% (3500/19800) [Region:116, Point:1063] 已用: 0.9s, 剩余: 4.4s
进度: 18.6869% (3700/19800) [Region:117, Point:2895] 已用: 1.0s, 剩余: 4.3s
进度: 18.1818% (3600/19800) [Region:81, Point:3483] 已用: 1.0s, 剩余: 4.5s
进度: 19.1919% (3800/19800) [Region:113, Point:2972] 已用: 1.0s, 剩余: 4.3s
进度: 19.6970% (3900/19800) [Region:22, Point:2109] 已用: 1.1s, 剩余: 4.3s
进度: 20.2020% (4000/19800) [Region:113, Point:3975] 已用: 1.1s, 剩余: 4.4s
进度: 20.7071% (4100/19800) [Region:75, Point:2799] 已用: 1.2s, 剩余: 4.4s
进度: 21.2121% (4200/19800) [Region:85, Point:3841] 已用: 1.2s, 剩余: 4.5s
进度: 21.7172% (4300/19800) [Region:113, Point:3722] 已用: 1.2s, 剩余: 4.4s
进度: 22.2222% (4400/19800) [Region:87, Point:3258] 已用: 1.3s, 剩余: 4.5s
进度: 22.7273% (4500/19800) [Region:114, Point:2746] 已用: 1.3s, 剩余: 4.4s
进度: 23.2323% (4600/19800) [Region:157, Point:1201] 已用: 1.3s, 剩余: 4.4s
进度: 23.7374% (4700/19800) [Region:86, Point:1775] 已用: 1.4s, 剩余: 4.4s
进度: 24.2424% (4800/19800) [Region:97, Point:3849] 已用: 1.4s, 剩余: 4.3s
进度: 25.2525% (5000/19800) [Region:153, Point:3652] 已用: 1.4s, 剩余: 4.2s
进度: 24.7475% (4900/19800) [Region:157, Point:192] 已用: 1.4s, 剩余: 4.4s
进度: 25.7576% (5100/19800) [Region:19, Point:3236] 已用: 1.4s, 剩余: 4.1s
进度: 26.2626% (5200/19800) [Region:153, Point:1554] 已用: 1.5s, 剩余: 4.2s
进度: 26.7677% (5300/19800) [Region:98, Point:3866] 已用: 1.5s, 剩余: 4.1s
进度: 27.2727% (5400/19800) [Region:153, Point:1525] 已用: 1.5s, 剩余: 4.1s
进度: 27.7778% (5500/19800) [Region:154, Point:3964] 已用: 1.6s, 剩余: 4.1s
进度: 28.2828% (5600/19800) [Region:154, Point:2851] 已用: 1.6s, 剩余: 4.0s
进度: 28.7879% (5700/19800) [Region:154, Point:1511] 已用: 1.6s, 剩余: 4.0s
进度: 29.2929% (5800/19800) [Region:155, Point:2851] 已用: 1.7s, 剩余: 4.0s
进度: 29.7980% (5900/19800) [Region:121, Point:2960] 已用: 1.7s, 剩余: 3.9s
进度: 30.3030% (6000/19800) [Region:9, Point:2242] 已用: 1.7s, 剩余: 3.9s
进度: 30.8081% (6100/19800) [Region:151, Point:1639] 已用: 1.8s, 剩余: 3.9s
进度: 31.3131% (6200/19800) [Region:13, Point:2992] 已用: 1.8s, 剩余: 4.0s
进度: 31.8182% (6300/19800) [Region:13, Point:3014] 已用: 1.8s, 剩余: 3.9s
进度: 32.3232% (6400/19800) [Region:152, Point:392] 已用: 1.8s, 剩余: 3.9s
进度: 32.8283% (6500/19800) [Region:14, Point:2487] 已用: 1.9s, 剩余: 3.9s
进度: 33.3333% (6600/19800) [Region:14, Point:1523] 已用: 2.0s, 剩余: 4.0s
进度: 33.8384% (6700/19800) [Region:14, Point:2909] 已用: 2.0s, 剩余: 4.0s
进度: 34.3434% (6800/19800) [Region:20, Point:2778] 已用: 2.1s, 剩余: 4.0s
进度: 34.8485% (6900/19800) [Region:158, Point:3133] 已用: 2.1s, 剩余: 4.0s
