
============================================================
处理日期: 2023-08-25
============================================================
N=3988, K=200
使用 xi 向量过滤，可访问的点数: 1176/3988
日志文件: output/travel_dist_dual_values_by_date/log_p200_20230825.txt
结果已保存到: output/travel_dist_dual_values_by_date/travel_dist_dual_values_p200_20230825.csv
进度: 1.0101% (200/19800) [Region:15, Point:2390] 已用: 0.0s, 剩余: 2.0s
进度: 1.5152% (300/19800) [Region:15, Point:3001] 已用: 0.0s, 剩余: 2.0s
进度: 2.0202% (400/19800) [Region:7, Point:3428] 已用: 0.0s, 剩余: 2.1s
进度: 2.5253% (500/19800) [Region:4, Point:3285] 已用: 0.1s, 剩余: 2.1s
进度: 3.0303% (600/19800) [Region:82, Point:3978] 已用: 0.1s, 剩余: 2.3s
进度: 3.5354% (700/19800) [Region:82, Point:2398] 已用: 0.1s, 剩余: 2.6s
进度: 4.0404% (800/19800) [Region:4, Point:416] 已用: 0.1s, 剩余: 2.7s
进度: 4.5455% (900/19800) [Region:18, Point:2798] 已用: 0.1s, 剩余: 2.9s
进度: 5.0505% (1000/19800) [Region:182, Point:3652] 已用: 0.2s, 剩余: 2.8s
进度: 6.0606% (1200/19800) [Region:65, Point:3349] 已用: 0.2s, 剩余: 2.7s
进度: 5.5556% (1100/19800) [Region:57, Point:62] 已用: 0.2s, 剩余: 3.3s
进度: 6.5657% (1300/19800) [Region:66, Point:2633] 已用: 0.2s, 剩余: 2.9s
进度: 7.0707% (1400/19800) [Region:115, Point:355] 已用: 0.2s, 剩余: 3.0s
进度: 7.5758% (1500/19800) [Region:66, Point:2285] 已用: 0.3s, 剩余: 3.2s
进度: 8.0808% (1600/19800) [Region:18, Point:2407] 已用: 0.3s, 剩余: 3.5s
进度: 8.5859% (1700/19800) [Region:103, Point:3701] 已用: 0.3s, 剩余: 3.4s
进度: 9.0909% (1800/19800) [Region:104, Point:1398] 已用: 0.4s, 剩余: 3.7s
进度: 9.5960% (1900/19800) [Region:5, Point:1451] 已用: 0.4s, 剩余: 3.8s
进度: 10.1010% (2000/19800) [Region:115, Point:995] 已用: 0.5s, 剩余: 4.0s
进度: 10.6061% (2100/19800) [Region:20, Point:1651] 已用: 0.5s, 剩余: 3.9s
进度: 11.1111% (2200/19800) [Region:107, Point:909] 已用: 0.5s, 剩余: 4.1s
进度: 11.6162% (2300/19800) [Region:81, Point:2808] 已用: 0.5s, 剩余: 4.2s
进度: 12.1212% (2400/19800) [Region:78, Point:1951] 已用: 0.6s, 剩余: 4.3s
进度: 13.1313% (2600/19800) [Region:21, Point:1912] 已用: 0.7s, 剩余: 4.4s
进度: 12.6263% (2500/19800) [Region:104, Point:442] 已用: 0.7s, 剩余: 4.7s
进度: 13.6364% (2700/19800) [Region:116, Point:3771] 已用: 0.7s, 剩余: 4.3s
进度: 14.1414% (2800/19800) [Region:85, Point:3620] 已用: 0.7s, 剩余: 4.3s
进度: 14.6465% (2900/19800) [Region:183, Point:171] 已用: 0.7s, 剩余: 4.2s
进度: 15.1515% (3000/19800) [Region:183, Point:3304] 已用: 0.7s, 剩余: 4.1s
进度: 15.6566% (3100/19800) [Region:86, Point:1877] 已用: 0.7s, 剩余: 4.0s
进度: 16.1616% (3200/19800) [Region:18, Point:3630] 已用: 0.8s, 剩余: 3.9s
进度: 16.6667% (3300/19800) [Region:24, Point:3396] 已用: 0.8s, 剩余: 3.9s
进度: 17.1717% (3400/19800) [Region:24, Point:2624] 已用: 0.8s, 剩余: 3.8s
进度: 17.6768% (3500/19800) [Region:183, Point:119] 已用: 0.8s, 剩余: 3.7s
进度: 18.1818% (3600/19800) [Region:88, Point:2629] 已用: 0.8s, 剩余: 3.6s
进度: 18.6869% (3700/19800) [Region:181, Point:2814] 已用: 0.8s, 剩余: 3.6s
进度: 19.1919% (3800/19800) [Region:1, Point:2466] 已用: 0.8s, 剩余: 3.5s
进度: 19.6970% (3900/19800) [Region:88, Point:2814] 已用: 0.8s, 剩余: 3.5s
进度: 20.2020% (4000/19800) [Region:84, Point:417] 已用: 0.9s, 剩余: 3.5s
进度: 20.7071% (4100/19800) [Region:88, Point:1535] 已用: 0.9s, 剩余: 3.5s
进度: 21.2121% (4200/19800) [Region:113, Point:3101] 已用: 0.9s, 剩余: 3.5s
进度: 21.7172% (4300/19800) [Region:185, Point:1606] 已用: 1.0s, 剩余: 3.5s
进度: 22.2222% (4400/19800) [Region:185, Point:3371] 已用: 1.0s, 剩余: 3.5s
进度: 22.7273% (4500/19800) [Region:21, Point:1724] 已用: 1.0s, 剩余: 3.5s
进度: 23.2323% (4600/19800) [Region:94, Point:46] 已用: 1.1s, 剩余: 3.8s
进度: 23.7374% (4700/19800) [Region:108, Point:1981] 已用: 1.2s, 剩余: 3.7s
进度: 24.2424% (4800/19800) [Region:165, Point:2629] 已用: 1.2s, 剩余: 3.8s
进度: 24.7475% (4900/19800) [Region:105, Point:1854] 已用: 1.2s, 剩余: 3.8s
进度: 25.2525% (5000/19800) [Region:12, Point:1006] 已用: 1.3s, 剩余: 4.0s
进度: 25.7576% (5100/19800) [Region:132, Point:2117] 已用: 1.4s, 剩余: 4.1s
进度: 26.2626% (5200/19800) [Region:112, Point:574] 已用: 1.4s, 剩余: 4.0s
进度: 26.7677% (5300/19800) [Region:186, Point:1940] 已用: 1.5s, 剩余: 4.1s
进度: 27.2727% (5400/19800) [Region:165, Point:3329] 已用: 1.5s, 剩余: 4.1s
进度: 27.7778% (5500/19800) [Region:63, Point:766] 已用: 1.6s, 剩余: 4.1s
进度: 28.2828% (5600/19800) [Region:121, Point:1618] 已用: 1.6s, 剩余: 4.0s
进度: 28.7879% (5700/19800) [Region:101, Point:2774] 已用: 1.6s, 剩余: 4.0s
进度: 29.2929% (5800/19800) [Region:101, Point:3419] 已用: 1.6s, 剩余: 4.0s
进度: 29.7980% (5900/19800) [Region:79, Point:876] 已用: 1.7s, 剩余: 3.9s
进度: 30.3030% (6000/19800) [Region:186, Point:2517] 已用: 1.7s, 剩余: 3.9s
进度: 30.8081% (6100/19800) [Region:108, Point:1977] 已用: 1.7s, 剩余: 3.9s
进度: 31.8182% (6300/19800) [Region:12, Point:187] 已用: 1.9s, 剩余: 4.2s
进度: 31.3131% (6200/19800) [Region:21, Point:1723] 已用: 2.0s, 剩余: 4.4s
进度: 32.3232% (6400/19800) [Region:80, Point:2364] 已用: 2.0s, 剩余: 4.3s
进度: 32.8283% (6500/19800) [Region:11, Point:3793] 已用: 2.0s, 剩余: 4.2s
进度: 33.3333% (6600/19800) [Region:63, Point:3906] 已用: 2.1s, 剩余: 4.2s
进度: 33.8384% (6700/19800) [Region:97, Point:1435] 已用: 2.1s, 剩余: 4.2s
进度: 34.3434% (6800/19800) [Region:111, Point:854] 已用: 2.1s, 剩余: 4.1s
进度: 34.8485% (6900/19800) [Region:111, Point:816] 已用: 2.2s, 剩余: 4.0s
进度: 35.3535% (7000/19800) [Region:109, Point:1686] 已用: 2.2s, 剩余: 4.0s
进度: 35.8586% (7100/19800) [Region:98, Point:3251] 已用: 2.2s, 剩余: 3.9s
进度: 36.3636% (7200/19800) [Region:63, Point:539] 已用: 2.2s, 剩余: 3.9s
进度: 36.8687% (7300/19800) [Region:184, Point:347] 已用: 2.3s, 剩余: 3.9s
进度: 37.3737% (7400/19800) [Region:99, Point:1067] 已用: 2.3s, 剩余: 3.8s
进度: 37.8788% (7500/19800) [Region:76, Point:3957] 已用: 2.3s, 剩余: 3.8s
进度: 38.3838% (7600/19800) [Region:184, Point:2905] 已用: 2.4s, 剩余: 3.8s
进度: 38.8889% (7700/19800) [Region:44, Point:1452] 已用: 2.5s, 剩余: 3.9s
进度: 39.3939% (7800/19800) [Region:95, Point:3783] 已用: 2.5s, 剩余: 3.8s
进度: 39.8990% (7900/19800) [Region:44, Point:2647] 已用: 2.5s, 剩余: 3.8s
进度: 40.4040% (8000/19800) [Region:40, Point:2291] 已用: 2.6s, 剩余: 3.8s
进度: 40.9091% (8100/19800) [Region:44, Point:1448] 已用: 2.7s, 剩余: 3.9s
进度: 41.4141% (8200/19800) [Region:77, Point:616] 已用: 2.7s, 剩余: 3.8s
进度: 41.9192% (8300/19800) [Region:41, Point:3103] 已用: 2.7s, 剩余: 3.8s
进度: 42.9293% (8500/19800) [Region:133, Point:827] 已用: 2.8s, 剩余: 3.7s
进度: 42.4242% (8400/19800) [Region:62, Point:2132] 已用: 2.8s, 剩余: 3.8s
进度: 43.4343% (8600/19800) [Region:38, Point:1608] 已用: 2.8s, 剩余: 3.7s
进度: 43.9394% (8700/19800) [Region:178, Point:3342] 已用: 2.9s, 剩余: 3.7s
进度: 44.9495% (8900/19800) [Region:73, Point:3678] 已用: 2.9s, 剩余: 3.6s
进度: 45.4545% (9000/19800) [Region:73, Point:1439] 已用: 3.0s, 剩余: 3.6s
进度: 44.4444% (8800/19800) [Region:21, Point:2583] 已用: 3.0s, 剩余: 3.7s
进度: 45.9596% (9100/19800) [Region:37, Point:2349] 已用: 3.0s, 剩余: 3.5s
进度: 46.4646% (9200/19800) [Region:72, Point:896] 已用: 3.1s, 剩余: 3.5s
进度: 47.4747% (9400/19800) [Region:74, Point:3320] 已用: 3.2s, 剩余: 3.6s
进度: 46.9697% (9300/19800) [Region:21, Point:2132] 已用: 3.3s, 剩余: 3.7s
进度: 47.9798% (9500/19800) [Region:178, Point:1001] 已用: 3.3s, 剩余: 3.6s
进度: 48.4848% (9600/19800) [Region:122, Point:524] 已用: 3.4s, 剩余: 3.6s
进度: 48.9899% (9700/19800) [Region:22, Point:1758] 已用: 3.5s, 剩余: 3.6s
进度: 49.4949% (9800/19800) [Region:45, Point:2638] 已用: 3.5s, 剩余: 3.6s
进度: 50.0000% (9900/19800) [Region:45, Point:3573] 已用: 3.5s, 剩余: 3.5s
进度: 50.5051% (10000/19800) [Region:35, Point:2297] 已用: 3.5s, 剩余: 3.5s
进度: 51.0101% (10100/19800) [Region:167, Point:481] 已用: 3.6s, 剩余: 3.4s
进度: 51.5152% (10200/19800) [Region:35, Point:1833] 已用: 3.6s, 剩余: 3.4s
进度: 52.0202% (10300/19800) [Region:36, Point:374] 已用: 3.6s, 剩余: 3.3s
进度: 52.5253% (10400/19800) [Region:31, Point:2742] 已用: 3.6s, 剩余: 3.3s
进度: 53.0303% (10500/19800) [Region:29, Point:1517] 已用: 3.7s, 剩余: 3.3s
进度: 53.5354% (10600/19800) [Region:31, Point:3437] 已用: 3.7s, 剩余: 3.2s
进度: 54.0404% (10700/19800) [Region:34, Point:1135] 已用: 3.7s, 剩余: 3.2s
