
============================================================
处理日期: 2022-02-20
============================================================
N=3988, K=200
使用 xi 向量过滤，可访问的点数: 138/3988
日志文件: output/travel_dist_dual_values_by_date/log_p200_20220220.txt
结果已保存到: output/travel_dist_dual_values_by_date/travel_dist_dual_values_p200_20220220.csv

进度: 2.0202% (400/19800) [Region:94, Point:47] 已用: 0.0s, 剩余: 0.1s
进度: 4.0404% (800/19800) [Region:171, Point:1955] 已用: 0.0s, 剩余: 0.1s
进度: 1.5152% (300/19800) [Region:194, Point:1733] 已用: 0.0s, 剩余: 0.1s
进度: 7.0707% (1400/19800) [Region:194, Point:3113] 已用: 0.0s, 剩余: 0.1s
进度: 7.5758% (1500/19800) [Region:194, Point:1538] 已用: 0.0s, 剩余: 0.1s
进度: 1.0101% (200/19800) [Region:182, Point:3094] 已用: 0.0s, 剩余: 0.2s
进度: 6.5657% (1300/19800) [Region:172, Point:3675] 已用: 0.0s, 剩余: 0.1s
进度: 6.0606% (1200/19800) [Region:83, Point:151] 已用: 0.0s, 剩余: 0.0s
进度: 8.5859% (1700/19800) [Region:83, Point:3651] 已用: 0.0s, 剩余: 0.1s
进度: 5.5556% (1100/19800) [Region:178, Point:1189] 已用: 0.0s, 剩余: 0.1s
进度: 5.0505% (1000/19800) [Region:66, Point:2144] 已用: 0.0s, 剩余: 0.1s
进度: 4.5455% (900/19800) [Region:190, Point:283] 已用: 0.0s, 剩余: 0.1s
进度: 3.5354% (700/19800) [Region:103, Point:1530] 已用: 0.0s, 剩余: 0.1s
进度: 12.1212% (2400/19800) [Region:103, Point:3701] 已用: 0.0s, 剩余: 0.1s
进度: 3.0303% (600/19800) [Region:98, Point:2939] 已用: 0.0s, 剩余: 0.1s
进度: 2.5253% (500/19800) [Region:91, Point:2313] 已用: 0.0s, 剩余: 0.1s
进度: 12.6263% (2500/19800) [Region:98, Point:2612] 已用: 0.0s, 剩余: 0.1s
进度: 13.1313% (2600/19800) [Region:191, Point:3936] 已用: 0.0s, 剩余: 0.1s
进度: 11.6162% (2300/19800) [Region:67, Point:2661] 已用: 0.0s, 剩余: 0.1s
进度: 14.1414% (2800/19800) [Region:67, Point:3454] 已用: 0.0s, 剩余: 0.1s
进度: 11.1111% (2200/19800) [Region:83, Point:360] 已用: 0.0s, 剩余: 0.1s
进度: 10.6061% (2100/19800) [Region:17, Point:1108] 已用: 0.0s, 剩余: 0.1s
进度: 15.1515% (3000/19800) [Region:105, Point:1847] 已用: 0.0s, 剩余: 0.1s
进度: 10.1010% (2000/19800) [Region:183, Point:1203] 已用: 0.0s, 剩余: 0.1s
进度: 9.5960% (1900/19800) [Region:173, Point:1599] 已用: 0.0s, 剩余: 0.1s
进度: 9.0909% (1800/19800) [Region:167, Point:896] 已用: 0.0s, 剩余: 0.1s
进度: 8.0808% (1600/19800) [Region:115, Point:3] 已用: 0.0s, 剩余: 0.1s
进度: 17.1717% (3400/19800) [Region:13, Point:1481] 已用: 0.0s, 剩余: 0.1s
进度: 16.6667% (3300/19800) [Region:101, Point:2450] 已用: 0.0s, 剩余: 0.1s
进度: 16.1616% (3200/19800) [Region:81, Point:1803] 已用: 0.0s, 剩余: 0.1s
进度: 17.6768% (3500/19800) [Region:81, Point:3787] 已用: 0.0s, 剩余: 0.1s
进度: 18.1818% (3600/19800) [Region:181, Point:1552] 已用: 0.0s, 剩余: 0.1s
进度: 18.6869% (3700/19800) [Region:181, Point:3796] 已用: 0.0s, 剩余: 0.1s
