
============================================================
处理日期: 2021-12-17
============================================================
N=3988, K=200
使用 xi 向量过滤，可访问的点数: 169/3988
日志文件: output/travel_dist_dual_values_by_date/log_p200_20211217.txt
结果已保存到: output/travel_dist_dual_values_by_date/travel_dist_dual_values_p200_20211217.csv

进度: 1.0101% (200/19800) [Region:165, Point:2097] 已用: 0.0s, 剩余: 0.0s
进度: 2.5253% (500/19800) [Region:66, Point:1835] 已用: 0.0s, 剩余: 0.0s
进度: 6.5657% (1300/19800) [Region:183, Point:3026] 已用: 0.0s, 剩余: 0.0s
进度: 2.0202% (400/19800) [Region:15, Point:3615] 已用: 0.0s, 剩余: 0.0s
进度: 8.0808% (1600/19800) [Region:15, Point:3497] 已用: 0.0s, 剩余: 0.0s
进度: 8.5859% (1700/19800) [Region:15, Point:1699] 已用: 0.0s, 剩余: 0.0s
进度: 1.5152% (300/19800) [Region:103, Point:2266] 已用: 0.0s, 剩余: 0.0s
进度: 9.0909% (1800/19800) [Region:103, Point:3112] 已用: 0.0s, 剩余: 0.0s
进度: 7.5758% (1500/19800) [Region:30, Point:2545] 已用: 0.0s, 剩余: 0.0s
进度: 9.5960% (1900/19800) [Region:30, Point:2681] 已用: 0.0s, 剩余: 0.0s
进度: 7.0707% (1400/19800) [Region:83, Point:60] 已用: 0.0s, 剩余: 0.0s
进度: 6.0606% (1200/19800) [Region:93, Point:1162] 已用: 0.0s, 剩余: 0.0s
进度: 5.5556% (1100/19800) [Region:165, Point:2263] 已用: 0.0s, 剩余: 0.0s
进度: 5.0505% (1000/19800) [Region:132, Point:2515] 已用: 0.0s, 剩余: 0.0s
进度: 4.5455% (900/19800) [Region:101, Point:2314] 已用: 0.0s, 剩余: 0.0s
进度: 4.0404% (800/19800) [Region:44, Point:1566] 已用: 0.0s, 剩余: 0.0s
进度: 3.5354% (700/19800) [Region:122, Point:694] 已用: 0.0s, 剩余: 0.0s
进度: 3.0303% (600/19800) [Region:88, Point:3138] 已用: 0.0s, 剩余: 0.0s
进度: 12.1212% (2400/19800) [Region:122, Point:3593] 已用: 0.0s, 剩余: 0.0s
进度: 11.6162% (2300/19800) [Region:44, Point:2670] 已用: 0.0s, 剩余: 0.0s
进度: 11.1111% (2200/19800) [Region:165, Point:1452] 已用: 0.0s, 剩余: 0.0s
进度: 10.6061% (2100/19800) [Region:181, Point:1807] 已用: 0.0s, 剩余: 0.0s
进度: 13.1313% (2600/19800) [Region:181, Point:2819] 已用: 0.0s, 剩余: 0.0s
进度: 13.6364% (2700/19800) [Region:123, Point:2224] 已用: 0.0s, 剩余: 0.0s
进度: 10.1010% (2000/19800) [Region:16, Point:3119] 已用: 0.0s, 剩余: 0.0s
进度: 14.1414% (2800/19800) [Region:105, Point:2340] 已用: 0.0s, 剩余: 0.0s
进度: 12.6263% (2500/19800) [Region:102, Point:3105] 已用: 0.0s, 剩余: 0.0s
进度: 14.6465% (2900/19800) [Region:105, Point:1965] 已用: 0.0s, 剩余: 0.0s
进度: 15.1515% (3000/19800) [Region:105, Point:1750] 已用: 0.0s, 剩余: 0.0s
进度: 15.6566% (3100/19800) [Region:89, Point:2464] 已用: 0.0s, 剩余: 0.0s
进度: 16.1616% (3200/19800) [Region:89, Point:2396] 已用: 0.0s, 剩余: 0.0s
进度: 16.6667% (3300/19800) [Region:89, Point:3306] 已用: 0.0s, 剩余: 0.0s
进度: 17.1717% (3400/19800) [Region:100, Point:3436] 已用: 0.0s, 剩余: 0.0s
进度: 18.6869% (3700/19800) [Region:93, Point:440] 已用: 0.0s, 剩余: 0.0s
进度: 19.6970% (3900/19800) [Region:93, Point:414] 已用: 0.0s, 剩余: 0.0s
进度: 18.1818% (3600/19800) [Region:157, Point:229] 已用: 0.0s, 剩余: 0.0s
进度: 17.6768% (3500/19800) [Region:45, Point:3956] 已用: 0.0s, 剩余: 0.0s
进度: 20.7071% (4100/19800) [Region:118, Point:36] 已用: 0.0s, 剩余: 0.0s
进度: 20.2020% (4000/19800) [Region:54, Point:1495] 已用: 0.0s, 剩余: 0.0s
进度: 19.1919% (3800/19800) [Region:119, Point:2493] 已用: 0.0s, 剩余: 0.0s
进度: 21.7172% (4300/19800) [Region:100, Point:3409] 已用: 0.0s, 剩余: 0.0s
进度: 21.2121% (4200/19800) [Region:54, Point:2394] 已用: 0.0s, 剩余: 0.0s
进度: 22.7273% (4500/19800) [Region:48, Point:2445] 已用: 0.0s, 剩余: 0.0s
进度: 22.2222% (4400/19800) [Region:184, Point:189] 已用: 0.0s, 剩余: 0.0s
进度: 23.2323% (4600/19800) [Region:55, Point:1943] 已用: 0.0s, 剩余: 0.0s
进度: 23.7374% (4700/19800) [Region:51, Point:3662] 已用: 0.0s, 剩余: 0.0s
进度: 24.2424% (4800/19800) [Region:109, Point:2550] 已用: 0.0s, 剩余: 0.0s
进度: 25.2525% (5000/19800) [Region:109, Point:2241] 已用: 0.0s, 剩余: 0.0s
进度: 25.7576% (5100/19800) [Region:85, Point:672] 已用: 0.0s, 剩余: 0.0s
进度: 24.7475% (4900/19800) [Region:118, Point:1017] 已用: 0.0s, 剩余: 0.0s
进度: 26.2626% (5200/19800) [Region:25, Point:661] 已用: 0.0s, 剩余: 0.0s
进度: 26.7677% (5300/19800) [Region:40, Point:2076] 已用: 0.0s, 剩余: 0.0s
进度: 27.2727% (5400/19800) [Region:120, Point:3124] 已用: 0.0s, 剩余: 0.0s
进度: 27.7778% (5500/19800) [Region:86, Point:2673] 已用: 0.0s, 剩余: 0.0s
进度: 28.2828% (5600/19800) [Region:118, Point:985] 已用: 0.0s, 剩余: 0.0s
进度: 28.7879% (5700/19800) [Region:106, Point:3366] 已用: 0.0s, 剩余: 0.0s
进度: 29.2929% (5800/19800) [Region:106, Point:1456] 已用: 0.0s, 剩余: 0.0s
进度: 29.7980% (5900/19800) [Region:60, Point:1089] 已用: 0.0s, 剩余: 0.0s
进度: 30.3030% (6000/19800) [Region:61, Point:3343] 已用: 0.0s, 剩余: 0.0s
进度: 30.8081% (6100/19800) [Region:59, Point:3960] 已用: 0.0s, 剩余: 0.0s
进度: 31.3131% (6200/19800) [Region:38, Point:22] 已用: 0.0s, 剩余: 0.0s
进度: 31.8182% (6300/19800) [Region:59, Point:3655] 已用: 0.0s, 剩余: 0.0s
进度: 32.3232% (6400/19800) [Region:38, Point:236] 已用: 0.0s, 剩余: 0.0s
进度: 32.8283% (6500/19800) [Region:38, Point:1034] 已用: 0.0s, 剩余: 0.0s
进度: 33.3333% (6600/19800) [Region:35, Point:1583] 已用: 0.0s, 剩余: 0.1s
进度: 33.8384% (6700/19800) [Region:46, Point:431] 已用: 0.0s, 剩余: 0.0s
进度: 34.3434% (6800/19800) [Region:46, Point:449] 已用: 0.0s, 剩余: 0.1s
进度: 34.8485% (6900/19800) [Region:39, Point:2998] 已用: 0.0s, 剩余: 0.1s
进度: 35.3535% (7000/19800) [Region:37, Point:2686] 已用: 0.0s, 剩余: 0.1s
