
============================================================
处理日期: 2023-01-15
============================================================
N=3988, K=200
使用 xi 向量过滤，可访问的点数: 591/3988
日志文件: output/travel_dist_dual_values_by_date/log_p200_20230115.txt
结果已保存到: output/travel_dist_dual_values_by_date/travel_dist_dual_values_p200_20230115.csv
进度: 1.0101% (200/19800) [Region:15, Point:2907] 已用: 0.0s, 剩余: 0.4s
进度: 1.5152% (300/19800) [Region:3, Point:843] 已用: 0.0s, 剩余: 0.4s
进度: 2.0202% (400/19800) [Region:44, Point:1446] 已用: 0.0s, 剩余: 0.5s
进度: 2.5253% (500/19800) [Region:3, Point:349] 已用: 0.0s, 剩余: 0.6s
进度: 3.0303% (600/19800) [Region:4, Point:425] 已用: 0.0s, 剩余: 0.7s
进度: 3.5354% (700/19800) [Region:7, Point:3160] 已用: 0.0s, 剩余: 0.6s
进度: 4.0404% (800/19800) [Region:65, Point:1454] 已用: 0.0s, 剩余: 0.7s
进度: 4.5455% (900/19800) [Region:4, Point:1033] 已用: 0.0s, 剩余: 0.6s
进度: 5.0505% (1000/19800) [Region:97, Point:2716] 已用: 0.0s, 剩余: 0.6s
进度: 5.5556% (1100/19800) [Region:41, Point:1815] 已用: 0.0s, 剩余: 0.7s
进度: 6.0606% (1200/19800) [Region:8, Point:794] 已用: 0.0s, 剩余: 0.7s
进度: 6.5657% (1300/19800) [Region:66, Point:2087] 已用: 0.0s, 剩余: 0.7s
进度: 7.0707% (1400/19800) [Region:66, Point:2137] 已用: 0.1s, 剩余: 0.7s
进度: 7.5758% (1500/19800) [Region:71, Point:2668] 已用: 0.1s, 剩余: 0.7s
进度: 8.0808% (1600/19800) [Region:90, Point:3315] 已用: 0.1s, 剩余: 0.7s
进度: 8.5859% (1700/19800) [Region:71, Point:3070] 已用: 0.1s, 剩余: 0.7s
进度: 9.0909% (1800/19800) [Region:6, Point:1772] 已用: 0.1s, 剩余: 0.7s
进度: 9.5960% (1900/19800) [Region:5, Point:1730] 已用: 0.1s, 剩余: 0.7s
进度: 10.1010% (2000/19800) [Region:98, Point:2465] 已用: 0.1s, 剩余: 0.6s
进度: 10.6061% (2100/19800) [Region:1, Point:3714] 已用: 0.1s, 剩余: 0.6s
进度: 11.1111% (2200/19800) [Region:1, Point:2746] 已用: 0.1s, 剩余: 0.6s
进度: 11.6162% (2300/19800) [Region:98, Point:2929] 已用: 0.1s, 剩余: 0.6s
进度: 12.1212% (2400/19800) [Region:82, Point:3963] 已用: 0.1s, 剩余: 0.6s
进度: 12.6263% (2500/19800) [Region:181, Point:2421] 已用: 0.1s, 剩余: 0.6s
进度: 13.1313% (2600/19800) [Region:42, Point:3948] 已用: 0.1s, 剩余: 0.6s
进度: 13.6364% (2700/19800) [Region:181, Point:1505] 已用: 0.1s, 剩余: 0.6s
进度: 14.1414% (2800/19800) [Region:16, Point:1307] 已用: 0.1s, 剩余: 0.6s
进度: 14.6465% (2900/19800) [Region:16, Point:880] 已用: 0.1s, 剩余: 0.6s
进度: 15.1515% (3000/19800) [Region:185, Point:2641] 已用: 0.1s, 剩余: 0.6s
进度: 15.6566% (3100/19800) [Region:83, Point:1078] 已用: 0.1s, 剩余: 0.7s
进度: 16.1616% (3200/19800) [Region:72, Point:896] 已用: 0.1s, 剩余: 0.7s
进度: 16.6667% (3300/19800) [Region:194, Point:2863] 已用: 0.1s, 剩余: 0.7s
进度: 17.1717% (3400/19800) [Region:12, Point:194] 已用: 0.1s, 剩余: 0.7s
进度: 17.6768% (3500/19800) [Region:90, Point:1506] 已用: 0.1s, 剩余: 0.7s
进度: 18.1818% (3600/19800) [Region:72, Point:1004] 已用: 0.1s, 剩余: 0.7s
进度: 18.6869% (3700/19800) [Region:73, Point:3396] 已用: 0.2s, 剩余: 0.7s
进度: 19.1919% (3800/19800) [Region:99, Point:288] 已用: 0.2s, 剩余: 0.7s
进度: 19.6970% (3900/19800) [Region:38, Point:24] 已用: 0.2s, 剩余: 0.7s
