PointID,Region_0,Region_1,Region_2
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,693.9971243941,8082.8440730946,7658.1445352854
5,0,0,0
6,248.1282731613,7789.0672949439,6746.0248403321
7,3913.8819549027,5268.2206931055,1152.8265573436
8,0,0,0
9,866.3907873196,4373.7428568022,3932.2116279048
10,4690.6636140838,4418.7828945247,2994.8811646270
11,7249.2457703821,4108.8632692118,2959.3665964297
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,9572.0032669681,1344.9079400413,8033.7004784830
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,4758.0071213617,5132.6729828830
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
