PointID,Region_0,Region_1,Region_2
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,499.5700982013,8082.8440730946,6288.7499773409
5,251.2282844456,8223.1669434495,5386.6225267818
6,0.1493583963,7789.0672949439,5235.9096224116
7,0,0,0
8,4027.0024577110,7501.1653041858,3650.4893675760
9,0,0,0
10,5553.4958473941,4873.3345122805,5265.3713443616
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
