PointID,Region_0,Region_1,Region_2
0,0,0,0
1,0,0,0
2,7468.6227832552,8665.1005174493,3939.1554753685
3,0,0,0
4,513.6463751919,11963.2490191109,5510.6698118048
5,251.2282844456,12307.8888884571,4770.9730342082
6,14.2256353869,11862.2415604858,4557.0217414445
7,0,0,0
8,3284.5457266557,12285.5657829072,2245.0522705496
9,866.3907873196,8651.7774729092,2527.5398666278
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,5331.6275772256,12233.8978191511,140.9517008970
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
