PointID,Region_0,Region_1,Region_2
0,5435.0671728152,2217.9066208906,8683.7443542075
1,0,0,0
2,0,0,0
3,0,0,0
4,595.7559621102,6276.0943035727,6417.8460932907
5,251.2282844456,6542.1782849818,5646.3421580371
6,96.3352223052,6116.8020734687,5417.7425191994
7,0,0,0
8,0,0,0
9,0,0,0
10,3321.2296352177,2743.4183293761,4398.1276310643
11,0,0,0
12,3406.2745250084,4620.7317807315,3263.2530277622
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,8521.1461919636,1344.9079400413,10003.1112303737
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
