PointID,Region_0,Region_1,Region_2
0,0,0,0
1,0,0,0
2,0,0,0
3,3612.3286548733,8793.4524223589,3459.8490505450
4,513.4361406780,7686.4440133190,3812.8516198390
5,251.2282844456,7807.5659529075,3216.0695842952
6,14.0154008730,7375.8553552776,3011.7235066364
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,5193.8834434697,4652.3569834407,5375.8675590968
35,0,0,0.0000000000
36,6102.6091028564,1950.5987472971,6299.0973398583
