PointID,Region_0,Region_1,Region_2
0,942.0345053065,223.5516137038,8683.7443542075
1,0,0,0
2,0,0,0
3,0,0,0
4,195.6280873643,7408.6982340506,6417.8460932907
5,251.2282844456,7833.0779008451,5646.3421580371
6,96.3352223052,7395.3766323129,5417.7425191994
7,1352.0035376585,6664.3519371959,71.1351296904
8,0,0,0
9,22.0640755861,4517.7266763701,3154.8452449806
10,0,0,0
11,0,0,0
12,2563.8424137097,6443.7502271380,1408.3520902531
13,0,0,0
14,802.6861795951,2399.0919098752,8886.8440182490
15,0,0,0
16,0,0,0
17,0,0,0
18,1341.8538960563,1010.6339791429,7724.3568082062
19,0,0,0
20,0,0,0
21,5217.4927912032,1795.0592050556,10003.1112303737
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
