PointID,Region_0,Region_1,Region_2
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,513.6463751919,11391.5189028350,8720.7959927987
5,251.2282844456,11774.4158908111,7857.7888877237
6,14.2256353869,11329.7675508437,7679.9292175605
7,0,0,0
8,0,0,0
9,866.3907873196,8198.4445448609,5730.0549223617
10,0,0,0
11,0,0,0
12,0,0,0
13,7980.1886092353,880.4849388369,11623.4872724662
14,0,0,0
15,0,0,0
16,5331.6275772256,11989.1541066205,1263.9958893690
17,10827.4125778965,5879.3906502889,10263.0221519148
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
