PointID,Region_0,Region_1,Region_2
0,5809.4551720207,3896.7720225951,9630.1828861205
1,0,0,0
2,0,0,0
3,0,0,0
4,693.9971243941,8477.6338478844,7823.4253154748
5,0,0,0
6,395.7656911376,8511.1109373060,6826.0252134218
7,4777.9834926547,8003.1706225175,1926.0360671995
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
