PointID,Region_0,Region_1,Region_2
0,5764.4404417610,944.6698178298,11445.2780145846
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,431.5790336478,8948.0348282849,8833.9345234025
6,0.1493583963,8511.1109373060,8629.8694701513
7,0,0,0
8,0,0,0
9,852.3145103291,5680.5074668524,6427.5335372544
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,6337.4413624674,10.2332594833,11490.3974783841
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
