PointID,Region_0,Region_1,Region_2
0,3962.9096927348,3896.7720225951,4795.0847758042
1,1853.8940093942,3749.8838151041,2859.5853520488
2,7252.5625854995,7402.9066265955,2959.7368892952
3,0,0,0
4,461.9598175068,8477.6338478844,3201.8074146143
5,0,0,0
6,166.8523047040,8511.1109373060,2281.4738906250
7,0,0,0
8,3210.9652516229,9737.7650939892,764.9428759390
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,818.9956438677,6483.8234282537,2309.1061942935
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
