PointID,Region_0,Region_1,Region_2
0,1219.5214611302,223.5516137038,8224.1906672326
1,0,0,0
2,6550.2942488253,5928.6008592989,4221.5483839229
3,0,0,0
4,473.6451069307,7408.6982340506,7660.3229187082
5,0,0,0
6,395.7656911376,7395.3766323129,6718.6484280389
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,5766.7752967095,8711.5793578794,1252.6527535431
17,0,0,0
18,4592.1503807892,1010.6339791429,7510.8214327982
19,0,0,0
20,0,0,0
21,5918.7727774829,1795.0592050556,8130.5704034479
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,4380.5800711643,5396.2593420559
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
