PointID,Region_0,Region_1,Region_2
0,5809.4551720207,2217.9066208906,7631.8299033085
1,NaN,NaN,NaN
2,8278.2950578177,4212.1811785500,3410.9021145626
3,NaN,NaN,NaN
4,693.9971243941,6276.0943035727,7573.5985107446
5,NaN,NaN,NaN
6,395.7656911376,6116.8020734687,6675.3906932605
7,4777.9834926547,4813.5299741852,1104.0466620134
8,NaN,NaN,NaN
9,NaN,NaN,NaN
10,5553.4958473941,3194.4691105759,2707.9797151680
11,NaN,NaN,NaN
12,NaN,NaN,NaN
13,NaN,NaN,NaN
14,NaN,NaN,NaN
15,NaN,NaN,NaN
16,NaN,NaN,NaN
17,NaN,NaN,NaN
18,NaN,NaN,NaN
19,NaN,NaN,NaN
20,NaN,NaN,NaN
21,NaN,NaN,NaN
22,NaN,NaN,NaN
23,NaN,NaN,NaN
24,NaN,NaN,NaN
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,NaN,NaN,NaN
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,NaN,NaN
32,NaN,0.0000000000,NaN
33,NaN,NaN,NaN
34,NaN,NaN,NaN
35,NaN,NaN,0.0000000000
36,NaN,NaN,NaN
