PointID,Region_0,Region_1,Region_2
0,5435.0671728152,1311.3660930004,8723.5501632525
1,NaN,NaN,NaN
2,NaN,NaN,NaN
3,NaN,NaN,NaN
4,NaN,NaN,NaN
5,NaN,NaN,NaN
6,2062.5940710013,7383.6386628167,4418.7760888727
7,1371.7783636770,5774.9143583269,71.1351296904
8,1073.6630533752,7757.4559021141,888.8366412034
9,NaN,NaN,NaN
10,NaN,NaN,NaN
11,NaN,NaN,NaN
12,3406.2745250084,5773.8089140930,392.3000659560
13,NaN,NaN,NaN
14,NaN,NaN,NaN
15,NaN,NaN,NaN
16,2769.7977082177,7732.2641720520,140.9517008970
17,NaN,NaN,NaN
18,NaN,NaN,NaN
19,NaN,NaN,NaN
20,NaN,NaN,NaN
21,8521.1461919636,581.8506605254,10374.2369382724
22,NaN,NaN,NaN
23,NaN,NaN,NaN
24,7341.8704343078,581.9234624450,10367.2064790626
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,NaN,NaN,NaN
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,4426.1318381843,4030.2660747396
32,NaN,0.0000000000,NaN
33,7224.7102532369,2306.5054309697,8145.5382688162
34,NaN,NaN,NaN
35,NaN,NaN,0.0000000000
36,NaN,NaN,NaN
