PointID,Region_0,Region_1,Region_2
0,1176.4013313053,148.9444870981,11445.2780145846
1,NaN,NaN,NaN
2,NaN,NaN,NaN
3,NaN,NaN,NaN
4,547.1863377652,7481.6640004580,9650.9413381550
5,251.2282844456,7918.1422310457,8833.9345234025
6,47.7655979602,7480.4409625136,8629.8694701513
7,NaN,NaN,NaN
8,NaN,NaN,NaN
9,864.4961868848,4602.7910065707,6427.5335372544
10,NaN,NaN,NaN
11,NaN,NaN,NaN
12,NaN,NaN,NaN
13,3666.4146245645,35.9563721483,11886.0751013746
14,NaN,NaN,NaN
15,NaN,NaN,NaN
16,NaN,NaN,NaN
17,NaN,NaN,NaN
18,4590.2557803544,1011.5334953284,10575.1941640571
19,NaN,NaN,NaN
20,NaN,NaN,NaN
21,5538.3874656646,1709.9948748549,12043.3347578173
22,NaN,NaN,NaN
23,NaN,NaN,NaN
24,NaN,NaN,NaN
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,NaN,NaN,NaN
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,NaN,NaN
32,NaN,0.0000000000,NaN
33,NaN,NaN,NaN
34,NaN,NaN,NaN
35,NaN,NaN,0.0000000000
36,NaN,NaN,NaN
