PointID,Region_0,Region_1,Region_2
0,NaN,NaN,NaN
1,1853.8940093942,4016.9696329255,6874.7394239759
2,NaN,NaN,NaN
3,NaN,NaN,NaN
4,278.8871873947,8082.8440730946,6288.7499773409
5,251.2282844456,8223.1669434495,5386.6225267818
6,0.1493583963,7789.0672949439,5235.9096224116
7,NaN,NaN,NaN
8,4027.0024577110,7501.1653041858,3650.4893675760
9,NaN,NaN,NaN
10,4462.9832929293,4873.3345122805,5265.3713443616
11,NaN,NaN,NaN
12,NaN,NaN,NaN
13,NaN,NaN,NaN
14,NaN,NaN,NaN
15,NaN,NaN,NaN
16,NaN,NaN,NaN
17,10421.2416286361,3578.5751789062,9716.8690950239
18,NaN,NaN,NaN
19,NaN,NaN,NaN
20,NaN,NaN,NaN
21,NaN,NaN,NaN
22,NaN,NaN,NaN
23,NaN,NaN,NaN
24,NaN,NaN,NaN
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,NaN,NaN,NaN
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,NaN,NaN
32,NaN,0.0000000000,NaN
33,NaN,NaN,NaN
34,NaN,NaN,NaN
35,NaN,NaN,0.0000000000
36,NaN,NaN,NaN
