PointID,Region_0,Region_1,Region_2
0,1141.8881752537,223.5516137038,8683.7443542075
1,NaN,NaN,NaN
2,NaN,NaN,NaN
3,NaN,NaN,NaN
4,595.7559621102,7481.6640004580,6244.0856274468
5,251.2282844456,7940.2062478930,5426.5814018707
6,96.3352223052,7502.3965719806,5224.1871461210
7,NaN,NaN,NaN
8,NaN,NaN,NaN
9,NaN,NaN,NaN
10,NaN,NaN,NaN
11,NaN,NaN,NaN
12,3109.5198116794,6813.0801099379,2506.8681482498
13,NaN,NaN,NaN
14,NaN,NaN,NaN
15,NaN,NaN,NaN
16,2769.7977082177,9237.6555533900,507.6110098566
17,6170.4857468067,5421.2908298527,8935.8820556737
18,4295.3956674602,1011.5334953284,7724.3568082062
19,NaN,NaN,NaN
20,6707.4858143978,5959.5103709424,9374.0237433509
21,NaN,NaN,NaN
22,NaN,NaN,NaN
23,NaN,NaN,NaN
24,NaN,NaN,NaN
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,NaN,NaN,NaN
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,NaN,NaN
32,NaN,0.0000000000,NaN
33,NaN,NaN,NaN
34,NaN,NaN,NaN
35,NaN,NaN,0.0000000000
36,NaN,NaN,NaN
