PointID,Region_0,Region_1,Region_2
0,5435.0671728152,2217.9066208906,6720.6101531656
1,NaN,NaN,NaN
2,5038.5623480108,4212.1811785500,3375.6833327925
3,NaN,NaN,NaN
4,693.9971243940,6276.0943035727,6203.2380703307
5,NaN,NaN,NaN
6,0.0349356672,6116.8020734687,5302.3267808082
7,NaN,NaN,NaN
8,NaN,NaN,NaN
9,NaN,NaN,NaN
10,3321.2296352177,3194.4691105759,2159.6218748348
11,NaN,NaN,NaN
12,2155.6443262626,4620.7317807315,2406.0448408059
13,NaN,NaN,NaN
14,NaN,NaN,NaN
15,226.7301491946,6163.0407215366,3356.9378797604
16,NaN,NaN,NaN
17,NaN,NaN,NaN
18,NaN,NaN,NaN
19,NaN,NaN,NaN
20,NaN,NaN,NaN
21,NaN,NaN,NaN
22,NaN,NaN,NaN
23,NaN,NaN,NaN
24,NaN,NaN,NaN
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,NaN,NaN,NaN
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,NaN,NaN
32,NaN,0.0000000000,NaN
33,NaN,NaN,NaN
34,NaN,NaN,NaN
35,NaN,NaN,0.0000000000
36,NaN,NaN,NaN
