PointID,Region_0,Region_1,Region_2
0,NaN,NaN,NaN
1,33.3967172938,7292.0040727869,6874.7394239759
2,NaN,NaN,NaN
3,NaN,NaN,NaN
4,293.8692496482,11963.2490191109,6288.7499773409
5,NaN,NaN,NaN
6,395.7656911376,11862.2415604858,5235.9096224116
7,NaN,NaN,NaN
8,4027.0024577110,12285.5657829072,3650.4893675760
9,NaN,NaN,NaN
10,NaN,NaN,NaN
11,NaN,NaN,NaN
12,NaN,NaN,NaN
13,NaN,NaN,NaN
14,2197.0508092196,7219.1019478331,9490.9431661960
15,NaN,NaN,NaN
16,NaN,NaN,NaN
17,10029.7469418969,5879.9885991752,9716.8690950239
18,NaN,NaN,NaN
19,NaN,NaN,NaN
20,NaN,NaN,NaN
21,NaN,NaN,NaN
22,NaN,NaN,NaN
23,NaN,NaN,NaN
24,NaN,NaN,NaN
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,NaN,NaN,NaN
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,NaN,NaN
32,NaN,0.0000000000,NaN
33,NaN,NaN,NaN
34,NaN,NaN,NaN
35,NaN,NaN,0.0000000000
36,NaN,NaN,NaN
