InstanceName,NumUnits,NumRegions,RSD,r,gamma,Scenarios,UseD1,Delta1,Delta2,UseJointChance,UseExactMethod,UseImprovedModel,AvgDistMethod,Runtime(s),Objective,OutOfSamplePerformance,SolveSuccess,StatusCode,CutIterations,FailureStage
GG20-3-1.dat,20,3,0.125,0.5,0.4,1000,true,0.00,0.00,false,false,true,1,0.435,243189.4954,0.9782,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.5,0.4,1000,true,0.00,0.00,false,false,true,2,0.400,-1.0000,-1.0000,false,12,-1,4
GG20-3-1.dat,20,3,0.125,0.5,0.4,1000,true,0.00,0.00,false,true,true,1,1.986,243189.4954,0.9782,true,-1,38,0
GG20-3-1.dat,20,3,0.125,0.5,0.4,1000,true,0.00,0.00,false,true,true,2,1.530,243189.4954,0.9074,true,-1,38,0
GG20-3-1.dat,20,3,0.125,0.5,0.4,1000,false,2.00,4.00,false,false,true,1,1.851,266326.0242,1.0000,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.5,0.4,1000,false,2.00,4.00,false,false,true,2,1.790,263921.9908,1.0000,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.5,0.4,1000,false,2.00,4.00,false,true,true,1,8.553,-1.0000,-1.0000,false,-1,100,2
GG20-3-1.dat,20,3,0.125,0.5,0.4,1000,false,2.00,4.00,false,true,true,2,9.072,-1.0000,-1.0000,false,-1,100,2
GG20-3-1.dat,20,3,0.125,0.5,0.3,1000,true,0.00,0.00,false,false,true,1,0.579,-1.0000,-1.0000,false,12,-1,4
GG20-3-1.dat,20,3,0.125,0.5,0.3,1000,true,0.00,0.00,false,false,true,2,0.346,248209.4660,1.0000,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.5,0.3,1000,true,0.00,0.00,false,true,true,1,2.482,243189.4954,0.9782,true,-1,39,0
GG20-3-1.dat,20,3,0.125,0.5,0.3,1000,true,0.00,0.00,false,true,true,2,4.988,248209.4660,1.0000,true,-1,53,0
GG20-3-1.dat,20,3,0.125,0.5,0.3,1000,false,2.00,4.00,false,false,true,1,25.222,268338.2134,1.0000,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.5,0.3,1000,false,2.00,4.00,false,false,true,2,2.298,268338.2134,1.0000,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.5,0.3,1000,false,2.00,4.00,false,true,true,1,15.359,-1.0000,-1.0000,false,-1,100,2
GG20-3-1.dat,20,3,0.125,0.5,0.3,1000,false,2.00,4.00,false,true,true,2,15.252,-1.0000,-1.0000,false,-1,100,2
GG20-3-1.dat,20,3,0.125,0.5,0.2,1000,true,0.00,0.00,false,false,true,1,1.085,248209.4660,1.0000,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.5,0.2,1000,true,0.00,0.00,false,false,true,2,0.790,-1.0000,-1.0000,false,12,-1,4
GG20-3-1.dat,20,3,0.125,0.5,0.2,1000,true,0.00,0.00,false,true,true,1,4.357,243189.4954,0.9782,true,-1,39,0
GG20-3-1.dat,20,3,0.125,0.5,0.2,1000,true,0.00,0.00,false,true,true,2,10.119,248209.4660,1.0000,true,-1,54,0
GG20-3-1.dat,20,3,0.125,0.5,0.2,1000,false,2.00,4.00,false,false,true,1,1.896,-1.0000,-1.0000,false,3,-1,4
GG20-3-1.dat,20,3,0.125,0.5,0.2,1000,false,2.00,4.00,false,false,true,2,2.006,-1.0000,-1.0000,false,3,-1,4
GG20-3-1.dat,20,3,0.125,0.5,0.2,1000,false,2.00,4.00,false,true,true,1,16.308,-1.0000,-1.0000,false,-1,100,2
GG20-3-1.dat,20,3,0.125,0.5,0.2,1000,false,2.00,4.00,false,true,true,2,15.216,-1.0000,-1.0000,false,-1,100,2
GG20-3-1.dat,20,3,0.125,0.5,0.1,1000,true,0.00,0.00,false,false,true,1,1.351,252615.1415,1.0000,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.5,0.1,1000,true,0.00,0.00,false,false,true,2,0.841,250085.3953,1.0000,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.5,0.1,1000,true,0.00,0.00,false,true,true,1,8.277,248209.4660,1.0000,true,-1,65,0
GG20-3-1.dat,20,3,0.125,0.5,0.1,1000,true,0.00,0.00,false,true,true,2,6.423,248209.4660,1.0000,true,-1,65,0
GG20-3-1.dat,20,3,0.125,0.5,0.1,1000,false,2.00,4.00,false,false,true,1,0.100,-1.0000,-1.0000,false,3,-1,2
GG20-3-1.dat,20,3,0.125,0.5,0.1,1000,false,2.00,4.00,false,false,true,2,0.075,-1.0000,-1.0000,false,3,-1,2
GG20-3-1.dat,20,3,0.125,0.5,0.1,1000,false,2.00,4.00,false,true,true,1,8.258,-1.0000,-1.0000,false,-1,100,2
GG20-3-1.dat,20,3,0.125,0.5,0.1,1000,false,2.00,4.00,false,true,true,2,8.752,-1.0000,-1.0000,false,-1,100,2
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,true,0.00,0.00,false,false,true,1,0.070,210334.2961,0.9984,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,true,0.00,0.00,false,false,true,2,0.095,268026.8437,0.9944,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,true,0.00,0.00,false,true,true,1,0.142,210334.2961,0.9984,true,-1,21,0
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,true,0.00,0.00,false,true,true,2,0.345,268026.8437,0.9944,true,-1,7,0
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,false,2.00,4.00,false,false,true,1,3.021,-1.0000,-1.0000,false,3,-1,4
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,false,2.00,4.00,false,false,true,2,0.556,-1.0000,-1.0000,false,3,-1,4
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,false,2.00,4.00,false,true,true,1,5.814,-1.0000,-1.0000,false,-1,100,2
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,false,2.00,4.00,false,true,true,2,15.783,295365.2972,1.0000,true,-1,8,0
GG20-3-1.dat,20,3,0.125,0.4,0.3,1000,true,0.00,0.00,false,false,true,1,0.180,210334.2961,0.9984,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.4,0.3,1000,true,0.00,0.00,false,false,true,2,0.231,268843.1925,0.9998,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.4,0.3,1000,true,0.00,0.00,false,true,true,1,0.237,210334.2961,0.9984,true,-1,21,0
GG20-3-1.dat,20,3,0.125,0.4,0.3,1000,true,0.00,0.00,false,true,true,2,0.482,268026.8437,0.9944,true,-1,7,0
GG20-3-1.dat,20,3,0.125,0.4,0.3,1000,false,2.00,4.00,false,false,true,1,4.112,-1.0000,-1.0000,false,3,-1,4
GG20-3-1.dat,20,3,0.125,0.4,0.3,1000,false,2.00,4.00,false,false,true,2,1.093,-1.0000,-1.0000,false,3,-1,4
GG20-3-1.dat,20,3,0.125,0.4,0.3,1000,false,2.00,4.00,false,true,true,1,10.219,-1.0000,-1.0000,false,-1,100,2
GG20-3-1.dat,20,3,0.125,0.4,0.3,1000,false,2.00,4.00,false,true,true,2,27.109,-1.0000,-1.0000,false,-1,100,3
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,true,0.00,0.00,false,false,true,1,3.699,-1.0000,-1.0000,false,3,-1,4
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,true,0.00,0.00,false,false,true,2,0.410,280583.0909,1.0000,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,true,0.00,0.00,false,true,true,1,0.237,210334.2961,0.9984,true,-1,21,0
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,true,0.00,0.00,false,true,true,2,0.509,268026.8437,0.9944,true,-1,7,0
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,false,2.00,4.00,false,false,true,1,0.157,-1.0000,-1.0000,false,3,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,false,2.00,4.00,false,false,true,2,0.199,-1.0000,-1.0000,false,3,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,false,2.00,4.00,false,true,true,1,10.052,-1.0000,-1.0000,false,-1,100,2
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,false,2.00,4.00,false,true,true,2,15.282,-1.0000,-1.0000,false,-1,100,2
GG20-3-1.dat,20,3,0.125,0.4,0.1,1000,true,0.00,0.00,false,false,true,1,3.007,-1.0000,-1.0000,false,3,-1,4
GG20-3-1.dat,20,3,0.125,0.4,0.1,1000,true,0.00,0.00,false,false,true,2,0.659,280583.0909,1.0000,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.4,0.1,1000,true,0.00,0.00,false,true,true,1,4.744,-1.0000,-1.0000,false,-1,100,2
GG20-3-1.dat,20,3,0.125,0.4,0.1,1000,true,0.00,0.00,false,true,true,2,8.177,280583.0909,1.0000,true,-1,7,0
GG20-3-1.dat,20,3,0.125,0.4,0.1,1000,false,2.00,4.00,false,false,true,1,0.120,-1.0000,-1.0000,false,3,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.1,1000,false,2.00,4.00,false,false,true,2,0.155,-1.0000,-1.0000,false,3,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.1,1000,false,2.00,4.00,false,true,true,1,10.602,-1.0000,-1.0000,false,-1,100,2
GG20-3-1.dat,20,3,0.125,0.4,0.1,1000,false,2.00,4.00,false,true,true,2,15.533,-1.0000,-1.0000,false,-1,100,2
