PointID,Region_0,Region_1,Region_2
0,5784.6334263309,2217.9066208906,11404.8252642155
1,0,0,0
2,0,0,0
3,0,0,0
4,513.6463751919,6276.0943035727,9409.9176097814
5,251.2282844456,6542.1782849818,8527.8432181441
6,14.2256353869,6116.8020734687,8363.5378634202
7,0,0,0
8,0,0,0
9,866.3907873196,3081.3382524500,6387.7769767343
10,4690.6636140838,3194.4691105759,6435.0077625314
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,10827.4125778965,3578.5751789062,9501.3333411339
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,9003.9287781390,9710.4061844944,3594.9663900501
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
