PointID,Region_0,Region_1,Region_2
0,5435.0671728152,3893.2711860392,7161.3509157887
1,0,0,0
2,5038.5623480108,6555.5962574872,3410.9021145626
3,0,0,0
4,0,0,0
5,349.4694467295,8840.0069650514,4594.0235788294
6,0.1493583963,8403.1914814528,4418.7760888727
7,1371.7783636770,7526.8571416859,106.3539114606
8,995.7763189076,9373.5536258900,1290.7147319332
9,0,0,0
10,0,0,0
11,0,0,0
12,3310.0886610995,7361.1872725023,392.3000659560
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,9610.2050713812,4649.2167191727,6230.0483249850
21,8521.1461919636,1795.9587212411,7544.4158731290
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
