PointID,Region_0,Region_1,Region_2
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,431.5790336478,6153.4129324928,8833.9345234025
6,0.1493583963,5727.1509360461,8629.8694701513
7,0,0,0
8,0,0,0
9,604.2948940519,2714.0118001782,6427.5335372544
10,2255.0309527976,920.2006071627,6591.1327185541
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,4556.7158177811,2386.8252746123,10575.1941640571
19,0,0,0
20,0,0,0
21,5571.9274282379,581.8506605254,12043.3347578173
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,5433.3462298116,731.5528342767,9465.3698438470
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
