PointID,Region_0,Region_1,Region_2
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,595.7559621102,7481.6640004580,6417.8460932907
5,251.2282844456,7940.2062478930,5646.3421580371
6,96.3352223052,7502.3965719806,5417.7425191994
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,3109.5198116794,6813.0801099379,3263.2530277622
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,4295.3956674602,4684.7539042198,7724.3568082062
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
