PointID,Region_0,Region_1,Region_2
0,5809.4551720207,3896.7720225951,11033.1899194050
1,0,0,0
2,0,0,0
3,0,0,0
4,499.5700982013,8477.6338478844,8720.7959927987
5,251.2282844456,8948.0348282849,7857.7888877237
6,0.1493583963,8511.1109373060,7679.9292175605
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,6171.2931083379,10111.1117550752,1263.9958893690
17,0,0,0
18,0,0,0
19,0,0,0
20,12267.6841284914,6183.5411478090,10651.4902390018
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
