PointID,Region_0,Region_1,Region_2
0,3225.0357365346,2095.6195718229,4789.9224299291
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,2760.9111094059,5825.8771828700,3290.2748017292
7,0,0,0
8,2449.6144431343,6296.8139977374,2284.3428664733
9,0.3343424415,2787.1891502834,1082.7157285784
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,7074.1370513581,4081.2865706762,5792.5342114744
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,4327.8269985915,3511.6230546496,4829.7913278074
35,0,0,0.0000000000
36,0,0,0
