PointID,Region_0,Region_1,Region_2
0,5784.6334263309,2217.9066208906,9440.7625373375
1,0,0,0
2,0,0,0
3,0,0,0
4,693.9971243941,6276.0943035727,6288.7499773409
5,0,0,0
6,248.1282731613,6116.8020734687,5235.9096224116
7,0,0,0
8,3284.5457266557,6632.2300169725,2527.4451791040
9,866.3907873196,3081.3382524500,3740.4991887337
10,4690.6636140838,3194.4691105759,5265.3713443616
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,5331.6275772256,6916.7292139563,140.9517008970
17,10827.4125778965,3578.5751789062,9716.8690950239
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,0,0
32,0,0.0000000000,0
33,0,0,0
34,0,0,0
35,0,0,0.0000000000
36,0,0,0
