PointID,Region_0,Region_1,Region_2
0,3225.0357365346,2095.6195718229,4789.9224299291
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,3008.3612120215,5825.8771828700,3290.2748017292
7,0,0,0
8,2202.1643405188,6296.8139977374,1378.0648174478
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,3360.8023847914,6603.8598289286,254.7594311400
17,0,0,0
18,0,0,0
19,4745.3607134992,8207.4760072681,1339.4494799098
20,0,0,0
21,5605.9791038485,1362.1661921393,6042.5226304052
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0.0000000000,2942.8360829155,1955.9976465759
32,0,0.0000000000,0
33,0,0,0
34,5193.8834434697,3077.8305255477,4943.5990580504
35,0,0,0.0000000000
36,0,0,0
