序号,经度,纬度
3476,113.217207770536000,22.697929727145770
3627,113.002531944216680,23.082096522526160
2020,113.259481519521510,23.169440820977980
831,113.939135410021460,22.687702356196920
641,114.130826556144880,22.691972290684980
673,114.287439488666200,22.701153769983530
3263,113.485306446628310,22.706160217787390
1545,113.473038184465980,22.632184582524270
2955,113.876797360150760,22.825983301119580
1365,113.858658794792720,23.074772278731583
2656,113.201917381157840,23.380448160733400
1125,113.923377885660760,23.020090191717657
2883,113.858171501798570,22.921467906122736
182,113.969284390973840,23.069837285224835
2750,113.250183539294350,23.304579973256093
1984,113.306775577354460,23.049122594016400
2310,113.487275111862520,22.278488904722515
3218,113.345355000000000,22.904159000000000
3181,114.094662093559420,22.828438882419650
2269,114.230188320336960,22.631217672322244
2746,113.254594466382900,23.387725817972480
383,113.646272732383640,22.917787352885360
3877,113.893640180680800,22.672030452713127
3384,114.067793941429880,22.577798490614490
3842,114.126760342150360,22.740785050269352
2264,113.810243453360510,23.083886762068705
814,113.664330284328240,23.012000729242203
3051,113.618687931745970,22.999734781833450
2942,113.309415370910950,22.840094990185560
2350,113.349285074957920,23.130613369409595
1725,113.453137492344520,22.848567202858693
3613,113.259528946365880,23.041042906831525
3777,113.335507089114930,23.264588476974130
850,113.808538803925940,22.678188755289800
1855,113.355864000000040,22.454188000000010
3872,113.091807000000000,23.185112000000000
3118,113.592177526307640,23.067339027587927
1250,114.170571611909040,22.858608404143020
2809,113.510701000000000,23.161095000000000
1602,113.329128869900600,22.591181731698700
3246,114.053480572866920,22.513767076246207
3820,113.478612185197430,22.324781831658520
2859,113.546288313555480,22.273172053464360
1213,113.740381710935600,22.861062795238293
3900,113.303437530750160,22.892715177919070
1954,113.449226483414630,22.959421528770940
1613,113.591187065887080,22.794788766191760
2603,113.010402840326960,23.042055502925248
1633,113.262543844785400,22.591628665706760
575,114.320543615190460,22.727019676995510
509,113.848621294971540,22.606872096378886
3893,113.265024090581400,22.534692986488780
3526,113.057654990919640,23.145238672722560
1895,113.246783523817500,22.958729280114390
1728,113.440560238624800,23.162230074189440
2604,113.392654650765440,23.026034451309474
1112,113.710700403099540,22.904924196221930
3516,113.677454363226740,22.768270824375450
1299,113.779519505915600,22.964105970665653
2579,113.334139726014900,22.516760747117980
1790,113.221757138564460,23.058890875300968
1259,114.180373156631160,22.806020789563000
3667,113.457773954461800,22.895745932527970
3478,113.110504802679340,23.108396871155925
2557,113.463543999999980,22.745418000000000
2028,113.535797088138000,22.569533963359824
2455,113.271023139917180,22.816916766449010
803,113.712730058704370,22.991207302153160
2256,113.361040508457520,23.052765824646440
832,114.200421460810180,22.657566389924863
3984,113.677760137277320,23.134544018810217
2698,114.061279277836100,23.095836866440610
3178,113.872270201646840,22.772196038076870
1236,113.680054004183520,23.071295448082160
768,113.931759092152320,22.591454368408400
1232,113.782202097190880,23.024773092812893
3370,113.463369061078040,22.540825980941413
3756,113.089946216494000,23.076092269978030
2934,113.184456537775030,22.612069540283830
3235,114.040745980688900,22.938240354270520
2522,113.515529000000000,22.475615000000000
3416,113.418174643553100,22.483006673026512
3176,113.364632976395440,22.750570551208570
527,113.977932171962000,22.540648167891040
2016,113.241715837909770,22.907055826167910
3818,113.397105000000000,22.906520000000000
1570,113.518507593320380,22.831752063114710
3058,113.920402175764020,23.097494040285420
3794,113.148378792930910,23.158473545292500
95,113.749317194169100,22.802047350125920
2041,113.395416834800640,22.597328742957533
461,114.049373618361220,22.719078728929084
40,113.999556606080840,22.989024336314130
2025,113.204818021212060,23.198035135735990
3792,114.133103749952350,22.868081349932390
646,114.001029105925440,22.597079933274784
3356,113.280508597272960,23.440124124052440
2182,113.311087888924670,23.097763108226047
298,113.721306896043600,23.068249516919508
585,114.108207490336260,22.569694289703943
3352,113.202797216772130,23.236962897371210
3562,113.810139305156780,22.912753342108510
3618,113.576538475228650,22.522858673256010
1440,113.406628683786560,22.517624976852600
2511,113.334069564312930,23.218597150801283
769,113.807614969069300,22.818630391278630
889,113.922284426547820,22.882095762072844
409,113.689209549194000,22.933637832084820
3517,113.387517478350060,22.645373113183500
1768,113.122167841706340,23.039175409129480
2781,113.151787000000000,23.235383000000000
2372,113.264836539463900,22.468490397718547
229,113.847163003318290,22.984509905089404
1080,113.968634361047820,22.938388578795360
2952,113.505563000000000,22.905754000000000
3530,114.195907601686400,22.563403834855063
1861,113.321178675038380,22.980231907930808
549,114.069591276839800,22.622364633403280
1571,113.518751999999960,22.396638000000003
770,114.169144551358680,22.616811221590930
1527,113.323217661293700,22.438163746362400
3312,113.730314942228230,23.139968487249170
3091,113.251195190701680,23.270094408313320
3766,114.063102075661360,22.755948407163080
1380,113.870851197322480,22.638504315168900
2839,113.617610181670490,23.091794622810280
2928,114.077418222222220,22.947568888888890
2950,113.734237267314440,23.026135397429947
2595,113.454366453445740,23.047641853824214
3180,113.759256113690380,23.094279706423700
78,114.032365455632440,22.971710734307730
824,113.939007449955330,22.731261532425050
3611,114.076850107092330,22.681261213836430
3815,113.215410462961600,22.646626154255220
2624,113.468323545793570,23.003495093097325
3167,113.187678465923000,23.131208803488650
1566,113.527955203950310,22.728944546342610
1802,113.594747114639200,22.344137776230184
116,113.910527645966040,22.989290278540010
1173,113.911009803686440,22.754597423435130
2438,113.054155418607980,23.028680036862248
1476,113.297454355439480,22.736468756661260
2248,113.373785000000000,23.187841000000000
2573,113.256316773383200,22.738520624832250
1944,113.370292266396230,22.931532730611533
2060,113.282349134280200,22.677477411621320
90,113.691840409860520,22.800796198022898
2959,113.655895971442430,22.851781932584730
343,114.012935982422000,22.917920323984056
3719,113.473008000000000,22.422351000000000
3039,113.571456649688950,22.406705508705464
3956,113.617921927691640,23.127877071782244
1428,113.438317940100460,22.654614519223370
2791,113.497105262763920,22.608641390954087
2023,113.222255334029880,22.579597858938733
3297,114.144453664774300,22.793413749028986
2566,113.857789528755280,23.041381522334130
508,113.893519479028550,22.517207274564640
55,113.920846756916080,22.941847622928684
2979,113.257390758621200,22.627534433090370
917,113.971255658341180,22.712899251438653
3275,113.407129489744080,22.678585450639210
1787,113.234773999999960,22.850077005857580
1799,113.179638926130080,23.070064026442630
3629,113.264816918284200,23.355704022061307
2164,113.282472990008160,23.240149464756740
5,114.000347010433120,23.050653038104250
740,114.351129350116570,22.712951137062400
704,114.126539951950520,22.542175015780650
3320,113.377025857444120,22.842805902513216
3898,113.924550768134980,22.499287676774923
3135,113.199244778445840,23.337876353153060
2410,113.551940818440000,22.483610806358370
612,114.246696796643760,22.700913475722830
3758,113.562362411493960,23.081933520947790
3976,113.359224000000000,22.710555000000000
3237,113.212319906436720,23.410052909246360
1506,113.381934527691060,22.538533182529800
1781,113.012904454855320,23.011327351006040
1022,113.949824825334670,23.000030980130408
3604,113.426431954328800,22.586162296823723
3672,113.303638846222920,22.413339286205610
2253,113.381723340858560,23.079419433779810
1377,113.816128926265380,22.768306064472345
1455,113.513980391830240,22.260387444568973
3049,113.366488187394540,23.253285153668400
1031,113.980396131366430,22.843873803304664
886,113.629916793182910,22.877462446165342
1823,113.302572473247600,23.016403372869508
2017,113.242025732257560,23.093158067801056
2094,113.475221520729080,23.170590607169650
3804,113.944992165520800,22.824742160753330
3746,113.474473306504720,23.101892135824777
3402,113.364696144701480,23.323706291094560
2643,113.332370054642200,23.343078385237973
762,114.012197007270200,22.654744218812950
400,113.853522456735850,22.861883406993982
620,114.126594773034000,22.659899185869270
751,114.118485811845960,22.629603052033850
3934,114.393061250308100,23.081547780021640
2596,113.428470452572640,23.086192508925130
135,113.849038956228600,23.113268769887203
2512,114.123783920724080,22.770284822003840
2599,113.302082761319080,22.516572153202000
1983,113.297835274806000,22.959928794723010
4,114.059645537569440,23.050315135926720
3622,113.505011346396710,23.007784937825168
3107,114.214503000000020,22.703519000000007
3211,113.708475006573640,22.861958801354850
3711,114.073158185321760,22.806827345772060
3885,113.649134777154560,23.064573065526290
3265,113.594652630232320,23.029020229159470
1452,113.527939234368890,22.803991828404730
3807,113.870794576017940,22.731833170950463
2784,113.250590517151620,22.560526991915683
2122,113.406453408191880,23.176490589410868
3581,113.884619899489830,23.091056387119608
2817,113.527713154282800,22.356198194957656
1294,114.161854777023620,22.740777589713150
2330,113.315054601857550,23.241503445474680
2389,113.307488101209050,22.706039479396267
502,113.791168515531330,23.111942568350730
2200,113.263132149603600,23.197960015686780
3729,113.543665919921840,22.535857902292346
505,113.902206429717960,22.570122982183044
2769,113.348552000000000,22.831342000000000
1356,114.146944529383300,22.578231591247390
3502,113.124791000000000,23.196723000000000
3704,113.994005281845030,22.740231184002650
787,114.107614275277980,23.012841019371248
609,114.197722791030320,22.629176340687250
2340,113.233414142849940,23.187055359495567
2160,113.279908668922690,23.108155952511453
3568,113.997772499955060,23.081040474566667
3412,113.065728268386700,23.002299381187985
30,113.841586587357840,23.012946064355370
1720,113.467604928486570,22.681738323223180
793,114.052395818872840,22.549435116083245
910,113.955212909500820,22.792862490622110
3938,113.194282531694000,23.036755901968610
2865,113.230966166219640,23.249221950248984
2106,113.419752475324760,23.130243882263382
3482,113.479255083807250,22.517081714278287
2179,113.309252765757440,23.293096609940623
2719,113.355018999999980,22.654724000000005
3797,113.399100712108170,23.209427324807315
3905,113.736950161599860,22.973178692247203
3803,114.249731254326820,22.749647768746943
2749,113.150859384844300,23.392842054430748
3873,114.100750000000000,22.855475000000000
342,114.059380918233420,23.002995272440510
2647,113.336344224182140,22.563765056726520
3699,113.429189000000000,22.729860000000000
2550,113.493193223423670,22.541360411927320
1782,113.160701685330150,23.091297300734823
3306,113.557284333333310,23.110731666666663
1277,114.158899505232530,22.683128482593630
3271,113.887420000143360,23.035503585627094
2980,113.750172000000000,22.774757000000000
3825,113.265022000000000,23.415643000000000
2352,113.327817256779600,23.069621112118530
2339,113.233079551636100,23.149350194583260
3467,113.082017681136120,23.049897585568782
3981,113.648223332316420,23.133429586369843
1731,113.429134387974100,22.380733516648025
2892,113.821612513642020,22.723154885388087
1323,114.106503377901560,22.800500114775936
2678,113.426951000000000,22.931644000000000
3592,113.242523600000000,22.714755200000000
1632,113.267533628934460,23.137882059503017
3371,113.461051649533740,22.266871169533665
3949,113.312885785875040,23.166887170876628
2321,113.377415863654960,23.123327261945960
3867,113.781449823353400,22.744000719862967
919,114.199584129297680,22.729208486722115
2204,113.229501051436600,22.931398695016370
1624,113.292288829548160,22.648286364266440
1851,113.350119340805850,22.983133724425613
2907,113.538328234281000,22.693172026437820
45,113.680260827771480,22.830713656870930
2635,114.114123226220880,23.039081582433337
493,113.951978798998130,22.552282244749890
141,113.954374490063240,23.047009290602027
3826,113.103662176006640,22.992738806588267
1071,113.681788790208510,23.101845885846245
75,113.788760275711600,22.796697474628765
2538,113.290922297392290,22.587409773149450
3506,113.518157331564840,22.444768717868865
429,114.060034959966360,22.647376309310378
3290,113.957208944207480,22.647090607414565
3334,114.042056078192320,22.773970979132223
3701,113.512544043596760,22.635705559540900
3443,113.467614232495000,22.371653870062520
1962,113.419176482347570,22.967341373206057
231,113.661604458479800,22.940150226587164
2355,113.363371461785280,23.161554033436810
1616,113.579096029411740,22.375157099335170
1335,113.744288999999980,22.904310000000000
1722,113.466396386032950,23.140125341606960
