PointID,Region_0,Region_1,Region_2
0,1209.9412938786,148.9444870981,8683.7443542075
1,NaN,NaN,NaN
2,NaN,NaN,NaN
3,NaN,NaN,NaN
4,693.9971243941,7481.6640004580,6417.8460932907
5,NaN,NaN,NaN
6,55.3137676764,7502.3965719806,5417.7425191994
7,NaN,NaN,NaN
8,NaN,NaN,NaN
9,283.3842259070,4694.1177866777,3223.3047183789
10,NaN,NaN,NaN
11,NaN,NaN,NaN
12,2528.4078507016,6813.0801099379,3263.2530277622
13,3671.7139067815,121.0207023489,9516.7519839168
14,NaN,NaN,NaN
15,NaN,NaN,NaN
16,NaN,NaN,NaN
17,NaN,NaN,NaN
18,4556.7158177811,1011.5334953284,7724.3568082062
19,NaN,NaN,NaN
20,7144.4827024815,5959.5103709424,9374.0237433509
21,NaN,NaN,NaN
22,NaN,NaN,NaN
23,NaN,NaN,NaN
24,NaN,NaN,NaN
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,NaN,NaN,NaN
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,NaN,NaN
32,NaN,0.0000000000,NaN
33,NaN,NaN,NaN
34,NaN,NaN,NaN
35,NaN,NaN,0.0000000000
36,NaN,NaN,NaN
