PointID,Region_0,Region_1,Region_2
0,5764.4404417610,3893.2711860392,9440.7625373375
1,NaN,NaN,NaN
2,NaN,NaN,NaN
3,NaN,NaN,NaN
4,NaN,NaN,NaN
5,431.5790336478,8840.0069650514,5386.6225267818
6,0.1493583963,8403.1914814528,5235.9096224116
7,NaN,NaN,NaN
8,3124.5494052698,9373.5536258900,3650.4893675760
9,852.3145103291,5503.2168403592,3740.4991887337
10,NaN,NaN,NaN
11,NaN,NaN,NaN
12,NaN,NaN,NaN
13,NaN,NaN,NaN
14,NaN,NaN,NaN
15,NaN,NaN,NaN
16,NaN,NaN,NaN
17,10827.4125778965,4165.6696219163,9716.8690950239
18,NaN,NaN,NaN
19,NaN,NaN,NaN
20,NaN,NaN,NaN
21,9572.0032669681,1795.9587212411,10871.2230608176
22,NaN,NaN,NaN
23,NaN,NaN,NaN
24,NaN,NaN,NaN
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,NaN,NaN,NaN
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,NaN,NaN
32,NaN,0.0000000000,NaN
33,NaN,NaN,NaN
34,NaN,NaN,NaN
35,NaN,NaN,0.0000000000
36,NaN,NaN,NaN
