PointID,Region_0,Region_1,Region_2
0,NaN,NaN,NaN
1,1853.8940093942,6198.2021275236,6154.6406507264
2,NaN,NaN,NaN
3,NaN,NaN,NaN
4,363.7186552230,10401.7535616562,5450.6481498896
5,251.2282844456,10523.7003639199,4594.0235788294
6,96.3352223052,10093.7285520510,4418.7760888727
7,NaN,NaN,NaN
8,1073.6630533752,9302.0279376765,1255.4959501630
9,22.0640755861,6674.8636532306,2931.2637872711
10,NaN,NaN,NaN
11,NaN,NaN,NaN
12,2561.9478132749,7272.7099763225,868.2596103493
13,NaN,NaN,NaN
14,NaN,NaN,NaN
15,NaN,NaN,NaN
16,NaN,NaN,NaN
17,NaN,NaN,NaN
18,NaN,NaN,NaN
19,NaN,NaN,NaN
20,NaN,NaN,NaN
21,NaN,NaN,NaN
22,NaN,NaN,NaN
23,NaN,NaN,NaN
24,NaN,NaN,NaN
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,8083.0751843545,5683.2038731916,8170.7055527794
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,NaN,NaN
32,NaN,0.0000000000,NaN
33,NaN,NaN,NaN
34,NaN,NaN,NaN
35,NaN,NaN,0.0000000000
36,NaN,NaN,NaN
