PointID,Region_0,Region_1,Region_2
0,1209.9412938786,223.5516137038,6720.6101531656
1,NaN,NaN,NaN
2,4126.4227273493,4071.0025598878,3375.6833327925
3,NaN,NaN,NaN
4,499.5700982013,6758.5841957560,6203.2380703307
5,210.2068298168,7053.9655209729,5426.5814018707
6,NaN,NaN,NaN
7,NaN,NaN,NaN
8,NaN,NaN,NaN
9,283.3842259071,3621.8480721854,2573.8175388489
10,NaN,NaN,NaN
11,NaN,NaN,NaN
12,2479.8382263566,5104.6271468028,1661.0030971194
13,NaN,NaN,NaN
14,NaN,NaN,NaN
15,NaN,NaN,NaN
16,2719.0577395431,7107.9627646266,507.6110098566
17,NaN,NaN,NaN
18,4556.7158177811,762.3787010687,5962.3605588664
19,NaN,NaN,NaN
20,NaN,NaN,NaN
21,NaN,NaN,NaN
22,NaN,NaN,NaN
23,NaN,NaN,NaN
24,NaN,NaN,NaN
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,NaN,NaN,NaN
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,NaN,NaN
32,NaN,0.0000000000,NaN
33,4719.6713039795,3149.8153893030,4664.2511365181
34,NaN,NaN,NaN
35,NaN,NaN,0.0000000000
36,NaN,NaN,NaN
