PointID,Region_0,Region_1,Region_2
0,NaN,NaN,NaN
1,NaN,NaN,NaN
2,5073.2167851818,8560.3184085734,3375.6833327925
3,NaN,NaN,NaN
4,595.7559621102,11391.5189028350,6203.2380703306
5,251.2282844456,11774.4158908111,5594.1648080396
6,96.3352223052,11329.7675508437,5302.3267808082
7,1352.0035376585,9899.4375889738,71.1351296904
8,NaN,NaN,NaN
9,22.0640755861,8198.4445448609,2573.8175388489
10,NaN,NaN,NaN
11,NaN,NaN,NaN
12,2561.9478132749,9852.1692996812,1373.1333084830
13,7876.9747613025,880.4849388369,6982.4874795785
14,NaN,NaN,NaN
15,NaN,NaN,NaN
16,NaN,NaN,NaN
17,NaN,NaN,NaN
18,NaN,NaN,NaN
19,NaN,NaN,NaN
20,NaN,NaN,NaN
21,NaN,NaN,NaN
22,NaN,NaN,NaN
23,NaN,NaN,NaN
24,NaN,NaN,NaN
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,NaN,NaN,NaN
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,NaN,NaN
32,NaN,0.0000000000,NaN
33,NaN,NaN,NaN
34,NaN,NaN,NaN
35,NaN,NaN,0.0000000000
36,NaN,NaN,NaN
