PointID,Region_0,Region_1,Region_2
0,5809.4551720207,3896.7720225951,7125.0063169922
1,NaN,NaN,NaN
2,8278.2950578177,7402.9066265955,3447.6896402323
3,NaN,NaN,NaN
4,499.5700982013,8477.6338478844,5721.5199350774
5,251.2282844456,8948.0348282849,4981.8231574807
6,0.1493583963,8511.1109373060,4767.8718647170
7,NaN,NaN,NaN
8,4027.0024577110,9737.7650939892,3145.9031999231
9,NaN,NaN,NaN
10,NaN,NaN,NaN
11,NaN,NaN,NaN
12,NaN,NaN,NaN
13,NaN,NaN,NaN
14,NaN,NaN,NaN
15,NaN,NaN,NaN
16,NaN,NaN,NaN
17,NaN,NaN,NaN
18,NaN,NaN,NaN
19,NaN,NaN,NaN
20,NaN,NaN,NaN
21,NaN,NaN,NaN
22,NaN,NaN,NaN
23,9857.2519550003,12812.6093246140,2598.9143872610
24,NaN,NaN,NaN
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,NaN,NaN,NaN
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,NaN,NaN
32,NaN,0.0000000000,NaN
33,NaN,NaN,NaN
34,NaN,NaN,NaN
35,NaN,NaN,0.0000000000
36,NaN,NaN,NaN
