PointID,Region_0,Region_1,Region_2
0,NaN,NaN,NaN
1,NaN,NaN,NaN
2,NaN,NaN,NaN
3,NaN,NaN,NaN
4,NaN,NaN,NaN
5,431.5790336478,7833.0779008451,7031.1256118105
6,0.1493583963,7395.3766323129,6746.0248403321
7,3831.1020606839,6664.3519371959,1152.8265573436
8,NaN,NaN,NaN
9,604.2948940519,4517.7266763701,3932.2116279048
10,NaN,NaN,NaN
11,5870.0632695632,6196.9659526289,2959.3665964297
12,NaN,NaN,NaN
13,NaN,NaN,NaN
14,NaN,NaN,NaN
15,NaN,NaN,NaN
16,NaN,NaN,NaN
17,NaN,NaN,NaN
18,4556.7158177811,4680.3535514783,7190.8370141023
19,NaN,NaN,NaN
20,NaN,NaN,NaN
21,5571.9274282379,1795.0592050556,8033.7004784830
22,NaN,NaN,NaN
23,NaN,NaN,NaN
24,NaN,NaN,NaN
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,NaN,NaN,NaN
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,4380.5800711643,5132.6729828830
32,NaN,0.0000000000,NaN
33,NaN,NaN,NaN
34,NaN,NaN,NaN
35,NaN,NaN,0.0000000000
36,NaN,NaN,NaN
