PointID,Region_0,Region_1,Region_2
0,5784.6334263309,2217.9066208906,8554.7772175869
1,NaN,NaN,NaN
2,7468.6227832552,4212.1811785500,4144.8547707092
3,NaN,NaN,NaN
4,693.9971243941,6276.0943035727,7783.1148946113
5,NaN,NaN,NaN
6,248.1282731613,6116.8020734687,6830.1771287615
7,NaN,NaN,NaN
8,NaN,NaN,NaN
9,866.3907873196,3081.3382524500,4523.9393446000
10,4690.6636140838,3194.4691105759,3495.4187753683
11,NaN,NaN,NaN
12,NaN,NaN,NaN
13,NaN,NaN,NaN
14,NaN,NaN,NaN
15,NaN,NaN,NaN
16,NaN,NaN,NaN
17,NaN,NaN,NaN
18,NaN,NaN,NaN
19,6711.9641875145,8513.1721953523,2308.9176234245
20,NaN,NaN,NaN
21,NaN,NaN,NaN
22,NaN,NaN,NaN
23,NaN,NaN,NaN
24,NaN,NaN,NaN
25,NaN,NaN,NaN
26,NaN,NaN,NaN
27,NaN,NaN,NaN
28,NaN,NaN,NaN
29,NaN,NaN,NaN
30,NaN,NaN,NaN
31,0.0000000000,NaN,NaN
32,NaN,0.0000000000,NaN
33,NaN,NaN,NaN
34,NaN,NaN,NaN
35,NaN,NaN,0.0000000000
36,NaN,NaN,NaN
