InstanceName,NumUnits,NumRegions,RSD,r,gamma,Scenarios,UseD1,Delta1,Delta2,UseJointChance,UseExactMethod,ExactMethodType,UseImprovedModel,AvgDistMethod,AvgDistMean,Runtime(s),Objective,OutOfSamplePerformance,SolveSuccess,StatusCode,CutIterations,FailureStage
GG20-3-1.dat,20,3,0.125,0.5,0.4,1000,true,0.00,0.00,false,true,0,false,3,-1.0000,0.152,3690.7328,1.0000,true,-1,4,0
GG20-3-1.dat,20,3,0.125,0.5,0.3,1000,true,0.00,0.00,false,true,0,false,3,-1.0000,0.121,3690.7328,1.0000,true,-1,4,0
GG20-3-1.dat,20,3,0.125,0.5,0.2,1000,true,0.00,0.00,false,true,0,false,3,-1.0000,0.113,3690.7328,1.0000,true,-1,4,0
GG20-3-1.dat,20,3,0.125,0.5,0.1,1000,true,0.00,0.00,false,true,0,false,3,-1.0000,0.098,3690.7328,1.0000,true,-1,4,0
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,true,0.00,0.00,false,true,0,false,3,-1.0000,0.096,3884.9767,1.0000,true,-1,6,0
GG20-3-1.dat,20,3,0.125,0.4,0.3,1000,true,0.00,0.00,false,true,0,false,3,-1.0000,0.094,3884.9767,1.0000,true,-1,6,0
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,true,0.00,0.00,false,true,0,false,3,-1.0000,0.087,3884.9767,1.0000,true,-1,6,0
GG20-3-1.dat,20,3,0.125,0.4,0.1,1000,true,0.00,0.00,false,true,0,false,3,-1.0000,0.091,3884.9767,1.0000,true,-1,6,0
GG20-3-1.dat,20,3,0.125,0.3,0.4,1000,true,0.00,0.00,false,true,0,false,3,-1.0000,0.083,3884.9767,0.9936,true,-1,6,0
GG20-3-1.dat,20,3,0.125,0.3,0.3,1000,true,0.00,0.00,false,true,0,false,3,-1.0000,0.097,3884.9767,0.9936,true,-1,6,0
GG20-3-1.dat,20,3,0.125,0.3,0.2,1000,true,0.00,0.00,false,true,0,false,3,-1.0000,0.094,3884.9767,0.9936,true,-1,6,0
GG20-3-1.dat,20,3,0.125,0.3,0.1,1000,true,0.00,0.00,false,true,0,false,3,-1.0000,0.648,4184.0750,1.0000,true,-1,50,0
GG20-3-1.dat,20,3,0.250,0.5,0.4,1000,true,0.00,0.00,false,true,0,false,3,-1.0000,0.134,3690.7328,0.9666,true,-1,4,0
GG20-3-1.dat,20,3,0.250,0.5,0.3,1000,true,0.00,0.00,false,true,0,false,3,-1.0000,0.138,3690.7328,0.9666,true,-1,4,0
GG20-3-1.dat,20,3,0.250,0.5,0.2,1000,true,0.00,0.00,false,true,0,false,3,-1.0000,0.150,3884.9767,1.0000,true,-1,6,0
GG20-3-1.dat,20,3,0.250,0.5,0.1,1000,true,0.00,0.00,false,true,0,false,3,-1.0000,0.349,4109.9618,1.0000,true,-1,8,0
