InstanceName,NumUnits,NumRegions,RSD,r,gamma,Scenarios,UseD1,Delta1,Delta2,UseJointChance,UseExactMethod,UseImprovedModel,UseAssignmentDependent,AvgDistMethod,AvgDistMean,Runtime(s),Objective,OutOfSamplePerformance,SolveSuccess,StatusCode,CutIterations,FailureStage
GG20-3-1.dat,20,3,0.125,0.5,0.4,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.217,3811.5082,1.0000,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.5,0.4,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.388,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.5,0.3,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.188,3811.5082,1.0000,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.5,0.3,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.319,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.5,0.2,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.110,3811.5082,1.0000,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.5,0.2,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.290,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.5,0.1,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.277,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.5,0.1,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.837,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.256,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.745,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.3,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.240,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.3,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.844,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.522,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,1.069,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.1,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,1.207,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.1,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,3.810,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.3,0.4,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,1.852,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.3,0.4,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,1.272,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.3,0.3,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.816,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.3,0.3,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,1.591,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.3,0.2,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.729,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.3,0.2,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,3.869,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.3,0.1,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,2.723,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.3,0.1,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,5.421,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.250,0.5,0.4,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,2.295,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.250,0.5,0.4,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,2.531,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.250,0.5,0.3,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.674,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.250,0.5,0.3,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,3.471,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.250,0.5,0.2,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,1.351,-1.0000,-1.0000,false,2,-1,2
