InstanceName,NumUnits,NumRegions,RSD,r,gamma,Scenarios,UseD1,Delta1,Delta2,UseJointChance,UseExactMethod,Runtime(s),Objective,OutOfSamplePerformance,SolveSuccess,StatusCode,CutIterations
GG100-6-1.dat,100,6,0.125,0.5,0.3,1000,true,0.00,0.00,false,false,0.825,16521.0650,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.5,0.3,1000,true,0.00,0.00,false,true,0.420,16509.8542,0.9770,true,-1,1
GG100-6-1.dat,100,6,0.125,0.5,0.3,1000,false,2.00,4.00,false,false,1.050,16618.6303,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.5,0.3,1000,false,2.00,4.00,false,true,1.396,16538.3317,1.0000,true,-1,35
GG100-6-1.dat,100,6,0.125,0.5,0.2,1000,true,0.00,0.00,false,false,1.427,16538.3317,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.5,0.2,1000,true,0.00,0.00,false,true,0.395,16521.0650,1.0000,true,-1,7
GG100-6-1.dat,100,6,0.125,0.5,0.2,1000,false,2.00,4.00,false,false,1.668,16655.6176,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.5,0.2,1000,false,2.00,4.00,false,true,1.363,16538.3666,1.0000,true,-1,36
GG100-6-1.dat,100,6,0.125,0.5,0.1,1000,true,0.00,0.00,false,false,0.762,16538.3317,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.5,0.1,1000,true,0.00,0.00,false,true,0.375,16521.0650,1.0000,true,-1,7
GG100-6-1.dat,100,6,0.125,0.5,0.1,1000,false,2.00,4.00,false,false,1.357,16857.2458,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.5,0.1,1000,false,2.00,4.00,false,true,29.095,-1.0000,-1.0000,false,-1,500
GG100-6-1.dat,100,6,0.125,0.4,0.3,1000,true,0.00,0.00,false,false,0.903,16618.6303,0.9980,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.4,0.3,1000,true,0.00,0.00,false,true,1.381,16538.3666,0.9960,true,-1,36
GG100-6-1.dat,100,6,0.125,0.4,0.3,1000,false,2.00,4.00,false,false,1.285,16820.7085,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.4,0.3,1000,false,2.00,4.00,false,true,29.256,-1.0000,-1.0000,false,-1,500
GG100-6-1.dat,100,6,0.125,0.4,0.2,1000,true,0.00,0.00,false,false,1.081,16766.8949,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.4,0.2,1000,true,0.00,0.00,false,true,1.361,16538.3666,0.9960,true,-1,36
GG100-6-1.dat,100,6,0.125,0.4,0.2,1000,false,2.00,4.00,false,false,1.597,16874.0720,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.4,0.2,1000,false,2.00,4.00,false,true,29.840,-1.0000,-1.0000,false,-1,500
GG100-6-1.dat,100,6,0.125,0.4,0.1,1000,true,0.00,0.00,false,false,1.002,16803.8822,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.4,0.1,1000,true,0.00,0.00,false,true,42.640,-1.0000,-1.0000,false,-1,500
GG100-6-1.dat,100,6,0.125,0.4,0.1,1000,false,2.00,4.00,false,false,26.875,17137.3228,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.4,0.1,1000,false,2.00,4.00,false,true,29.521,-1.0000,-1.0000,false,-1,500
GG100-6-1.dat,100,6,0.125,0.3,0.3,1000,true,0.00,0.00,false,false,0.735,16820.7085,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.3,0.3,1000,true,0.00,0.00,false,true,28.821,-1.0000,-1.0000,false,-1,500
GG100-6-1.dat,100,6,0.125,0.3,0.3,1000,false,2.00,4.00,false,false,0.776,16968.4475,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.3,0.3,1000,false,2.00,4.00,false,true,28.878,-1.0000,-1.0000,false,-1,500
GG100-6-1.dat,100,6,0.125,0.3,0.2,1000,true,0.00,0.00,false,false,1.527,16874.0720,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.3,0.2,1000,true,0.00,0.00,false,true,28.979,-1.0000,-1.0000,false,-1,500
GG100-6-1.dat,100,6,0.125,0.3,0.2,1000,false,2.00,4.00,false,false,87.118,15084.0947,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.3,0.2,1000,false,2.00,4.00,false,true,41.431,-1.0000,-1.0000,false,-1,500
GG100-6-1.dat,100,6,0.125,0.3,0.1,1000,true,0.00,0.00,false,false,4.340,16968.4475,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.3,0.1,1000,true,0.00,0.00,false,true,38.199,-1.0000,-1.0000,false,-1,500
