InstanceName,NumUnits,NumRegions,RSD,r,gamma,Scenarios,UseD1,Delta1,Delta2,UseJointChance,UseExactMethod,ExactMethodType,UseImprovedModel,AvgDistMethod,AvgDistMean,Runtime(s),Objective,OutOfSamplePerformance,SolveSuccess,StatusCode,CutIterations,FailureStage
GG20-3-1.dat,20,3,0.125,0.5,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.214,-1.0000,-1.0000,false,-1,1,3
GG20-3-1.dat,20,3,0.125,0.5,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.191,-1.0000,-1.0000,false,-1,1,3
GG20-3-1.dat,20,3,0.125,0.5,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.157,-1.0000,-1.0000,false,-1,1,3
GG20-3-1.dat,20,3,0.125,0.5,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.313,3884.9767,1.0000,true,-1,1,0
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.150,-1.0000,-1.0000,false,-1,1,2
GG20-3-1.dat,20,3,0.125,0.4,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.137,-1.0000,-1.0000,false,-1,1,2
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.202,3884.9767,1.0000,true,-1,1,0
GG20-3-1.dat,20,3,0.125,0.4,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.201,3884.9767,1.0000,true,-1,1,0
GG20-3-1.dat,20,3,0.125,0.3,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.109,-1.0000,-1.0000,false,-1,1,2
GG20-3-1.dat,20,3,0.125,0.3,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.116,-1.0000,-1.0000,false,-1,1,2
GG20-3-1.dat,20,3,0.125,0.3,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.127,-1.0000,-1.0000,false,-1,1,2
GG20-3-1.dat,20,3,0.125,0.3,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.280,-1.0000,-1.0000,false,-1,1,2
GG20-3-1.dat,20,3,0.250,0.5,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.293,3690.7328,0.9092,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.5,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.248,3884.9767,0.9986,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.5,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.248,3884.9767,0.9986,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.5,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.323,3748.0740,0.4974,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.4,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.249,3884.9767,0.9712,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.4,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.244,3884.9767,0.9712,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.4,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.528,3748.0740,0.1930,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.4,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,200.124,-1.0000,-1.0000,false,9,1,2
GG20-3-1.dat,20,3,0.250,0.3,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.419,-1.0000,-1.0000,false,-1,1,2
GG20-3-1.dat,20,3,0.250,0.3,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.556,-1.0000,-1.0000,false,-1,1,2
GG20-3-1.dat,20,3,0.250,0.3,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,122.173,-1.0000,-1.0000,false,-1,1,2
GG20-3-1.dat,20,3,0.250,0.3,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,2.897,-1.0000,-1.0000,false,-1,1,2
